id,name,composite_score,cycle_xirr,cycle_alpha,cycle_ret,worst_bear_xirr,chop_xirr,bull_ret,avg_ret,cycle_pf,cycle_pr,cycle_dd,cycle_wr,entry_mode,max_slots,pyramid_mode,sl_profile,exit_mode,defense_mode
SW_023446,SW_023446: MINERVIN | 6Sl | AGGRES | DYNAMI | THREE_TI | RAW_EX,13.85,-5.02,1.55,-5.02,-7.63,4.44,28.58,11.23,0.93,0.67,23.47,53.7,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,THREE_TIER_STANDARD,RAW_EXECUTION
SW_023447,SW_023447: MINERVIN | 6Sl | AGGRES | DYNAMI | THREE_TI | REGIME,31.89,10.79,17.35,10.79,10.43,27.87,28.58,13.4,1.19,0.7,16.3,57.5,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,THREE_TIER_STANDARD,REGIME_SHIELD_50
SW_023448,SW_023448: MINERVIN | 6Sl | AGGRES | DYNAMI | THREE_TI | REGIME,32.76,11.4,17.96,11.4,12.16,28.76,28.49,13.54,1.19,0.7,16.12,57.5,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,THREE_TIER_STANDARD,REGIME_SHIELD_AND_SWEEP
SW_023449,SW_023449: MINERVIN | 6Sl | AGGRES | DYNAMI | THREE_TI | TIME_D,4.75,-14.76,-8.19,-14.76,-8.32,-5.27,12.33,8.96,0.8,0.72,25.83,50.6,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,THREE_TIER_STANDARD,TIME_DECAY_STOP_7D
SW_023450,SW_023450: MINERVIN | 6Sl | AGGRES | DYNAMI | THREE_TI | COMPRE,17.21,-14.05,-7.48,-14.05,19.51,9.15,12.36,9.47,0.79,0.7,23.13,52.0,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,THREE_TIER_STANDARD,COMPREHENSIVE_FORTRESS
SW_023451,SW_023451: MINERVIN | 6Sl | AGGRES | DYNAMI | THREE_TI | RAW_EX,11.9,-7.05,-0.48,-7.05,-6.5,-7.52,31.92,19.0,0.89,0.76,25.92,50.7,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,THREE_TIER_WIDE,RAW_EXECUTION
SW_023452,SW_023452: MINERVIN | 6Sl | AGGRES | DYNAMI | THREE_TI | REGIME,25.66,2.85,9.41,2.85,-1.89,23.57,31.92,19.2,1.05,0.74,17.92,55.3,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,THREE_TIER_WIDE,REGIME_SHIELD_50
SW_023453,SW_023453: MINERVIN | 6Sl | AGGRES | DYNAMI | THREE_TI | REGIME,26.41,3.64,10.21,3.64,-0.61,24.33,31.92,19.36,1.05,0.74,17.68,55.3,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,THREE_TIER_WIDE,REGIME_SHIELD_AND_SWEEP
SW_023454,SW_023454: MINERVIN | 6Sl | AGGRES | DYNAMI | THREE_TI | TIME_D,4.21,-6.18,0.38,-6.18,-17.6,-14.95,18.22,16.44,0.91,0.75,24.86,52.6,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,THREE_TIER_WIDE,TIME_DECAY_STOP_7D
SW_023455,SW_023455: MINERVIN | 6Sl | AGGRES | DYNAMI | THREE_TI | COMPRE,20.74,9.65,16.22,9.65,2.74,2.25,18.24,12.04,1.15,0.81,17.4,54.7,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,THREE_TIER_WIDE,COMPREHENSIVE_FORTRESS
SW_023456,SW_023456: MINERVIN | 6Sl | AGGRES | DYNAMI | ASYMMETR | RAW_EX,25.11,5.35,11.91,5.35,12.52,13.75,15.57,15.61,1.08,0.75,15.46,52.7,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,ASYMMETRIC_RUNNER,RAW_EXECUTION
SW_023457,SW_023457: MINERVIN | 6Sl | AGGRES | DYNAMI | ASYMMETR | REGIME,18.42,-4.22,2.34,-4.22,-4.61,20.93,15.57,19.19,0.92,0.75,18.81,51.7,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,ASYMMETRIC_RUNNER,REGIME_SHIELD_50
SW_023458,SW_023458: MINERVIN | 6Sl | AGGRES | DYNAMI | ASYMMETR | REGIME,18.16,-7.16,-0.6,-7.16,-3.16,21.68,15.6,20.39,0.86,0.75,18.65,50.4,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,ASYMMETRIC_RUNNER,REGIME_SHIELD_AND_SWEEP
SW_023459,SW_023459: MINERVIN | 6Sl | AGGRES | DYNAMI | ASYMMETR | TIME_D,1.91,-6.57,-0.01,-6.57,-16.73,-10.68,2.19,16.53,0.86,0.79,25.18,50.0,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,ASYMMETRIC_RUNNER,TIME_DECAY_STOP_7D
SW_023460,SW_023460: MINERVIN | 6Sl | AGGRES | DYNAMI | ASYMMETR | COMPRE,13.92,2.97,9.53,2.97,0.92,-5.76,8.07,16.4,1.03,0.83,20.24,49.6,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,ASYMMETRIC_RUNNER,COMPREHENSIVE_FORTRESS
SW_023461,SW_023461: MINERVIN | 6Sl | AGGRES | DYNAMI | REGIME_A | RAW_EX,5.66,-12.59,-6.02,-12.59,-12.12,-8.42,21.36,24.35,0.81,0.6,27.5,54.9,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,REGIME_ADAPTIVE,RAW_EXECUTION
SW_023462,SW_023462: MINERVIN | 6Sl | AGGRES | DYNAMI | REGIME_A | REGIME,12.34,-1.87,4.7,-1.87,-4.85,-11.36,21.36,30.18,0.97,0.65,21.54,51.0,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,REGIME_ADAPTIVE,REGIME_SHIELD_50
SW_023463,SW_023463: MINERVIN | 6Sl | AGGRES | DYNAMI | REGIME_A | REGIME,13.39,-1.09,5.48,-1.09,-3.35,-10.48,22.36,30.4,0.97,0.65,21.33,51.0,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,REGIME_ADAPTIVE,REGIME_SHIELD_AND_SWEEP
SW_023464,SW_023464: MINERVIN | 6Sl | AGGRES | DYNAMI | REGIME_A | TIME_D,-7.06,-21.18,-14.62,-21.18,-21.63,-38.98,19.98,25.43,0.7,0.68,27.85,49.1,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,REGIME_ADAPTIVE,TIME_DECAY_STOP_7D
SW_023465,SW_023465: MINERVIN | 6Sl | AGGRES | DYNAMI | REGIME_A | COMPRE,7.19,-17.67,-11.1,-17.67,-3.47,-4.8,20.01,22.52,0.73,0.65,28.52,49.0,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,REGIME_ADAPTIVE,COMPREHENSIVE_FORTRESS
SW_023466,SW_023466: MINERVIN | 6Sl | AGGRES | DYNAMI | CHANDELI | RAW_EX,19.11,-6.41,0.15,-6.41,-4.32,23.45,27.43,15.09,0.9,0.72,25.36,52.2,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,CHANDELIER_RUNNER,RAW_EXECUTION
SW_023467,SW_023467: MINERVIN | 6Sl | AGGRES | DYNAMI | CHANDELI | REGIME,27.29,12.42,18.98,12.42,-5.48,29.02,27.43,12.92,1.22,0.7,18.22,56.2,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,CHANDELIER_RUNNER,REGIME_SHIELD_50
SW_023468,SW_023468: MINERVIN | 6Sl | AGGRES | DYNAMI | CHANDELI | REGIME,27.3,11.03,17.6,11.03,-4.18,30.03,27.54,13.08,1.17,0.7,18.07,55.7,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,CHANDELIER_RUNNER,REGIME_SHIELD_AND_SWEEP
SW_023469,SW_023469: MINERVIN | 6Sl | AGGRES | DYNAMI | CHANDELI | TIME_D,4.26,-12.32,-5.76,-12.32,-17.21,-7.76,19.57,11.58,0.82,0.78,24.72,49.7,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,CHANDELIER_RUNNER,TIME_DECAY_STOP_7D
SW_023470,SW_023470: MINERVIN | 6Sl | AGGRES | DYNAMI | CHANDELI | COMPRE,19.42,3.91,10.47,3.91,1.38,9.24,19.58,8.09,1.04,0.87,21.76,50.7,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,CHANDELIER_RUNNER,COMPREHENSIVE_FORTRESS
SW_023471,SW_023471: MINERVIN | 6Sl | AGGRES | DYNAMI | MOMENTUM | RAW_EX,21.7,-3.44,3.13,-3.44,10.21,19.05,15.89,13.54,0.92,0.82,22.16,49.6,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,MOMENTUM_EXPONENTIAL,RAW_EXECUTION
SW_023472,SW_023472: MINERVIN | 6Sl | AGGRES | DYNAMI | MOMENTUM | REGIME,20.63,5.67,12.23,5.67,-5.82,17.78,15.89,17.02,1.1,0.83,19.67,54.9,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_50
SW_023473,SW_023473: MINERVIN | 6Sl | AGGRES | DYNAMI | MOMENTUM | REGIME,22.61,6.22,12.78,6.22,-4.43,18.61,22.03,17.19,1.1,0.83,19.51,54.9,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_AND_SWEEP
SW_023474,SW_023474: MINERVIN | 6Sl | AGGRES | DYNAMI | MOMENTUM | TIME_D,4.05,-5.32,1.25,-5.32,-18.29,-10.11,11.45,19.5,0.87,0.77,24.57,51.7,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,MOMENTUM_EXPONENTIAL,TIME_DECAY_STOP_7D
SW_023475,SW_023475: MINERVIN | 6Sl | AGGRES | DYNAMI | MOMENTUM | COMPRE,17.78,-0.56,6.0,-0.56,-3.08,16.32,10.88,17.76,0.98,0.91,22.9,50.4,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,MOMENTUM_EXPONENTIAL,COMPREHENSIVE_FORTRESS
SW_023476,SW_023476: MINERVIN | 6Sl | AGGRES | DYNAMI | SUPER_RU | RAW_EX,13.63,-2.31,4.25,-2.31,5.08,-4.11,17.56,11.8,0.95,0.7,26.0,53.4,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,SUPER_RUNNER_20X,RAW_EXECUTION
SW_023477,SW_023477: MINERVIN | 6Sl | AGGRES | DYNAMI | SUPER_RU | REGIME,20.81,9.14,15.7,9.14,-4.43,14.02,17.56,14.35,1.16,0.74,19.82,54.2,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,SUPER_RUNNER_20X,REGIME_SHIELD_50
SW_023478,SW_023478: MINERVIN | 6Sl | AGGRES | DYNAMI | SUPER_RU | REGIME,21.67,8.85,15.42,8.85,-3.13,14.72,19.99,14.45,1.14,0.77,20.39,52.5,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,SUPER_RUNNER_20X,REGIME_SHIELD_AND_SWEEP
SW_023479,SW_023479: MINERVIN | 6Sl | AGGRES | DYNAMI | SUPER_RU | TIME_D,2.05,-6.99,-0.43,-6.99,-17.74,-15.11,11.86,16.68,0.86,0.72,25.14,51.4,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,SUPER_RUNNER_20X,TIME_DECAY_STOP_7D
SW_023480,SW_023480: MINERVIN | 6Sl | AGGRES | DYNAMI | SUPER_RU | COMPRE,21.09,10.01,16.58,10.01,0.79,7.69,11.79,20.0,1.15,0.77,16.34,48.9,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_0,SUPER_RUNNER_20X,COMPREHENSIVE_FORTRESS
SW_023481,SW_023481: MINERVIN | 6Sl | AGGRES | DYNAMI | SCALPER_ | RAW_EX,3.15,-5.41,1.15,-5.41,-32.84,-6.33,31.65,3.09,0.92,0.42,17.63,63.8,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,SCALPER_TIGHT,RAW_EXECUTION
SW_023482,SW_023482: MINERVIN | 6Sl | AGGRES | DYNAMI | SCALPER_ | REGIME,22.5,-1.69,4.87,-1.69,-13.22,39.31,31.65,6.97,0.99,0.45,16.33,67.8,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,SCALPER_TIGHT,REGIME_SHIELD_50
SW_023483,SW_023483: MINERVIN | 6Sl | AGGRES | DYNAMI | SCALPER_ | REGIME,23.36,-1.02,5.54,-1.02,-11.88,40.44,31.66,7.17,0.99,0.45,16.1,67.8,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,SCALPER_TIGHT,REGIME_SHIELD_AND_SWEEP
SW_023484,SW_023484: MINERVIN | 6Sl | AGGRES | DYNAMI | SCALPER_ | TIME_D,9.45,2.8,9.36,2.8,-29.93,-7.95,42.88,6.21,1.03,0.56,16.4,62.3,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,SCALPER_TIGHT,TIME_DECAY_STOP_7D
SW_023485,SW_023485: MINERVIN | 6Sl | AGGRES | DYNAMI | SCALPER_ | COMPRE,22.22,1.51,8.07,1.51,-21.36,33.75,42.89,7.75,1.02,0.54,16.34,65.9,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,SCALPER_TIGHT,COMPREHENSIVE_FORTRESS
SW_023486,SW_023486: MINERVIN | 6Sl | AGGRES | DYNAMI | THREE_TI | RAW_EX,5.47,-14.49,-7.93,-14.49,-4.03,-14.85,25.75,3.0,0.75,0.51,19.59,57.9,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,THREE_TIER_STANDARD,RAW_EXECUTION
SW_023487,SW_023487: MINERVIN | 6Sl | AGGRES | DYNAMI | THREE_TI | REGIME,28.34,2.04,8.6,2.04,20.5,16.72,25.75,9.03,1.04,0.54,12.16,60.7,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,THREE_TIER_STANDARD,REGIME_SHIELD_50
SW_023488,SW_023488: MINERVIN | 6Sl | AGGRES | DYNAMI | THREE_TI | REGIME,26.19,2.63,9.19,2.63,12.2,17.56,25.67,9.11,1.04,0.54,11.94,60.7,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,THREE_TIER_STANDARD,REGIME_SHIELD_AND_SWEEP
SW_023489,SW_023489: MINERVIN | 6Sl | AGGRES | DYNAMI | THREE_TI | TIME_D,4.98,-8.18,-1.62,-8.18,-15.91,-20.53,32.37,8.83,0.86,0.58,18.62,54.3,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,THREE_TIER_STANDARD,TIME_DECAY_STOP_7D
SW_023490,SW_023490: MINERVIN | 6Sl | AGGRES | DYNAMI | THREE_TI | COMPRE,14.59,-10.58,-4.02,-10.58,5.78,-7.91,32.47,10.76,0.79,0.65,16.43,55.6,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,THREE_TIER_STANDARD,COMPREHENSIVE_FORTRESS
SW_023491,SW_023491: MINERVIN | 6Sl | AGGRES | DYNAMI | THREE_TI | RAW_EX,3.88,1.26,7.82,1.26,-19.95,-26.78,23.49,6.14,1.04,0.55,15.36,61.8,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,THREE_TIER_WIDE,RAW_EXECUTION
SW_023492,SW_023492: MINERVIN | 6Sl | AGGRES | DYNAMI | THREE_TI | REGIME,13.08,2.02,8.59,2.02,-5.76,-3.85,23.49,5.95,1.04,0.55,19.79,60.4,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,THREE_TIER_WIDE,REGIME_SHIELD_50
SW_023493,SW_023493: MINERVIN | 6Sl | AGGRES | DYNAMI | THREE_TI | REGIME,13.84,2.51,9.08,2.51,-4.5,-2.87,23.53,6.07,1.04,0.55,19.6,60.4,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,THREE_TIER_WIDE,REGIME_SHIELD_AND_SWEEP
SW_023494,SW_023494: MINERVIN | 6Sl | AGGRES | DYNAMI | THREE_TI | TIME_D,1.25,-1.74,4.83,-1.74,-30.26,-27.48,26.11,11.92,0.97,0.57,12.44,57.7,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,THREE_TIER_WIDE,TIME_DECAY_STOP_7D
SW_023495,SW_023495: MINERVIN | 6Sl | AGGRES | DYNAMI | THREE_TI | COMPRE,15.2,-0.13,6.43,-0.13,-11.7,3.52,23.4,19.27,0.99,0.62,13.69,55.9,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,THREE_TIER_WIDE,COMPREHENSIVE_FORTRESS
SW_023496,SW_023496: MINERVIN | 6Sl | AGGRES | DYNAMI | ASYMMETR | RAW_EX,1.29,-0.2,6.36,-0.2,-23.07,-24.77,25.05,-6.49,1.01,0.53,18.32,60.4,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,ASYMMETRIC_RUNNER,RAW_EXECUTION
SW_023497,SW_023497: MINERVIN | 6Sl | AGGRES | DYNAMI | ASYMMETR | REGIME,12.69,1.06,7.63,1.06,-7.41,1.6,25.05,-5.23,1.02,0.52,19.57,58.7,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,ASYMMETRIC_RUNNER,REGIME_SHIELD_50
SW_023498,SW_023498: MINERVIN | 6Sl | AGGRES | DYNAMI | ASYMMETR | REGIME,13.42,1.61,8.18,1.61,-6.13,2.39,25.06,-5.1,1.02,0.52,19.36,58.7,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,ASYMMETRIC_RUNNER,REGIME_SHIELD_AND_SWEEP
SW_023499,SW_023499: MINERVIN | 6Sl | AGGRES | DYNAMI | ASYMMETR | TIME_D,9.77,11.56,18.13,11.56,-27.63,-18.8,29.25,6.97,1.26,0.58,10.02,58.9,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,ASYMMETRIC_RUNNER,TIME_DECAY_STOP_7D
SW_023500,SW_023500: MINERVIN | 6Sl | AGGRES | DYNAMI | ASYMMETR | COMPRE,13.96,3.32,9.88,3.32,-16.31,1.06,29.25,12.32,1.06,0.69,20.13,56.5,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,ASYMMETRIC_RUNNER,COMPREHENSIVE_FORTRESS
SW_023501,SW_023501: MINERVIN | 6Sl | AGGRES | DYNAMI | REGIME_A | RAW_EX,-3.81,-14.04,-7.48,-14.04,-23.03,-29.94,15.74,28.24,0.78,0.46,21.85,54.1,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,REGIME_ADAPTIVE,RAW_EXECUTION
SW_023502,SW_023502: MINERVIN | 6Sl | AGGRES | DYNAMI | REGIME_A | REGIME,11.44,7.01,13.57,7.01,-3.47,-30.72,15.74,34.78,1.12,0.5,11.01,60.3,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,REGIME_ADAPTIVE,REGIME_SHIELD_50
SW_023503,SW_023503: MINERVIN | 6Sl | AGGRES | DYNAMI | REGIME_A | REGIME,12.19,7.83,14.39,7.83,-2.18,-30.18,15.74,34.95,1.12,0.51,10.8,60.3,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,REGIME_ADAPTIVE,REGIME_SHIELD_AND_SWEEP
SW_023504,SW_023504: MINERVIN | 6Sl | AGGRES | DYNAMI | REGIME_A | TIME_D,0.68,1.78,8.34,1.78,-39.62,-28.87,28.9,21.1,1.03,0.65,14.52,53.4,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,REGIME_ADAPTIVE,TIME_DECAY_STOP_7D
SW_023505,SW_023505: MINERVIN | 6Sl | AGGRES | DYNAMI | REGIME_A | COMPRE,21.33,6.82,13.38,6.82,4.41,-7.92,29.06,28.92,1.09,0.66,14.61,55.6,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,REGIME_ADAPTIVE,COMPREHENSIVE_FORTRESS
SW_023506,SW_023506: MINERVIN | 6Sl | AGGRES | DYNAMI | CHANDELI | RAW_EX,0.68,1.49,8.05,1.49,-31.18,-22.53,22.92,-3.12,1.06,0.54,15.55,59.6,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,CHANDELIER_RUNNER,RAW_EXECUTION
SW_023507,SW_023507: MINERVIN | 6Sl | AGGRES | DYNAMI | CHANDELI | REGIME,19.51,8.36,14.92,8.36,-1.45,9.67,22.92,-3.86,1.18,0.5,16.02,63.9,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,CHANDELIER_RUNNER,REGIME_SHIELD_50
SW_023508,SW_023508: MINERVIN | 6Sl | AGGRES | DYNAMI | CHANDELI | REGIME,20.28,8.92,15.48,8.92,-0.1,10.58,22.96,-3.73,1.18,0.5,15.86,63.9,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,CHANDELIER_RUNNER,REGIME_SHIELD_AND_SWEEP
SW_023509,SW_023509: MINERVIN | 6Sl | AGGRES | DYNAMI | CHANDELI | TIME_D,9.57,11.19,17.75,11.19,-24.14,-28.67,38.17,8.44,1.23,0.59,12.05,59.5,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,CHANDELIER_RUNNER,TIME_DECAY_STOP_7D
SW_023510,SW_023510: MINERVIN | 6Sl | AGGRES | DYNAMI | CHANDELI | COMPRE,14.76,7.25,13.81,7.25,-8.37,-17.35,35.0,10.52,1.13,0.65,15.32,59.5,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,CHANDELIER_RUNNER,COMPREHENSIVE_FORTRESS
SW_023511,SW_023511: MINERVIN | 6Sl | AGGRES | DYNAMI | MOMENTUM | RAW_EX,5.89,11.75,18.31,11.75,-36.5,-22.12,22.73,7.2,1.37,0.49,8.95,61.5,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,MOMENTUM_EXPONENTIAL,RAW_EXECUTION
SW_023512,SW_023512: MINERVIN | 6Sl | AGGRES | DYNAMI | MOMENTUM | REGIME,17.91,6.34,12.9,6.34,-9.55,6.7,22.73,5.96,1.14,0.52,9.87,59.6,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_50
SW_023513,SW_023513: MINERVIN | 6Sl | AGGRES | DYNAMI | MOMENTUM | REGIME,19.09,6.97,13.54,6.97,-7.12,7.81,22.73,6.15,1.14,0.52,9.61,59.6,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_AND_SWEEP
SW_023514,SW_023514: MINERVIN | 6Sl | AGGRES | DYNAMI | MOMENTUM | TIME_D,7.94,14.06,20.63,14.06,-26.38,-29.65,26.37,11.67,1.27,0.62,10.34,59.2,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,MOMENTUM_EXPONENTIAL,TIME_DECAY_STOP_7D
SW_023515,SW_023515: MINERVIN | 6Sl | AGGRES | DYNAMI | MOMENTUM | COMPRE,12.93,2.67,9.23,2.67,-15.02,-10.35,26.37,13.79,1.04,0.65,8.3,56.5,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,MOMENTUM_EXPONENTIAL,COMPREHENSIVE_FORTRESS
SW_023516,SW_023516: MINERVIN | 6Sl | AGGRES | DYNAMI | SUPER_RU | RAW_EX,0.5,-2.48,4.08,-2.48,-25.28,-24.43,20.53,3.88,0.96,0.49,14.82,59.3,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,SUPER_RUNNER_20X,RAW_EXECUTION
SW_023517,SW_023517: MINERVIN | 6Sl | AGGRES | DYNAMI | SUPER_RU | REGIME,25.61,19.8,26.36,19.8,-9.53,16.89,20.53,5.2,1.51,0.56,11.18,63.0,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,SUPER_RUNNER_20X,REGIME_SHIELD_50
SW_023518,SW_023518: MINERVIN | 6Sl | AGGRES | DYNAMI | SUPER_RU | REGIME,26.39,20.3,26.87,20.3,-8.25,17.95,20.53,5.39,1.51,0.56,11.01,63.0,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,SUPER_RUNNER_20X,REGIME_SHIELD_AND_SWEEP
SW_023519,SW_023519: MINERVIN | 6Sl | AGGRES | DYNAMI | SUPER_RU | TIME_D,2.68,-1.04,5.53,-1.04,-24.75,-30.47,21.91,26.68,1.0,0.53,14.06,54.1,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,SUPER_RUNNER_20X,TIME_DECAY_STOP_7D
SW_023520,SW_023520: MINERVIN | 6Sl | AGGRES | DYNAMI | SUPER_RU | COMPRE,8.83,1.52,8.08,1.52,-14.2,-21.01,21.92,23.84,1.01,0.56,12.68,56.2,MINERVINI_VCP,6,AGGRESSIVE_75,DYNAMIC_ATR_2_5,SUPER_RUNNER_20X,COMPREHENSIVE_FORTRESS
SW_023521,SW_023521: MINERVIN | 6Sl | AGGRES | CHANDE | SCALPER_ | RAW_EX,15.5,-4.87,1.69,-4.87,-21.46,27.75,31.88,12.17,0.93,0.58,25.21,59.0,MINERVINI_VCP,6,AGGRESSIVE_75,CHANDELIER_1_8,SCALPER_TIGHT,RAW_EXECUTION
SW_023522,SW_023522: MINERVIN | 6Sl | AGGRES | CHANDE | SCALPER_ | REGIME,32.49,1.86,8.43,1.86,13.65,41.99,31.88,8.99,1.04,0.58,19.72,60.7,MINERVINI_VCP,6,AGGRESSIVE_75,CHANDELIER_1_8,SCALPER_TIGHT,REGIME_SHIELD_50
SW_023523,SW_023523: MINERVIN | 6Sl | AGGRES | CHANDE | SCALPER_ | REGIME,33.65,2.82,9.38,2.82,15.75,43.27,31.83,9.13,1.04,0.58,19.38,60.7,MINERVINI_VCP,6,AGGRESSIVE_75,CHANDELIER_1_8,SCALPER_TIGHT,REGIME_SHIELD_AND_SWEEP
SW_023524,SW_023524: MINERVIN | 6Sl | AGGRES | CHANDE | SCALPER_ | TIME_D,10.3,-9.31,-2.74,-9.31,-11.64,-2.55,34.66,6.06,0.88,0.65,23.74,56.2,MINERVINI_VCP,6,AGGRESSIVE_75,CHANDELIER_1_8,SCALPER_TIGHT,TIME_DECAY_STOP_7D
SW_023525,SW_023525: MINERVIN | 6Sl | AGGRES | CHANDE | SCALPER_ | COMPRE,32.22,-2.89,3.68,-2.89,26.72,29.08,34.74,5.43,0.96,0.63,19.29,57.9,MINERVINI_VCP,6,AGGRESSIVE_75,CHANDELIER_1_8,SCALPER_TIGHT,COMPREHENSIVE_FORTRESS
