id,name,composite_score,cycle_xirr,cycle_alpha,cycle_ret,worst_bear_xirr,chop_xirr,bull_ret,avg_ret,cycle_pf,cycle_pr,cycle_dd,cycle_wr,entry_mode,max_slots,pyramid_mode,sl_profile,exit_mode,defense_mode
SW_015294,SW_015294: CLENOW_H | 3Sl | LIVERM | DYNAMI | THREE_TI | TIME_D,25.05,5.74,12.31,5.74,-9.36,47.39,35.62,-2.4,0.91,0.54,22.59,69.8,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,DYNAMIC_ATR_2_5,THREE_TIER_WIDE,TIME_DECAY_STOP_7D
SW_015295,SW_015295: CLENOW_H | 3Sl | LIVERM | DYNAMI | THREE_TI | COMPRE,10.29,1.11,7.67,1.11,-22.1,10.13,35.5,-5.23,0.88,0.45,21.94,72.1,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,DYNAMIC_ATR_2_5,THREE_TIER_WIDE,COMPREHENSIVE_FORTRESS
SW_015296,SW_015296: CLENOW_H | 3Sl | LIVERM | DYNAMI | ASYMMETR | RAW_EX,18.21,-3.9,2.66,-3.9,-2.79,30.31,34.48,-15.53,0.78,0.47,22.09,72.5,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,DYNAMIC_ATR_2_5,ASYMMETRIC_RUNNER,RAW_EXECUTION
SW_015297,SW_015297: CLENOW_H | 3Sl | LIVERM | DYNAMI | ASYMMETR | REGIME,19.87,10.94,17.5,10.94,-23.07,36.24,34.48,-3.76,1.07,0.46,22.09,75.7,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,DYNAMIC_ATR_2_5,ASYMMETRIC_RUNNER,REGIME_SHIELD_50
SW_015298,SW_015298: CLENOW_H | 3Sl | LIVERM | DYNAMI | ASYMMETR | REGIME,21.5,12.43,18.99,12.43,-20.74,38.13,34.5,-3.68,1.08,0.46,21.45,75.7,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,DYNAMIC_ATR_2_5,ASYMMETRIC_RUNNER,REGIME_SHIELD_AND_SWEEP
SW_015299,SW_015299: CLENOW_H | 3Sl | LIVERM | DYNAMI | ASYMMETR | TIME_D,25.7,7.88,14.45,7.88,-5.33,48.69,27.2,-1.58,0.94,0.54,22.09,69.8,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,DYNAMIC_ATR_2_5,ASYMMETRIC_RUNNER,TIME_DECAY_STOP_7D
SW_015300,SW_015300: CLENOW_H | 3Sl | LIVERM | DYNAMI | ASYMMETR | COMPRE,9.6,2.36,8.92,2.36,-21.2,10.5,27.22,-4.54,0.9,0.46,21.45,72.1,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,DYNAMIC_ATR_2_5,ASYMMETRIC_RUNNER,COMPREHENSIVE_FORTRESS
SW_015301,SW_015301: CLENOW_H | 3Sl | LIVERM | DYNAMI | REGIME_A | RAW_EX,15.25,1.47,8.03,1.47,-16.83,30.36,24.38,-4.57,0.98,0.53,26.82,74.4,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,DYNAMIC_ATR_2_5,REGIME_ADAPTIVE,RAW_EXECUTION
SW_015302,SW_015302: CLENOW_H | 3Sl | LIVERM | DYNAMI | REGIME_A | REGIME,-0.39,2.74,9.3,2.74,-24.48,-23.64,24.38,-5.96,1.03,0.45,26.82,74.4,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,DYNAMIC_ATR_2_5,REGIME_ADAPTIVE,REGIME_SHIELD_50
SW_015303,SW_015303: CLENOW_H | 3Sl | LIVERM | DYNAMI | REGIME_A | REGIME,0.92,4.12,10.69,4.12,-22.17,-22.49,24.39,-5.92,1.03,0.45,26.22,74.4,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,DYNAMIC_ATR_2_5,REGIME_ADAPTIVE,REGIME_SHIELD_AND_SWEEP
SW_015304,SW_015304: CLENOW_H | 3Sl | LIVERM | DYNAMI | REGIME_A | TIME_D,20.48,2.36,8.92,2.36,-16.06,59.72,8.38,-5.32,1.0,0.65,26.82,68.9,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,DYNAMIC_ATR_2_5,REGIME_ADAPTIVE,TIME_DECAY_STOP_7D
SW_015305,SW_015305: CLENOW_H | 3Sl | LIVERM | DYNAMI | REGIME_A | COMPRE,1.09,0.86,7.42,0.86,-22.93,-4.74,8.37,-7.42,1.0,0.47,26.22,73.9,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,DYNAMIC_ATR_2_5,REGIME_ADAPTIVE,COMPREHENSIVE_FORTRESS
SW_015306,SW_015306: CLENOW_H | 3Sl | LIVERM | DYNAMI | CHANDELI | RAW_EX,17.78,-2.22,4.34,-2.22,-1.87,33.11,27.67,-20.27,0.81,0.44,21.96,73.2,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,DYNAMIC_ATR_2_5,CHANDELIER_RUNNER,RAW_EXECUTION
SW_015307,SW_015307: CLENOW_H | 3Sl | LIVERM | DYNAMI | CHANDELI | REGIME,19.08,11.37,17.93,11.37,-25.34,41.29,27.67,-6.25,1.09,0.45,21.96,75.7,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,DYNAMIC_ATR_2_5,CHANDELIER_RUNNER,REGIME_SHIELD_50
SW_015308,SW_015308: CLENOW_H | 3Sl | LIVERM | DYNAMI | CHANDELI | REGIME,20.56,12.88,19.44,12.88,-23.09,43.07,27.68,-6.19,1.09,0.45,21.32,75.7,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,DYNAMIC_ATR_2_5,CHANDELIER_RUNNER,REGIME_SHIELD_AND_SWEEP
SW_015309,SW_015309: CLENOW_H | 3Sl | LIVERM | DYNAMI | CHANDELI | TIME_D,23.52,5.32,11.88,5.32,-3.68,47.62,20.31,-4.82,0.91,0.53,21.96,69.8,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,DYNAMIC_ATR_2_5,CHANDELIER_RUNNER,TIME_DECAY_STOP_7D
SW_015310,SW_015310: CLENOW_H | 3Sl | LIVERM | DYNAMI | CHANDELI | COMPRE,7.09,0.91,7.47,0.91,-23.79,11.29,20.3,-5.67,0.88,0.45,21.32,72.1,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,DYNAMIC_ATR_2_5,CHANDELIER_RUNNER,COMPREHENSIVE_FORTRESS
SW_015311,SW_015311: CLENOW_H | 3Sl | LIVERM | DYNAMI | MOMENTUM | RAW_EX,17.13,1.34,7.91,1.34,-1.94,25.06,26.94,-19.13,0.85,0.46,20.09,73.2,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,DYNAMIC_ATR_2_5,MOMENTUM_EXPONENTIAL,RAW_EXECUTION
SW_015312,SW_015312: CLENOW_H | 3Sl | LIVERM | DYNAMI | MOMENTUM | REGIME,17.85,13.09,19.65,13.09,-23.3,29.84,26.94,-3.33,1.11,0.46,20.09,75.7,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,DYNAMIC_ATR_2_5,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_50
SW_015313,SW_015313: CLENOW_H | 3Sl | LIVERM | DYNAMI | MOMENTUM | REGIME,19.31,14.61,21.17,14.61,-20.98,31.42,26.95,-3.26,1.11,0.46,19.44,75.7,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,DYNAMIC_ATR_2_5,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_AND_SWEEP
SW_015314,SW_015314: CLENOW_H | 3Sl | LIVERM | DYNAMI | MOMENTUM | TIME_D,26.63,12.29,18.86,12.29,-5.48,52.08,18.0,0.39,1.0,0.56,20.09,69.8,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,DYNAMIC_ATR_2_5,MOMENTUM_EXPONENTIAL,TIME_DECAY_STOP_7D
SW_015315,SW_015315: CLENOW_H | 3Sl | LIVERM | DYNAMI | MOMENTUM | COMPRE,9.74,5.64,12.21,5.64,-21.44,11.97,18.07,-1.82,0.95,0.46,19.44,72.1,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,DYNAMIC_ATR_2_5,MOMENTUM_EXPONENTIAL,COMPREHENSIVE_FORTRESS
SW_015316,SW_015316: CLENOW_H | 3Sl | LIVERM | DYNAMI | SUPER_RU | RAW_EX,23.98,7.31,13.88,7.31,2.12,31.39,42.59,-18.39,0.9,0.46,22.81,75.0,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,DYNAMIC_ATR_2_5,SUPER_RUNNER_20X,RAW_EXECUTION
SW_015317,SW_015317: CLENOW_H | 3Sl | LIVERM | DYNAMI | SUPER_RU | REGIME,21.0,10.81,17.37,10.81,-20.95,33.49,42.59,-5.03,1.06,0.45,22.81,75.7,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,DYNAMIC_ATR_2_5,SUPER_RUNNER_20X,REGIME_SHIELD_50
SW_015318,SW_015318: CLENOW_H | 3Sl | LIVERM | DYNAMI | SUPER_RU | REGIME,22.47,12.28,18.84,12.28,-18.56,35.11,42.6,-4.95,1.06,0.45,22.19,75.7,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,DYNAMIC_ATR_2_5,SUPER_RUNNER_20X,REGIME_SHIELD_AND_SWEEP
SW_015319,SW_015319: CLENOW_H | 3Sl | LIVERM | DYNAMI | SUPER_RU | TIME_D,29.05,7.46,14.02,7.46,-1.61,61.44,22.57,1.2,0.91,0.58,22.81,66.7,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,DYNAMIC_ATR_2_5,SUPER_RUNNER_20X,TIME_DECAY_STOP_7D
SW_015320,SW_015320: CLENOW_H | 3Sl | LIVERM | DYNAMI | SUPER_RU | COMPRE,10.55,2.54,9.1,2.54,-19.32,16.31,22.45,-3.03,0.89,0.45,22.19,72.1,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,DYNAMIC_ATR_2_5,SUPER_RUNNER_20X,COMPREHENSIVE_FORTRESS
SW_015321,SW_015321: CLENOW_H | 3Sl | LIVERM | CHANDE | SCALPER_ | RAW_EX,36.84,2.57,9.14,2.57,-22.81,122.12,28.3,4.5,0.92,0.52,30.62,68.6,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,CHANDELIER_1_8,SCALPER_TIGHT,RAW_EXECUTION
SW_015322,SW_015322: CLENOW_H | 3Sl | LIVERM | CHANDE | SCALPER_ | REGIME,35.11,4.71,11.28,4.71,-23.35,110.58,28.3,8.96,0.98,0.51,30.62,70.2,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,CHANDELIER_1_8,SCALPER_TIGHT,REGIME_SHIELD_50
SW_015323,SW_015323: CLENOW_H | 3Sl | LIVERM | CHANDE | SCALPER_ | REGIME,37.39,6.34,12.91,6.34,-21.0,115.02,28.32,8.93,0.99,0.51,30.04,70.2,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,CHANDELIER_1_8,SCALPER_TIGHT,REGIME_SHIELD_AND_SWEEP
SW_015324,SW_015324: CLENOW_H | 3Sl | LIVERM | CHANDE | SCALPER_ | TIME_D,36.01,0.01,6.58,0.01,-28.35,122.12,31.21,14.31,0.89,0.51,30.62,67.9,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,CHANDELIER_1_8,SCALPER_TIGHT,TIME_DECAY_STOP_7D
SW_015325,SW_015325: CLENOW_H | 3Sl | LIVERM | CHANDE | SCALPER_ | COMPRE,34.55,3.1,9.66,3.1,-30.72,115.02,31.25,13.17,0.95,0.5,30.04,68.8,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,CHANDELIER_1_8,SCALPER_TIGHT,COMPREHENSIVE_FORTRESS
SW_015326,SW_015326: CLENOW_H | 3Sl | LIVERM | CHANDE | THREE_TI | RAW_EX,37.28,13.51,20.07,13.51,-17.09,93.97,38.99,-3.12,1.03,0.55,23.15,70.2,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,CHANDELIER_1_8,THREE_TIER_STANDARD,RAW_EXECUTION
SW_015327,SW_015327: CLENOW_H | 3Sl | LIVERM | CHANDE | THREE_TI | REGIME,35.19,12.63,19.2,12.63,-22.29,87.59,38.99,4.85,1.09,0.51,23.15,71.1,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,CHANDELIER_1_8,THREE_TIER_STANDARD,REGIME_SHIELD_50
SW_015328,SW_015328: CLENOW_H | 3Sl | LIVERM | CHANDE | THREE_TI | REGIME,37.24,14.36,20.92,14.36,-19.95,91.4,38.98,5.01,1.09,0.51,22.53,71.1,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,CHANDELIER_1_8,THREE_TIER_STANDARD,REGIME_SHIELD_AND_SWEEP
SW_015329,SW_015329: CLENOW_H | 3Sl | LIVERM | CHANDE | THREE_TI | TIME_D,34.61,11.29,17.85,11.29,-22.83,93.97,30.4,10.39,1.0,0.56,23.15,68.1,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,CHANDELIER_1_8,THREE_TIER_STANDARD,TIME_DECAY_STOP_7D
SW_015330,SW_015330: CLENOW_H | 3Sl | LIVERM | CHANDE | THREE_TI | COMPRE,32.51,12.99,19.56,12.99,-29.35,91.4,30.4,6.6,1.07,0.52,22.53,69.6,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,CHANDELIER_1_8,THREE_TIER_STANDARD,COMPREHENSIVE_FORTRESS
SW_015331,SW_015331: CLENOW_H | 3Sl | LIVERM | CHANDE | THREE_TI | RAW_EX,44.19,22.02,28.58,22.02,-18.24,108.47,43.1,-0.6,1.13,0.6,22.99,69.6,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,CHANDELIER_1_8,THREE_TIER_WIDE,RAW_EXECUTION
SW_015332,SW_015332: CLENOW_H | 3Sl | LIVERM | CHANDE | THREE_TI | REGIME,42.69,20.76,27.33,20.76,-21.67,101.84,43.1,7.08,1.22,0.54,22.99,72.7,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,CHANDELIER_1_8,THREE_TIER_WIDE,REGIME_SHIELD_50
SW_015333,SW_015333: CLENOW_H | 3Sl | LIVERM | CHANDE | THREE_TI | REGIME,44.88,22.59,29.15,22.59,-19.3,105.74,43.09,7.16,1.23,0.54,22.35,72.7,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,CHANDELIER_1_8,THREE_TIER_WIDE,REGIME_SHIELD_AND_SWEEP
SW_015334,SW_015334: CLENOW_H | 3Sl | LIVERM | CHANDE | THREE_TI | TIME_D,40.01,21.74,28.31,21.74,-24.0,108.47,25.84,11.8,1.13,0.56,22.99,68.8,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,CHANDELIER_1_8,THREE_TIER_WIDE,TIME_DECAY_STOP_7D
SW_015335,SW_015335: CLENOW_H | 3Sl | LIVERM | CHANDE | THREE_TI | COMPRE,38.29,21.02,27.59,21.02,-28.9,105.74,25.85,9.82,1.2,0.54,22.35,71.1,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,CHANDELIER_1_8,THREE_TIER_WIDE,COMPREHENSIVE_FORTRESS
SW_015336,SW_015336: CLENOW_H | 3Sl | LIVERM | CHANDE | ASYMMETR | RAW_EX,41.9,20.23,26.79,20.23,-17.95,106.68,34.55,-0.22,1.11,0.62,22.48,68.9,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,CHANDELIER_1_8,ASYMMETRIC_RUNNER,RAW_EXECUTION
SW_015337,SW_015337: CLENOW_H | 3Sl | LIVERM | CHANDE | ASYMMETR | REGIME,40.84,21.38,27.95,21.38,-20.67,98.73,34.55,7.51,1.23,0.54,22.48,72.7,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,CHANDELIER_1_8,ASYMMETRIC_RUNNER,REGIME_SHIELD_50
SW_015338,SW_015338: CLENOW_H | 3Sl | LIVERM | CHANDE | ASYMMETR | REGIME,42.92,23.23,29.79,23.23,-18.38,102.64,34.56,7.62,1.23,0.54,21.86,72.7,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,CHANDELIER_1_8,ASYMMETRIC_RUNNER,REGIME_SHIELD_AND_SWEEP
