id,name,entry_mode,slots,pyramid,exit_mode,composite_score,worst_bear_ret,worst_bear_xirr,worst_bear_pr,chop_ret,chop_xirr,chop_pr,bull_ret,cycle_ret,cycle_alpha,cycle_xirr,cycle_pr,cycle_pf,cycle_dd,cycle_wr
SW_0435,SW_0435: MINERVINI_VCP | 4Slots | LIVERMORE_ | CHANDELIER_R,MINERVINI_VCP,4,LIVERMORE_50,CHANDELIER_RUNNER,18.2,-4.08,-8.1,0.55,6.31,30.9,1.05,50.96,4.09,10.65,4.1,1.02,1.06,14.9,48.0
SW_0673,SW_0673: SECTOR_LEAD_R | 6Slots | LIVERMORE_ | ASYMMETRIC_R,SECTOR_LEAD_RS,6,LIVERMORE_50,ASYMMETRIC_RUNNER,18.19,-19.72,-35.8,0.67,7.56,37.8,0.55,68.42,14.98,21.54,15.0,0.82,1.15,20.7,58.1
SW_0232,SW_0232: CLENOW_SMOOTH | 4Slots | LIVERMORE_ | THREE_TIER_W,CLENOW_SMOOTHNESS,4,LIVERMORE_50,THREE_TIER_WIDE,18.1,-11.49,-21.8,0.57,6.16,30.0,0.64,53.61,16.66,23.22,16.7,0.87,1.15,22.9,56.5
SW_0331,SW_0331: CLENOW_HIGH_C | 4Slots | LIVERMORE_ | THREE_TIER_T,CLENOW_HIGH_CONVICTION,4,LIVERMORE_50,THREE_TIER_TIGHT,18.07,1.86,3.8,0.69,5.22,25.1,0.56,25.14,24.76,31.32,24.8,0.77,1.61,7.5,67.2
SW_0999,SW_0999: MULTI_FACTOR_ | 8Slots | AGGRESSIVE | REGIME_ADAPT,MULTI_FACTOR_APEX,8,AGGRESSIVE_75,REGIME_ADAPTIVE,18.06,-18.35,-33.5,0.75,9.23,47.4,1.13,51.45,15.38,21.95,15.4,0.93,1.18,17.5,55.4
SW_0509,SW_0509: OVERSOLD_SPRI | 3Slots | CONSERVATI | REGIME_ADAPT,OVERSOLD_SPRINGBOARD,3,CONSERVATIVE_25,REGIME_ADAPTIVE,18.02,-11.11,-21.1,0.94,9.66,50.0,1.6,29.06,25.49,32.06,25.5,1.23,1.44,12.9,54.3
SW_0720,SW_0720: DONCHIAN_TURT | 3Slots | AGGRESSIVE | CHANDELIER_R,DONCHIAN_TURTLE,3,AGGRESSIVE_75,CHANDELIER_RUNNER,17.97,-11.92,-22.6,1.17,5.66,27.4,1.14,69.58,19.11,25.68,19.1,1.01,1.3,12.3,57.3
SW_0224,SW_0224: CLENOW_SMOOTH | 4Slots | NONE | REGIME_ADAPT,CLENOW_SMOOTHNESS,4,NONE,REGIME_ADAPTIVE,17.92,-10.61,-20.2,0.67,5.52,26.6,0.65,49.51,18.89,25.45,18.9,0.88,1.16,20.3,57.1
SW_0513,SW_0513: OVERSOLD_SPRI | 3Slots | LIVERMORE_ | ASYMMETRIC_R,OVERSOLD_SPRINGBOARD,3,LIVERMORE_50,ASYMMETRIC_RUNNER,17.87,-3.98,-7.9,0.93,6.5,31.9,1.83,47.06,14.48,21.04,14.5,1.1,1.4,10.6,57.5
SW_0222,SW_0222: CLENOW_SMOOTH | 4Slots | NONE | THREE_TIER_W,CLENOW_SMOOTHNESS,4,NONE,THREE_TIER_WIDE,17.86,-15.08,-28.1,0.73,6.69,33.0,0.71,55.15,18.64,25.21,18.6,0.89,1.15,20.8,56.6
SW_0397,SW_0397: CLENOW_HIGH_C | 8Slots | AGGRESSIVE | THREE_TIER_W,CLENOW_HIGH_CONVICTION,8,AGGRESSIVE_75,THREE_TIER_WIDE,17.86,4.66,9.6,0.75,2.35,10.8,0.6,39.23,20.02,26.58,20.0,0.96,1.68,4.4,64.6
SW_0283,SW_0283: CLENOW_SMOOTH | 8Slots | NONE | ASYMMETRIC_R,CLENOW_SMOOTHNESS,8,NONE,ASYMMETRIC_RUNNER,17.72,-9.79,-18.8,0.69,6.73,33.2,0.87,42.85,25.33,31.9,25.3,0.9,1.31,8.9,59.2
SW_0278,SW_0278: CLENOW_SMOOTH | 6Slots | AGGRESSIVE | ASYMMETRIC_R,CLENOW_SMOOTHNESS,6,AGGRESSIVE_75,ASYMMETRIC_RUNNER,17.68,-1.04,-2.1,0.73,0.14,0.6,0.76,52.67,32.84,39.41,32.8,0.9,1.37,12.2,60.3
SW_0545,SW_0545: OVERSOLD_SPRI | 5Slots | NONE | CHANDELIER_R,OVERSOLD_SPRINGBOARD,5,NONE,CHANDELIER_RUNNER,17.68,-12.74,-24.0,0.91,9.35,48.2,1.82,41.98,15.95,22.51,15.9,1.2,1.32,14.5,52.5
SW_0366,SW_0366: CLENOW_HIGH_C | 6Slots | CONSERVATI | THREE_TIER_T,CLENOW_HIGH_CONVICTION,6,CONSERVATIVE_25,THREE_TIER_TIGHT,17.67,4.76,9.8,0.76,2.89,13.4,0.47,35.86,18.6,25.16,18.6,0.83,1.49,4.3,64.4
SW_0437,SW_0437: MINERVINI_VCP | 4Slots | AGGRESSIVE | THREE_TIER_W,MINERVINI_VCP,4,AGGRESSIVE_75,THREE_TIER_WIDE,17.66,4.66,9.6,1.12,4.58,21.8,0.93,34.29,-0.63,5.94,-0.6,1.06,0.95,16.1,47.8
SW_0373,SW_0373: CLENOW_HIGH_C | 6Slots | LIVERMORE_ | ASYMMETRIC_R,CLENOW_HIGH_CONVICTION,6,LIVERMORE_50,ASYMMETRIC_RUNNER,17.59,3.88,8.0,0.61,2.38,10.9,0.48,40.42,18.96,25.52,19.0,0.83,1.5,4.8,63.8
SW_0265,SW_0265: CLENOW_SMOOTH | 6Slots | NONE | CHANDELIER_R,CLENOW_SMOOTHNESS,6,NONE,CHANDELIER_RUNNER,17.57,-6.61,-12.9,0.62,4.89,23.4,0.9,43.27,23.43,30.0,23.4,0.89,1.24,11.8,58.4
SW_0365,SW_0365: CLENOW_HIGH_C | 6Slots | NONE | CHANDELIER_R,CLENOW_HIGH_CONVICTION,6,NONE,CHANDELIER_RUNNER,17.55,4.16,8.6,0.73,4.05,19.1,0.54,38.06,13.4,19.96,13.4,0.73,1.29,5.5,63.8
SW_0677,SW_0677: SECTOR_LEAD_R | 6Slots | AGGRESSIVE | THREE_TIER_W,SECTOR_LEAD_RS,6,AGGRESSIVE_75,THREE_TIER_WIDE,17.51,-20.04,-36.3,0.63,10.63,55.9,0.87,36.67,21.73,28.29,21.7,0.82,1.24,19.5,59.5
SW_0368,SW_0368: CLENOW_HIGH_C | 6Slots | CONSERVATI | ASYMMETRIC_R,CLENOW_HIGH_CONVICTION,6,CONSERVATIVE_25,ASYMMETRIC_RUNNER,17.5,4.44,9.2,0.69,3.21,14.9,0.48,34.88,18.03,24.59,18.0,0.82,1.5,4.8,64.6
SW_0399,SW_0399: CLENOW_HIGH_C | 8Slots | AGGRESSIVE | REGIME_ADAPT,CLENOW_HIGH_CONVICTION,8,AGGRESSIVE_75,REGIME_ADAPTIVE,17.47,5.65,11.7,0.85,1.42,6.4,0.63,40.87,19.6,26.17,19.6,1.09,1.67,4.3,60.5
SW_0994,SW_0994: MULTI_FACTOR_ | 8Slots | LIVERMORE_ | REGIME_ADAPT,MULTI_FACTOR_APEX,8,LIVERMORE_50,REGIME_ADAPTIVE,17.46,-13.37,-25.1,0.84,9.37,48.3,0.93,38.49,13.46,20.03,13.5,1.01,1.15,17.3,54.2
SW_0279,SW_0279: CLENOW_SMOOTH | 6Slots | AGGRESSIVE | REGIME_ADAPT,CLENOW_SMOOTHNESS,6,AGGRESSIVE_75,REGIME_ADAPTIVE,17.45,-3.39,-6.7,0.72,-0.13,-0.6,0.77,72.77,18.22,24.78,18.2,0.82,1.18,13.0,59.5
SW_0691,SW_0691: SECTOR_LEAD_R | 8Slots | LIVERMORE_ | THREE_TIER_T,SECTOR_LEAD_RS,8,LIVERMORE_50,THREE_TIER_TIGHT,17.29,-17.56,-32.2,0.92,7.79,39.1,0.75,62.02,8.57,15.13,8.6,0.75,1.05,18.7,58.3
SW_0311,SW_0311: CLENOW_HIGH_C | 3Slots | LIVERMORE_ | THREE_TIER_T,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,THREE_TIER_TIGHT,17.29,-1.56,-3.1,0.52,5.23,25.1,0.4,32.0,26.85,33.41,26.9,0.78,1.56,7.5,67.3
SW_0526,SW_0526: OVERSOLD_SPRI | 4Slots | CONSERVATI | THREE_TIER_T,OVERSOLD_SPRINGBOARD,4,CONSERVATIVE_25,THREE_TIER_TIGHT,17.2,-11.83,-22.4,0.71,7.76,38.9,1.67,45.54,18.85,25.41,18.9,1.21,1.27,12.6,51.1
SW_0986,SW_0986: MULTI_FACTOR_ | 8Slots | CONSERVATI | THREE_TIER_T,MULTI_FACTOR_APEX,8,CONSERVATIVE_25,THREE_TIER_TIGHT,17.19,-12.65,-23.9,0.79,9.99,52.0,1.07,32.83,13.76,20.32,13.8,0.95,1.1,16.8,54.3
SW_0558,SW_0558: OVERSOLD_SPRI | 5Slots | AGGRESSIVE | ASYMMETRIC_R,OVERSOLD_SPRINGBOARD,5,AGGRESSIVE_75,ASYMMETRIC_RUNNER,17.18,-8.74,-16.8,0.88,9.26,47.6,1.46,40.47,8.17,14.74,8.2,1.1,1.09,10.7,51.9
SW_0456,SW_0456: MINERVINI_VCP | 5Slots | AGGRESSIVE | THREE_TIER_T,MINERVINI_VCP,5,AGGRESSIVE_75,THREE_TIER_TIGHT,17.1,-1.52,-3.0,0.66,7.86,39.5,1.09,32.8,-2.72,3.84,-2.7,1.2,0.92,18.3,46.2
SW_0393,SW_0393: CLENOW_HIGH_C | 8Slots | LIVERMORE_ | ASYMMETRIC_R,CLENOW_HIGH_CONVICTION,8,LIVERMORE_50,ASYMMETRIC_RUNNER,17.1,3.48,7.1,0.61,1.4,6.3,0.54,48.37,15.87,22.44,15.9,0.84,1.48,3.9,63.6
SW_0530,SW_0530: OVERSOLD_SPRI | 4Slots | CONSERVATI | CHANDELIER_R,OVERSOLD_SPRINGBOARD,4,CONSERVATIVE_25,CHANDELIER_RUNNER,17.08,-13.11,-24.7,0.84,8.41,42.6,2.42,54.74,11.54,18.1,11.5,0.86,1.13,12.6,57.8
SW_0213,SW_0213: CLENOW_SMOOTH | 3Slots | LIVERMORE_ | ASYMMETRIC_R,CLENOW_SMOOTHNESS,3,LIVERMORE_50,ASYMMETRIC_RUNNER,17.03,-21.03,-37.9,0.55,8.04,40.5,0.54,52.15,22.37,28.94,22.4,0.92,1.19,22.4,56.9
SW_0316,SW_0316: CLENOW_HIGH_C | 3Slots | AGGRESSIVE | THREE_TIER_T,CLENOW_HIGH_CONVICTION,3,AGGRESSIVE_75,THREE_TIER_TIGHT,16.99,3.57,7.3,0.63,3.17,14.7,0.42,22.25,29.76,36.33,29.8,0.8,1.64,7.9,66.7
SW_0387,SW_0387: CLENOW_HIGH_C | 8Slots | CONSERVATI | THREE_TIER_W,CLENOW_HIGH_CONVICTION,8,CONSERVATIVE_25,THREE_TIER_WIDE,16.99,4.11,8.5,0.76,1.18,5.3,0.46,47.36,16.07,22.63,16.1,0.8,1.51,4.9,65.4
SW_0392,SW_0392: CLENOW_HIGH_C | 8Slots | LIVERMORE_ | THREE_TIER_W,CLENOW_HIGH_CONVICTION,8,LIVERMORE_50,THREE_TIER_WIDE,16.98,3.46,7.1,0.66,1.45,6.6,0.53,44.99,18.22,24.78,18.2,0.89,1.57,4.8,63.7
SW_0523,SW_0523: OVERSOLD_SPRI | 4Slots | NONE | ASYMMETRIC_R,OVERSOLD_SPRINGBOARD,4,NONE,ASYMMETRIC_RUNNER,16.95,-8.36,-16.1,0.89,8.58,43.6,1.67,32.04,12.05,18.61,12.1,1.01,1.19,10.7,54.2
SW_0323,SW_0323: CLENOW_HIGH_C | 4Slots | NONE | ASYMMETRIC_R,CLENOW_HIGH_CONVICTION,4,NONE,ASYMMETRIC_RUNNER,16.89,3.1,6.3,0.7,3.13,14.5,0.43,39.09,18.01,24.57,18.0,0.79,1.35,7.0,63.0
SW_0428,SW_0428: MINERVINI_VCP | 4Slots | CONSERVATI | ASYMMETRIC_R,MINERVINI_VCP,4,CONSERVATIVE_25,ASYMMETRIC_RUNNER,16.88,-7.19,-14.0,0.62,9.77,50.7,1.14,38.08,-6.34,0.23,-6.3,1.07,0.82,18.1,44.4
SW_0947,SW_0947: MULTI_FACTOR_ | 5Slots | CONSERVATI | THREE_TIER_W,MULTI_FACTOR_APEX,5,CONSERVATIVE_25,THREE_TIER_WIDE,16.86,-26.29,-45.9,0.69,12.7,69.2,1.04,42.49,9.21,15.78,9.2,0.89,1.02,20.2,54.7
SW_0249,SW_0249: CLENOW_SMOOTH | 5Slots | CONSERVATI | REGIME_ADAPT,CLENOW_SMOOTHNESS,5,CONSERVATIVE_25,REGIME_ADAPTIVE,16.82,-3.01,-6.0,0.61,3.11,14.4,0.71,45.38,19.82,26.38,19.8,0.83,1.22,16.0,58.8
SW_0641,SW_0641: SECTOR_LEAD_R | 5Slots | NONE | THREE_TIER_T,SECTOR_LEAD_RS,5,NONE,THREE_TIER_TIGHT,16.75,-20.97,-37.8,0.86,6.02,29.3,0.76,66.2,25.71,32.27,25.7,0.92,1.28,20.2,57.9
SW_0926,SW_0926: MULTI_FACTOR_ | 4Slots | CONSERVATI | THREE_TIER_T,MULTI_FACTOR_APEX,4,CONSERVATIVE_25,THREE_TIER_TIGHT,16.7,-17.15,-31.6,0.75,10.22,53.4,0.97,31.4,13.13,19.69,13.1,0.92,1.07,18.2,53.8
SW_0343,SW_0343: CLENOW_HIGH_C | 5Slots | NONE | ASYMMETRIC_R,CLENOW_HIGH_CONVICTION,5,NONE,ASYMMETRIC_RUNNER,16.69,2.38,4.9,0.72,3.15,14.6,0.51,39.59,17.32,23.88,17.3,0.83,1.4,5.1,62.7
SW_0386,SW_0386: CLENOW_HIGH_C | 8Slots | CONSERVATI | THREE_TIER_T,CLENOW_HIGH_CONVICTION,8,CONSERVATIVE_25,THREE_TIER_TIGHT,16.68,4.16,8.6,0.76,1.48,6.7,0.49,45.88,13.36,19.92,13.4,0.77,1.38,4.8,64.2
SW_0272,SW_0272: CLENOW_SMOOTH | 6Slots | LIVERMORE_ | THREE_TIER_W,CLENOW_SMOOTHNESS,6,LIVERMORE_50,THREE_TIER_WIDE,16.66,-5.03,-9.9,0.67,0.6,2.6,0.77,63.4,22.48,29.04,22.5,0.89,1.22,13.6,57.6
SW_0344,SW_0344: CLENOW_HIGH_C | 5Slots | NONE | REGIME_ADAPT,CLENOW_HIGH_CONVICTION,5,NONE,REGIME_ADAPTIVE,16.52,5.64,11.7,0.82,3.11,14.4,0.62,33.05,11.69,18.25,11.7,0.92,1.22,5.3,56.9
SW_0983,SW_0983: MULTI_FACTOR_ | 8Slots | NONE | ASYMMETRIC_R,MULTI_FACTOR_APEX,8,NONE,ASYMMETRIC_RUNNER,16.52,-18.33,-33.5,0.83,11.89,63.9,0.97,24.8,17.63,24.2,17.6,0.91,1.15,16.7,55.7
SW_0979,SW_0979: MULTI_FACTOR_ | 6Slots | AGGRESSIVE | REGIME_ADAPT,MULTI_FACTOR_APEX,6,AGGRESSIVE_75,REGIME_ADAPTIVE,16.48,-19.16,-34.9,0.89,8.17,41.3,0.93,58.93,6.07,12.63,6.1,0.86,1.04,20.2,56.0
SW_0388,SW_0388: CLENOW_HIGH_C | 8Slots | CONSERVATI | ASYMMETRIC_R,CLENOW_HIGH_CONVICTION,8,CONSERVATIVE_25,ASYMMETRIC_RUNNER,16.41,3.89,8.0,0.69,1.11,5.0,0.46,46.09,16.24,22.81,16.2,0.78,1.57,4.0,66.7
SW_0276,SW_0276: CLENOW_SMOOTH | 6Slots | AGGRESSIVE | THREE_TIER_T,CLENOW_SMOOTHNESS,6,AGGRESSIVE_75,THREE_TIER_TIGHT,16.32,-5.56,-10.9,0.65,0.07,0.3,0.71,64.14,25.89,32.45,25.9,0.89,1.27,13.7,58.6
SW_0394,SW_0394: CLENOW_HIGH_C | 8Slots | LIVERMORE_ | REGIME_ADAPT,CLENOW_HIGH_CONVICTION,8,LIVERMORE_50,REGIME_ADAPTIVE,16.31,5.76,12.0,0.81,0.65,2.9,0.57,40.51,16.97,23.54,17.0,1.0,1.55,4.5,61.0
SW_0273,SW_0273: CLENOW_SMOOTH | 6Slots | LIVERMORE_ | ASYMMETRIC_R,CLENOW_SMOOTHNESS,6,LIVERMORE_50,ASYMMETRIC_RUNNER,16.27,-6.23,-12.2,0.64,-0.4,-1.8,0.78,60.92,35.57,42.13,35.6,0.93,1.4,12.6,60.2
SW_0508,SW_0508: OVERSOLD_SPRI | 3Slots | CONSERVATI | ASYMMETRIC_R,OVERSOLD_SPRINGBOARD,3,CONSERVATIVE_25,ASYMMETRIC_RUNNER,16.17,-5.29,-10.4,0.86,6.08,29.6,1.87,34.04,20.65,27.21,20.6,1.29,1.4,11.1,52.3
SW_0315,SW_0315: CLENOW_HIGH_C | 3Slots | LIVERMORE_ | CHANDELIER_R,CLENOW_HIGH_CONVICTION,3,LIVERMORE_50,CHANDELIER_RUNNER,16.09,-1.34,-2.7,0.47,2.47,11.3,0.33,42.88,26.75,33.31,26.8,0.7,1.55,7.4,68.2
SW_0427,SW_0427: MINERVINI_VCP | 4Slots | CONSERVATI | THREE_TIER_W,MINERVINI_VCP,4,CONSERVATIVE_25,THREE_TIER_WIDE,15.99,-6.93,-13.5,0.77,8.43,42.8,1.01,37.59,-4.64,1.92,-4.6,1.1,0.89,17.1,45.2
SW_0433,SW_0433: MINERVINI_VCP | 4Slots | LIVERMORE_ | ASYMMETRIC_R,MINERVINI_VCP,4,LIVERMORE_50,ASYMMETRIC_RUNNER,15.98,-4.41,-8.7,0.79,6.08,29.6,1.04,39.99,7.24,13.81,7.2,1.23,1.11,14.4,46.2
SW_0588,SW_0588: OVERSOLD_SPRI | 8Slots | CONSERVATI | ASYMMETRIC_R,OVERSOLD_SPRINGBOARD,8,CONSERVATIVE_25,ASYMMETRIC_RUNNER,15.98,-4.73,-9.3,1.07,4.36,20.6,1.55,40.95,21.68,28.24,21.7,1.16,1.39,11.4,54.6
SW_0341,SW_0341: CLENOW_HIGH_C | 5Slots | NONE | THREE_TIER_T,CLENOW_HIGH_CONVICTION,5,NONE,THREE_TIER_TIGHT,15.88,3.59,7.4,0.78,3.37,15.7,0.56,32.78,14.65,21.22,14.7,0.89,1.29,4.5,59.0
SW_0389,SW_0389: CLENOW_HIGH_C | 8Slots | CONSERVATI | REGIME_ADAPT,CLENOW_HIGH_CONVICTION,8,CONSERVATIVE_25,REGIME_ADAPTIVE,15.87,5.26,10.9,0.79,0.36,1.6,0.47,44.27,14.81,21.38,14.8,0.86,1.48,4.8,63.4
SW_0208,SW_0208: CLENOW_SMOOTH | 3Slots | CONSERVATI | ASYMMETRIC_R,CLENOW_SMOOTHNESS,3,CONSERVATIVE_25,ASYMMETRIC_RUNNER,15.8,-21.06,-37.9,0.63,6.58,32.3,0.72,43.98,38.5,45.06,38.5,0.93,1.36,19.9,59.3
SW_0362,SW_0362: CLENOW_HIGH_C | 6Slots | NONE | THREE_TIER_W,CLENOW_HIGH_CONVICTION,6,NONE,THREE_TIER_WIDE,15.79,3.81,7.8,0.8,2.35,10.8,0.54,39.91,11.56,18.12,11.6,0.81,1.21,5.5,59.7
SW_0266,SW_0266: CLENOW_SMOOTH | 6Slots | CONSERVATI | THREE_TIER_T,CLENOW_SMOOTHNESS,6,CONSERVATIVE_25,THREE_TIER_TIGHT,15.76,-4.41,-8.7,0.73,2.85,13.2,0.75,45.63,17.34,23.9,17.3,0.88,1.15,14.1,56.7
SW_0203,SW_0203: CLENOW_SMOOTH | 3Slots | NONE | ASYMMETRIC_R,CLENOW_SMOOTHNESS,3,NONE,ASYMMETRIC_RUNNER,15.58,-20.08,-36.4,0.64,6.63,32.6,0.76,50.82,27.74,34.3,27.7,0.95,1.24,22.8,56.9
SW_0319,SW_0319: CLENOW_HIGH_C | 3Slots | AGGRESSIVE | REGIME_ADAPT,CLENOW_HIGH_CONVICTION,3,AGGRESSIVE_75,REGIME_ADAPTIVE,15.52,4.71,9.7,0.7,-0.88,-3.8,0.48,30.62,34.24,40.81,34.2,0.93,1.74,7.1,64.9
SW_0434,SW_0434: MINERVINI_VCP | 4Slots | LIVERMORE_ | REGIME_ADAPT,MINERVINI_VCP,4,LIVERMORE_50,REGIME_ADAPTIVE,15.47,0.29,0.6,0.86,4.48,21.2,1.06,48.2,-12.78,-6.22,-12.8,1.01,0.74,18.5,43.3
SW_0251,SW_0251: CLENOW_SMOOTH | 5Slots | LIVERMORE_ | THREE_TIER_T,CLENOW_SMOOTHNESS,5,LIVERMORE_50,THREE_TIER_TIGHT,15.45,-9.45,-18.1,0.58,6.22,30.4,0.75,40.14,10.51,17.08,10.5,0.81,1.08,19.8,57.9
SW_0271,SW_0271: CLENOW_SMOOTH | 6Slots | LIVERMORE_ | THREE_TIER_T,CLENOW_SMOOTHNESS,6,LIVERMORE_50,THREE_TIER_TIGHT,15.45,-4.96,-9.8,0.69,1.09,4.9,0.85,58.03,16.44,23.0,16.4,0.86,1.14,14.8,57.0
SW_0949,SW_0949: MULTI_FACTOR_ | 5Slots | CONSERVATI | REGIME_ADAPT,MULTI_FACTOR_APEX,5,CONSERVATIVE_25,REGIME_ADAPTIVE,15.38,-20.53,-37.1,0.7,9.2,47.2,0.89,42.0,14.01,20.58,14.0,0.9,1.1,18.2,55.0
SW_0223,SW_0223: CLENOW_SMOOTH | 4Slots | NONE | ASYMMETRIC_R,CLENOW_SMOOTHNESS,4,NONE,ASYMMETRIC_RUNNER,15.36,-17.99,-33.0,0.65,6.02,29.3,0.72,45.61,27.16,33.72,27.2,0.98,1.27,15.6,56.4
SW_0382,SW_0382: CLENOW_HIGH_C | 8Slots | NONE | THREE_TIER_W,CLENOW_HIGH_CONVICTION,8,NONE,THREE_TIER_WIDE,15.27,3.44,7.1,0.8,1.82,8.2,0.58,42.11,11.71,18.28,11.7,0.83,1.29,5.0,60.8
SW_0468,SW_0468: MINERVINI_VCP | 6Slots | CONSERVATI | ASYMMETRIC_R,MINERVINI_VCP,6,CONSERVATIVE_25,ASYMMETRIC_RUNNER,15.25,-3.5,-6.9,0.82,5.48,26.5,1.18,41.76,4.81,11.37,4.8,1.16,1.04,16.4,47.5
SW_0236,SW_0236: CLENOW_SMOOTH | 4Slots | AGGRESSIVE | THREE_TIER_T,CLENOW_SMOOTHNESS,4,AGGRESSIVE_75,THREE_TIER_TIGHT,15.2,-10.9,-20.8,0.59,4.89,23.4,0.74,39.51,29.48,36.04,29.5,0.88,1.27,16.4,59.0
SW_0946,SW_0946: MULTI_FACTOR_ | 5Slots | CONSERVATI | THREE_TIER_T,MULTI_FACTOR_APEX,5,CONSERVATIVE_25,THREE_TIER_TIGHT,15.17,-18.34,-33.5,0.74,10.47,54.9,0.85,39.27,-1.84,4.73,-1.8,0.92,0.91,19.1,50.9
SW_0644,SW_0644: SECTOR_LEAD_R | 5Slots | NONE | REGIME_ADAPT,SECTOR_LEAD_RS,5,NONE,REGIME_ADAPTIVE,15.15,-21.56,-38.7,0.8,6.67,32.9,0.64,56.44,20.42,26.99,20.4,0.86,1.21,19.8,58.3
SW_0269,SW_0269: CLENOW_SMOOTH | 6Slots | CONSERVATI | REGIME_ADAPT,CLENOW_SMOOTHNESS,6,CONSERVATIVE_25,REGIME_ADAPTIVE,15.03,-6.46,-12.6,0.68,2.17,9.9,0.72,55.75,15.74,22.31,15.7,0.79,1.14,12.3,59.0
SW_0944,SW_0944: MULTI_FACTOR_ | 5Slots | NONE | REGIME_ADAPT,MULTI_FACTOR_APEX,5,NONE,REGIME_ADAPTIVE,15.02,-20.5,-37.0,0.85,9.56,49.4,0.98,32.53,22.41,28.97,22.4,0.96,1.21,18.4,56.0
SW_0385,SW_0385: CLENOW_HIGH_C | 8Slots | NONE | CHANDELIER_R,CLENOW_HIGH_CONVICTION,8,NONE,CHANDELIER_RUNNER,15.01,3.71,7.6,0.73,1.87,8.5,0.57,41.91,11.37,17.93,11.4,0.71,1.28,4.4,64.1
SW_0490,SW_0490: MINERVINI_VCP | 8Slots | CONSERVATI | CHANDELIER_R,MINERVINI_VCP,8,CONSERVATIVE_25,CHANDELIER_RUNNER,14.95,-4.08,-8.1,0.71,6.91,34.1,1.01,33.03,1.08,7.64,1.1,1.18,0.98,16.5,45.5
SW_0364,SW_0364: CLENOW_HIGH_C | 6Slots | NONE | REGIME_ADAPT,CLENOW_HIGH_CONVICTION,6,NONE,REGIME_ADAPTIVE,14.89,4.95,10.2,0.82,1.88,8.6,0.62,35.66,10.92,17.49,10.9,0.92,1.23,5.7,57.1
SW_0215,SW_0215: CLENOW_SMOOTH | 3Slots | LIVERMORE_ | CHANDELIER_R,CLENOW_SMOOTHNESS,3,LIVERMORE_50,CHANDELIER_RUNNER,14.88,-13.67,-25.6,0.51,4.81,22.9,0.4,46.62,24.7,31.26,24.7,0.77,1.24,19.6,60.6
SW_0903,SW_0903: MULTI_FACTOR_ | 3Slots | NONE | ASYMMETRIC_R,MULTI_FACTOR_APEX,3,NONE,ASYMMETRIC_RUNNER,14.88,-30.06,14.5,0.84,2.12,9.7,1.08,8.43,26.1,32.67,26.1,0.96,1.21,16.8,55.6
SW_0443,SW_0443: MINERVINI_VCP | 5Slots | NONE | ASYMMETRIC_R,MINERVINI_VCP,5,NONE,ASYMMETRIC_RUNNER,14.79,2.59,5.3,0.96,3.44,16.0,1.09,42.49,-5.97,0.59,-6.0,1.06,0.82,16.1,44.2
SW_0274,SW_0274: CLENOW_SMOOTH | 6Slots | LIVERMORE_ | REGIME_ADAPT,CLENOW_SMOOTHNESS,6,LIVERMORE_50,REGIME_ADAPTIVE,14.75,-5.79,-11.3,0.66,-0.69,-3.0,0.61,61.99,24.24,30.8,24.2,0.83,1.25,13.4,60.3
SW_0254,SW_0254: CLENOW_SMOOTH | 5Slots | LIVERMORE_ | REGIME_ADAPT,CLENOW_SMOOTHNESS,5,LIVERMORE_50,REGIME_ADAPTIVE,14.72,-4.09,-8.1,0.6,0.08,0.3,0.58,49.31,24.67,31.24,24.7,0.88,1.31,17.7,59.1
SW_0598,SW_0598: OVERSOLD_SPRI | 8Slots | AGGRESSIVE | ASYMMETRIC_R,OVERSOLD_SPRINGBOARD,8,AGGRESSIVE_75,ASYMMETRIC_RUNNER,14.71,-3.31,-6.6,0.99,1.91,8.7,1.39,41.34,26.65,33.22,26.6,1.3,1.5,13.3,53.8
SW_0206,SW_0206: CLENOW_SMOOTH | 3Slots | CONSERVATI | THREE_TIER_T,CLENOW_SMOOTHNESS,3,CONSERVATIVE_25,THREE_TIER_TIGHT,14.59,-12.92,-24.3,0.76,5.69,27.5,0.85,39.33,16.61,23.18,16.6,0.89,1.11,25.3,55.8
SW_0233,SW_0233: CLENOW_SMOOTH | 4Slots | LIVERMORE_ | ASYMMETRIC_R,CLENOW_SMOOTHNESS,4,LIVERMORE_50,ASYMMETRIC_RUNNER,14.59,-13.67,-25.6,0.56,4.28,20.2,0.62,45.29,26.33,32.89,26.3,0.95,1.24,17.1,56.4
SW_0423,SW_0423: MINERVINI_VCP | 4Slots | NONE | ASYMMETRIC_R,MINERVINI_VCP,4,NONE,ASYMMETRIC_RUNNER,14.54,-2.01,-4.0,0.73,5.07,24.3,1.03,41.2,-4.27,2.3,-4.3,1.01,0.84,14.4,45.7
SW_0231,SW_0231: CLENOW_SMOOTH | 4Slots | LIVERMORE_ | THREE_TIER_T,CLENOW_SMOOTHNESS,4,LIVERMORE_50,THREE_TIER_TIGHT,14.45,-12.35,-23.4,0.59,4.79,22.9,0.67,41.34,25.13,31.69,25.1,0.82,1.22,16.6,60.0
