id,name,asset_mode,filter,basket_size,exit_protocol,composite_score,full_ret,full_alpha,full_xirr,one_yr_ret,one_yr_alpha,one_yr_xirr,bear_ret,bear_alpha,bear_xirr,bull_ret,full_pr,full_dd
SIP_0917,SIP_0917: MULTI_ASSET | MOM_HURDLE_40 | 6Stk | SMART_STEPLA,MULTI_ASSET_BALANCED,MOM_HURDLE_40,6,SMART_STEPLADDER,5.68,17.66,-0.09,12.6,14.94,17.39,34.5,-8.04,12.21,-33.6,18.2,2.56,9.0
SIP_0313,SIP_0313: TACTICAL_MA | MOM_HURDLE_40 | 5Stk | ADAPTIVE_STR,TACTICAL_MACRO_90_10,MOM_HURDLE_40,5,ADAPTIVE_STRUCTURAL,5.65,31.34,13.59,21.6,8.49,10.94,19.1,-10.36,9.89,-41.6,18.39,1.83,8.2
SIP_0106,SIP_0106: PURE_STOCKS | MOM_HURDLE_40 | 4Stk | VAN_THARP_3T,PURE_STOCKS,MOM_HURDLE_40,4,VAN_THARP_3TIER,5.64,18.17,0.43,12.9,20.83,23.28,49.0,-9.08,11.18,-37.3,13.83,0.29,9.3
SIP_0512,SIP_0512: TACTICAL_MA | MOM_HURDLE_40 | 5Stk | SMART_STEPLA,TACTICAL_MACRO_80_20,MOM_HURDLE_40,5,SMART_STEPLADDER,5.61,21.01,3.27,14.8,13.23,15.68,30.3,-8.84,11.41,-36.5,19.03,2.21,8.9
SIP_0712,SIP_0712: MOMENTUM_RO | MOM_HURDLE_40 | 5Stk | SMART_STEPLA,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_40,5,SMART_STEPLADDER,5.61,21.01,3.27,14.8,13.23,15.68,30.3,-8.84,11.41,-36.5,19.03,2.21,8.9
SIP_0912,SIP_0912: MULTI_ASSET | MOM_HURDLE_40 | 5Stk | SMART_STEPLA,MULTI_ASSET_BALANCED,MOM_HURDLE_40,5,SMART_STEPLADDER,5.61,21.01,3.27,14.8,13.23,15.68,30.3,-8.84,11.41,-36.5,19.03,2.21,8.9
SIP_0972,SIP_0972: MULTI_ASSET | 52W_HIGH_PROXI | 8Stk | SMART_STEPLA,MULTI_ASSET_BALANCED,52W_HIGH_PROXIMITY,8,SMART_STEPLADDER,5.57,-3.04,-20.79,-2.3,0.84,3.29,1.8,-14.28,5.97,14.5,13.27,2.36,10.4
SIP_0772,SIP_0772: MOMENTUM_RO | 52W_HIGH_PROXI | 8Stk | SMART_STEPLA,MOMENTUM_ROTATE_DYNAMIC,52W_HIGH_PROXIMITY,8,SMART_STEPLADDER,5.57,-3.04,-20.79,-2.3,0.84,3.29,1.8,-14.28,5.97,14.5,13.27,2.36,10.4
SIP_0572,SIP_0572: TACTICAL_MA | 52W_HIGH_PROXI | 8Stk | SMART_STEPLA,TACTICAL_MACRO_80_20,52W_HIGH_PROXIMITY,8,SMART_STEPLADDER,5.57,-3.04,-20.79,-2.3,0.84,3.29,1.8,-14.28,5.97,14.5,13.27,2.36,10.4
SIP_0372,SIP_0372: TACTICAL_MA | 52W_HIGH_PROXI | 8Stk | SMART_STEPLA,TACTICAL_MACRO_90_10,52W_HIGH_PROXIMITY,8,SMART_STEPLADDER,5.56,-3.05,-20.8,-2.3,0.77,3.22,1.7,-14.28,5.97,14.5,13.29,2.36,10.5
SIP_0293,SIP_0293: TACTICAL_MA | MOM_HURDLE_30 | 6Stk | ADAPTIVE_STR,TACTICAL_MACRO_90_10,MOM_HURDLE_30,6,ADAPTIVE_STRUCTURAL,5.55,28.31,10.57,19.6,9.34,11.79,21.1,-9.47,10.78,-38.6,17.29,2.13,7.1
SIP_0172,SIP_0172: PURE_STOCKS | 52W_HIGH_PROXI | 8Stk | SMART_STEPLA,PURE_STOCKS,52W_HIGH_PROXIMITY,8,SMART_STEPLADDER,5.52,-2.87,-20.61,-2.2,0.28,2.73,0.6,-14.28,5.97,14.5,13.56,2.36,10.9
SIP_0436,SIP_0436: TACTICAL_MA | CLENOW_HIGH_CO | 5Stk | VAN_THARP_3T,TACTICAL_MACRO_80_20,CLENOW_HIGH_CONVICTION,5,VAN_THARP_3TIER,5.45,-6.66,-24.41,-5.1,3.43,5.88,7.6,-14.23,6.02,14.5,14.31,0.32,7.7
SIP_0636,SIP_0636: MOMENTUM_RO | CLENOW_HIGH_CO | 5Stk | VAN_THARP_3T,MOMENTUM_ROTATE_DYNAMIC,CLENOW_HIGH_CONVICTION,5,VAN_THARP_3TIER,5.45,-6.66,-24.41,-5.1,3.43,5.88,7.6,-14.23,6.02,14.5,14.31,0.32,7.7
SIP_0836,SIP_0836: MULTI_ASSET | CLENOW_HIGH_CO | 5Stk | VAN_THARP_3T,MULTI_ASSET_BALANCED,CLENOW_HIGH_CONVICTION,5,VAN_THARP_3TIER,5.45,-6.66,-24.41,-5.1,3.43,5.88,7.6,-14.23,6.02,14.5,14.31,0.32,7.7
SIP_0309,SIP_0309: TACTICAL_MA | MOM_HURDLE_40 | 4Stk | DYNAMIC_ATR,TACTICAL_MACRO_90_10,MOM_HURDLE_40,4,DYNAMIC_ATR,5.42,20.77,3.03,14.7,16.67,19.12,38.7,-8.93,11.32,-36.8,14.27,2.71,15.6
SIP_0603,SIP_0603: MOMENTUM_RO | CLENOW_MOMENTU | 3Stk | ADAPTIVE_STR,MOMENTUM_ROTATE_DYNAMIC,CLENOW_MOMENTUM,3,ADAPTIVE_STRUCTURAL,5.39,-9.05,-26.79,-7.0,10.49,12.94,23.8,-18.72,1.53,14.5,8.51,1.54,13.7
SIP_0803,SIP_0803: MULTI_ASSET | CLENOW_MOMENTU | 3Stk | ADAPTIVE_STR,MULTI_ASSET_BALANCED,CLENOW_MOMENTUM,3,ADAPTIVE_STRUCTURAL,5.39,-9.05,-26.79,-7.0,10.49,12.94,23.8,-18.72,1.53,14.5,8.51,1.54,13.7
SIP_0403,SIP_0403: TACTICAL_MA | CLENOW_MOMENTU | 3Stk | ADAPTIVE_STR,TACTICAL_MACRO_80_20,CLENOW_MOMENTUM,3,ADAPTIVE_STRUCTURAL,5.39,-9.05,-26.79,-7.0,10.49,12.94,23.8,-18.72,1.53,14.5,8.51,1.54,13.7
SIP_0236,SIP_0236: TACTICAL_MA | CLENOW_HIGH_CO | 5Stk | VAN_THARP_3T,TACTICAL_MACRO_90_10,CLENOW_HIGH_CONVICTION,5,VAN_THARP_3TIER,5.34,-7.59,-25.34,-5.8,4.0,6.45,8.9,-14.23,6.02,14.5,14.29,0.32,9.0
SIP_0203,SIP_0203: TACTICAL_MA | CLENOW_MOMENTU | 3Stk | ADAPTIVE_STR,TACTICAL_MACRO_90_10,CLENOW_MOMENTUM,3,ADAPTIVE_STRUCTURAL,5.33,-9.4,-27.14,-7.3,10.76,13.21,24.5,-18.72,1.53,14.5,8.43,1.54,13.8
SIP_0243,SIP_0243: TACTICAL_MA | CLENOW_HIGH_CO | 6Stk | ADAPTIVE_STR,TACTICAL_MACRO_90_10,CLENOW_HIGH_CONVICTION,6,ADAPTIVE_STRUCTURAL,5.29,-9.51,-27.25,-7.3,8.85,11.3,20.0,-13.82,6.43,14.5,10.58,1.74,6.3
SIP_0304,SIP_0304: TACTICAL_MA | MOM_HURDLE_40 | 3Stk | DYNAMIC_ATR,TACTICAL_MACRO_90_10,MOM_HURDLE_40,3,DYNAMIC_ATR,5.29,28.19,10.44,19.6,12.22,14.67,27.9,-10.89,9.36,-43.4,17.23,2.93,8.8
SIP_0520,SIP_0520: TACTICAL_MA | MOM_HURDLE_40 | 6Stk | TIME_DECAY_M,TACTICAL_MACRO_80_20,MOM_HURDLE_40,6,TIME_DECAY_MOMENTUM,5.25,17.8,0.05,12.7,15.28,17.73,35.3,-7.8,12.45,-32.8,14.65,2.54,9.3
SIP_0920,SIP_0920: MULTI_ASSET | MOM_HURDLE_40 | 6Stk | TIME_DECAY_M,MULTI_ASSET_BALANCED,MOM_HURDLE_40,6,TIME_DECAY_MOMENTUM,5.25,17.8,0.05,12.7,15.28,17.73,35.3,-7.8,12.45,-32.8,14.65,2.54,9.3
SIP_0720,SIP_0720: MOMENTUM_RO | MOM_HURDLE_40 | 6Stk | TIME_DECAY_M,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_40,6,TIME_DECAY_MOMENTUM,5.25,17.8,0.05,12.7,15.28,17.73,35.3,-7.8,12.45,-32.8,14.65,2.54,9.3
SIP_0707,SIP_0707: MOMENTUM_RO | MOM_HURDLE_40 | 4Stk | SMART_STEPLA,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_40,4,SMART_STEPLADDER,5.24,22.76,5.02,16.0,13.86,16.31,31.9,-8.45,11.8,-35.1,12.89,2.37,6.2
SIP_0907,SIP_0907: MULTI_ASSET | MOM_HURDLE_40 | 4Stk | SMART_STEPLA,MULTI_ASSET_BALANCED,MOM_HURDLE_40,4,SMART_STEPLADDER,5.24,22.76,5.02,16.0,13.86,16.31,31.9,-8.45,11.8,-35.1,12.89,2.37,6.2
SIP_0507,SIP_0507: TACTICAL_MA | MOM_HURDLE_40 | 4Stk | SMART_STEPLA,TACTICAL_MACRO_80_20,MOM_HURDLE_40,4,SMART_STEPLADDER,5.24,22.76,5.02,16.0,13.86,16.31,31.9,-8.45,11.8,-35.1,12.89,2.37,6.2
SIP_0310,SIP_0310: TACTICAL_MA | MOM_HURDLE_40 | 4Stk | TIME_DECAY_M,TACTICAL_MACRO_90_10,MOM_HURDLE_40,4,TIME_DECAY_MOMENTUM,5.2,23.79,6.04,16.7,11.7,14.15,26.7,-7.52,12.73,-31.7,10.78,2.18,7.0
SIP_0643,SIP_0643: MOMENTUM_RO | CLENOW_HIGH_CO | 6Stk | ADAPTIVE_STR,MOMENTUM_ROTATE_DYNAMIC,CLENOW_HIGH_CONVICTION,6,ADAPTIVE_STRUCTURAL,5.14,-9.41,-27.16,-7.3,8.19,10.64,18.4,-13.82,6.43,14.5,10.65,1.74,5.7
SIP_0843,SIP_0843: MULTI_ASSET | CLENOW_HIGH_CO | 6Stk | ADAPTIVE_STR,MULTI_ASSET_BALANCED,CLENOW_HIGH_CONVICTION,6,ADAPTIVE_STRUCTURAL,5.14,-9.41,-27.16,-7.3,8.19,10.64,18.4,-13.82,6.43,14.5,10.65,1.74,5.7
SIP_0443,SIP_0443: TACTICAL_MA | CLENOW_HIGH_CO | 6Stk | ADAPTIVE_STR,TACTICAL_MACRO_80_20,CLENOW_HIGH_CONVICTION,6,ADAPTIVE_STRUCTURAL,5.14,-9.41,-27.16,-7.3,8.19,10.64,18.4,-13.82,6.43,14.5,10.65,1.74,5.7
SIP_0036,SIP_0036: PURE_STOCKS | CLENOW_HIGH_CO | 5Stk | VAN_THARP_3T,PURE_STOCKS,CLENOW_HIGH_CONVICTION,5,VAN_THARP_3TIER,5.13,-9.79,-27.54,-7.6,5.67,8.12,12.6,-14.23,6.02,14.5,14.28,0.32,14.4
SIP_0708,SIP_0708: MOMENTUM_RO | MOM_HURDLE_40 | 4Stk | ADAPTIVE_STR,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_40,4,ADAPTIVE_STRUCTURAL,5.12,28.37,10.62,19.7,12.97,15.42,29.7,-10.21,10.04,-41.1,12.96,2.02,7.0
SIP_0508,SIP_0508: TACTICAL_MA | MOM_HURDLE_40 | 4Stk | ADAPTIVE_STR,TACTICAL_MACRO_80_20,MOM_HURDLE_40,4,ADAPTIVE_STRUCTURAL,5.12,28.37,10.62,19.7,12.97,15.42,29.7,-10.21,10.04,-41.1,12.96,2.02,7.0
SIP_0908,SIP_0908: MULTI_ASSET | MOM_HURDLE_40 | 4Stk | ADAPTIVE_STR,MULTI_ASSET_BALANCED,MOM_HURDLE_40,4,ADAPTIVE_STRUCTURAL,5.12,28.37,10.62,19.7,12.97,15.42,29.7,-10.21,10.04,-41.1,12.96,2.02,7.0
SIP_0316,SIP_0316: TACTICAL_MA | MOM_HURDLE_40 | 6Stk | VAN_THARP_3T,TACTICAL_MACRO_90_10,MOM_HURDLE_40,6,VAN_THARP_3TIER,5.1,12.61,-5.14,9.1,19.52,21.97,45.7,-8.84,11.41,-36.5,18.6,0.32,5.9
SIP_0315,SIP_0315: TACTICAL_MA | MOM_HURDLE_40 | 5Stk | TIME_DECAY_M,TACTICAL_MACRO_90_10,MOM_HURDLE_40,5,TIME_DECAY_MOMENTUM,5.09,21.3,3.56,15.1,15.23,17.68,35.1,-8.27,11.98,-34.5,11.41,2.15,7.9
SIP_0437,SIP_0437: TACTICAL_MA | CLENOW_HIGH_CO | 5Stk | SMART_STEPLA,TACTICAL_MACRO_80_20,CLENOW_HIGH_CONVICTION,5,SMART_STEPLADDER,5.07,-7.04,-24.79,-5.4,2.79,5.24,6.2,-14.1,6.15,14.5,13.77,2.21,5.3
SIP_0347,SIP_0347: TACTICAL_MA | MULTI_LOOKBACK | 8Stk | SMART_STEPLA,TACTICAL_MACRO_90_10,MULTI_LOOKBACK_BLEND,8,SMART_STEPLADDER,5.07,-9.11,-26.86,-7.0,4.04,6.49,9.0,-16.68,3.57,14.5,14.97,1.82,9.4
SIP_0637,SIP_0637: MOMENTUM_RO | CLENOW_HIGH_CO | 5Stk | SMART_STEPLA,MOMENTUM_ROTATE_DYNAMIC,CLENOW_HIGH_CONVICTION,5,SMART_STEPLADDER,5.07,-7.04,-24.79,-5.4,2.79,5.24,6.2,-14.1,6.15,14.5,13.77,2.21,5.3
SIP_0837,SIP_0837: MULTI_ASSET | CLENOW_HIGH_CO | 5Stk | SMART_STEPLA,MULTI_ASSET_BALANCED,CLENOW_HIGH_CONVICTION,5,SMART_STEPLADDER,5.07,-7.04,-24.79,-5.4,2.79,5.24,6.2,-14.1,6.15,14.5,13.77,2.21,5.3
SIP_0922,SIP_0922: MULTI_ASSET | MOM_HURDLE_40 | 8Stk | SMART_STEPLA,MULTI_ASSET_BALANCED,MOM_HURDLE_40,8,SMART_STEPLADDER,5.02,16.52,-1.23,11.8,12.9,15.35,29.5,-7.74,12.51,-32.6,17.86,2.67,8.7
SIP_0493,SIP_0493: TACTICAL_MA | MOM_HURDLE_30 | 6Stk | ADAPTIVE_STR,TACTICAL_MACRO_80_20,MOM_HURDLE_30,6,ADAPTIVE_STRUCTURAL,5.02,26.6,8.85,18.5,8.86,11.31,20.0,-9.47,10.78,-38.6,17.17,2.13,7.0
SIP_0893,SIP_0893: MULTI_ASSET | MOM_HURDLE_30 | 6Stk | ADAPTIVE_STR,MULTI_ASSET_BALANCED,MOM_HURDLE_30,6,ADAPTIVE_STRUCTURAL,5.02,26.6,8.85,18.5,8.86,11.31,20.0,-9.47,10.78,-38.6,17.17,2.13,7.0
SIP_0693,SIP_0693: MOMENTUM_RO | MOM_HURDLE_30 | 6Stk | ADAPTIVE_STR,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_30,6,ADAPTIVE_STRUCTURAL,5.02,26.6,8.85,18.5,8.86,11.31,20.0,-9.47,10.78,-38.6,17.17,2.13,7.0
SIP_0722,SIP_0722: MOMENTUM_RO | MOM_HURDLE_40 | 8Stk | SMART_STEPLA,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_40,8,SMART_STEPLADDER,5.02,16.52,-1.23,11.8,12.9,15.35,29.5,-7.74,12.51,-32.6,17.86,2.67,8.7
SIP_0522,SIP_0522: TACTICAL_MA | MOM_HURDLE_40 | 8Stk | SMART_STEPLA,TACTICAL_MACRO_80_20,MOM_HURDLE_40,8,SMART_STEPLADDER,5.02,16.52,-1.23,11.8,12.9,15.35,29.5,-7.74,12.51,-32.6,17.86,2.67,8.7
SIP_0003,SIP_0003: PURE_STOCKS | CLENOW_MOMENTU | 3Stk | ADAPTIVE_STR,PURE_STOCKS,CLENOW_MOMENTUM,3,ADAPTIVE_STRUCTURAL,5.01,-11.35,-29.09,-8.8,11.59,14.04,26.4,-18.72,1.53,14.5,8.38,1.54,14.1
SIP_0325,SIP_0325: TACTICAL_MA | MOM_HURDLE_40 | 8Stk | TIME_DECAY_M,TACTICAL_MACRO_90_10,MOM_HURDLE_40,8,TIME_DECAY_MOMENTUM,5.0,18.19,0.44,12.9,14.49,16.94,33.4,-7.69,12.56,-32.3,13.54,2.55,8.6
SIP_0724,SIP_0724: MOMENTUM_RO | MOM_HURDLE_40 | 8Stk | DYNAMIC_ATR,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_40,8,DYNAMIC_ATR,4.99,11.34,-6.41,8.2,18.94,21.39,44.3,-8.44,11.81,-35.0,18.88,2.39,11.0
SIP_0924,SIP_0924: MULTI_ASSET | MOM_HURDLE_40 | 8Stk | DYNAMIC_ATR,MULTI_ASSET_BALANCED,MOM_HURDLE_40,8,DYNAMIC_ATR,4.99,11.34,-6.41,8.2,18.94,21.39,44.3,-8.44,11.81,-35.0,18.88,2.39,11.0
SIP_0524,SIP_0524: TACTICAL_MA | MOM_HURDLE_40 | 8Stk | DYNAMIC_ATR,TACTICAL_MACRO_80_20,MOM_HURDLE_40,8,DYNAMIC_ATR,4.99,11.34,-6.41,8.2,18.94,21.39,44.3,-8.44,11.81,-35.0,18.88,2.39,11.0
SIP_0319,SIP_0319: TACTICAL_MA | MOM_HURDLE_40 | 6Stk | DYNAMIC_ATR,TACTICAL_MACRO_90_10,MOM_HURDLE_40,6,DYNAMIC_ATR,4.95,11.46,-6.29,8.3,20.64,23.09,48.5,-8.59,11.66,-35.6,16.96,2.46,11.9
SIP_0513,SIP_0513: TACTICAL_MA | MOM_HURDLE_40 | 5Stk | ADAPTIVE_STR,TACTICAL_MACRO_80_20,MOM_HURDLE_40,5,ADAPTIVE_STRUCTURAL,4.93,28.95,11.21,20.1,7.81,10.26,17.6,-10.36,9.89,-41.6,18.24,1.83,8.2
SIP_0713,SIP_0713: MOMENTUM_RO | MOM_HURDLE_40 | 5Stk | ADAPTIVE_STR,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_40,5,ADAPTIVE_STRUCTURAL,4.93,28.95,11.21,20.1,7.81,10.26,17.6,-10.36,9.89,-41.6,18.24,1.83,8.2
SIP_0913,SIP_0913: MULTI_ASSET | MOM_HURDLE_40 | 5Stk | ADAPTIVE_STR,MULTI_ASSET_BALANCED,MOM_HURDLE_40,5,ADAPTIVE_STRUCTURAL,4.93,28.95,11.21,20.1,7.81,10.26,17.6,-10.36,9.89,-41.6,18.24,1.83,8.2
SIP_0237,SIP_0237: TACTICAL_MA | CLENOW_HIGH_CO | 5Stk | SMART_STEPLA,TACTICAL_MACRO_90_10,CLENOW_HIGH_CONVICTION,5,SMART_STEPLADDER,4.93,-7.88,-25.63,-6.0,3.06,5.51,6.8,-14.1,6.15,14.5,13.78,2.21,5.4
SIP_0083,SIP_0083: PURE_STOCKS | MOM_HURDLE_30 | 4Stk | ADAPTIVE_STR,PURE_STOCKS,MOM_HURDLE_30,4,ADAPTIVE_STRUCTURAL,4.91,28.67,10.92,19.9,11.88,14.33,27.1,-10.21,10.04,-41.1,12.89,1.99,7.1
SIP_0947,SIP_0947: MULTI_ASSET | MULTI_LOOKBACK | 8Stk | SMART_STEPLA,MULTI_ASSET_BALANCED,MULTI_LOOKBACK_BLEND,8,SMART_STEPLADDER,4.87,-9.16,-26.91,-7.1,3.49,5.94,7.7,-16.68,3.57,14.5,14.87,1.82,9.4
SIP_0747,SIP_0747: MOMENTUM_RO | MULTI_LOOKBACK | 8Stk | SMART_STEPLA,MOMENTUM_ROTATE_DYNAMIC,MULTI_LOOKBACK_BLEND,8,SMART_STEPLADDER,4.87,-9.16,-26.91,-7.1,3.49,5.94,7.7,-16.68,3.57,14.5,14.87,1.82,9.4
SIP_0547,SIP_0547: TACTICAL_MA | MULTI_LOOKBACK | 8Stk | SMART_STEPLA,TACTICAL_MACRO_80_20,MULTI_LOOKBACK_BLEND,8,SMART_STEPLADDER,4.87,-9.16,-26.91,-7.1,3.49,5.94,7.7,-16.68,3.57,14.5,14.87,1.82,9.4
SIP_0298,SIP_0298: TACTICAL_MA | MOM_HURDLE_30 | 8Stk | ADAPTIVE_STR,TACTICAL_MACRO_90_10,MOM_HURDLE_30,8,ADAPTIVE_STRUCTURAL,4.59,22.81,5.07,16.1,10.04,12.49,22.8,-9.29,10.96,-38.0,17.16,2.14,5.7
SIP_0709,SIP_0709: MOMENTUM_RO | MOM_HURDLE_40 | 4Stk | DYNAMIC_ATR,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_40,4,DYNAMIC_ATR,4.49,17.98,0.23,12.8,15.59,18.04,36.0,-8.93,11.32,-36.8,14.29,2.71,14.9
SIP_0909,SIP_0909: MULTI_ASSET | MOM_HURDLE_40 | 4Stk | DYNAMIC_ATR,MULTI_ASSET_BALANCED,MOM_HURDLE_40,4,DYNAMIC_ATR,4.49,17.98,0.23,12.8,15.59,18.04,36.0,-8.93,11.32,-36.8,14.29,2.71,14.9
SIP_0509,SIP_0509: TACTICAL_MA | MOM_HURDLE_40 | 4Stk | DYNAMIC_ATR,TACTICAL_MACRO_80_20,MOM_HURDLE_40,4,DYNAMIC_ATR,4.49,17.98,0.23,12.8,15.59,18.04,36.0,-8.93,11.32,-36.8,14.29,2.71,14.9
SIP_0302,SIP_0302: TACTICAL_MA | MOM_HURDLE_40 | 3Stk | SMART_STEPLA,TACTICAL_MACRO_90_10,MOM_HURDLE_40,3,SMART_STEPLADDER,4.48,22.06,4.31,15.6,10.47,12.92,23.8,-9.79,10.46,-39.7,18.64,2.22,7.4
SIP_0904,SIP_0904: MULTI_ASSET | MOM_HURDLE_40 | 3Stk | DYNAMIC_ATR,MULTI_ASSET_BALANCED,MOM_HURDLE_40,3,DYNAMIC_ATR,4.47,25.91,8.16,18.1,11.03,13.48,25.1,-10.89,9.36,-43.4,17.23,2.93,8.7
SIP_0504,SIP_0504: TACTICAL_MA | MOM_HURDLE_40 | 3Stk | DYNAMIC_ATR,TACTICAL_MACRO_80_20,MOM_HURDLE_40,3,DYNAMIC_ATR,4.47,25.91,8.16,18.1,11.03,13.48,25.1,-10.89,9.36,-43.4,17.23,2.93,8.7
SIP_0704,SIP_0704: MOMENTUM_RO | MOM_HURDLE_40 | 3Stk | DYNAMIC_ATR,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_40,3,DYNAMIC_ATR,4.47,25.91,8.16,18.1,11.03,13.48,25.1,-10.89,9.36,-43.4,17.23,2.93,8.7
SIP_0321,SIP_0321: TACTICAL_MA | MOM_HURDLE_40 | 8Stk | VAN_THARP_3T,TACTICAL_MACRO_90_10,MOM_HURDLE_40,8,VAN_THARP_3TIER,4.38,12.08,-5.67,8.8,17.1,19.55,39.7,-8.76,11.49,-36.2,18.25,0.35,5.3
SIP_0516,SIP_0516: TACTICAL_MA | MOM_HURDLE_40 | 6Stk | VAN_THARP_3T,TACTICAL_MACRO_80_20,MOM_HURDLE_40,6,VAN_THARP_3TIER,4.36,10.88,-6.87,7.9,18.35,20.8,42.8,-8.84,11.41,-36.5,18.5,0.32,5.8
SIP_0716,SIP_0716: MOMENTUM_RO | MOM_HURDLE_40 | 6Stk | VAN_THARP_3T,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_40,6,VAN_THARP_3TIER,4.36,10.88,-6.87,7.9,18.35,20.8,42.8,-8.84,11.41,-36.5,18.5,0.32,5.8
SIP_0916,SIP_0916: MULTI_ASSET | MOM_HURDLE_40 | 6Stk | VAN_THARP_3T,MULTI_ASSET_BALANCED,MOM_HURDLE_40,6,VAN_THARP_3TIER,4.36,10.88,-6.87,7.9,18.35,20.8,42.8,-8.84,11.41,-36.5,18.5,0.32,5.8
SIP_0910,SIP_0910: MULTI_ASSET | MOM_HURDLE_40 | 4Stk | TIME_DECAY_M,MULTI_ASSET_BALANCED,MOM_HURDLE_40,4,TIME_DECAY_MOMENTUM,4.35,21.24,3.49,15.0,10.66,13.11,24.2,-7.52,12.73,-31.7,10.82,2.18,7.0
SIP_0510,SIP_0510: TACTICAL_MA | MOM_HURDLE_40 | 4Stk | TIME_DECAY_M,TACTICAL_MACRO_80_20,MOM_HURDLE_40,4,TIME_DECAY_MOMENTUM,4.35,21.24,3.49,15.0,10.66,13.11,24.2,-7.52,12.73,-31.7,10.82,2.18,7.0
SIP_0710,SIP_0710: MOMENTUM_RO | MOM_HURDLE_40 | 4Stk | TIME_DECAY_M,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_40,4,TIME_DECAY_MOMENTUM,4.35,21.24,3.49,15.0,10.66,13.11,24.2,-7.52,12.73,-31.7,10.82,2.18,7.0
SIP_0303,SIP_0303: TACTICAL_MA | MOM_HURDLE_40 | 3Stk | ADAPTIVE_STR,TACTICAL_MACRO_90_10,MOM_HURDLE_40,3,ADAPTIVE_STRUCTURAL,4.32,30.99,13.24,21.4,7.61,10.06,17.1,-11.59,8.66,-45.6,17.17,1.99,8.1
SIP_0105,SIP_0105: PURE_STOCKS | MOM_HURDLE_40 | 3Stk | TIME_DECAY_M,PURE_STOCKS,MOM_HURDLE_40,3,TIME_DECAY_MOMENTUM,4.3,20.64,2.9,14.6,13.94,16.39,32.0,-10.73,9.52,-42.8,18.25,2.0,8.7
SIP_0925,SIP_0925: MULTI_ASSET | MOM_HURDLE_40 | 8Stk | TIME_DECAY_M,MULTI_ASSET_BALANCED,MOM_HURDLE_40,8,TIME_DECAY_MOMENTUM,4.29,16.35,-1.39,11.7,13.4,15.85,30.7,-7.69,12.56,-32.3,13.45,2.55,8.6
SIP_0725,SIP_0725: MOMENTUM_RO | MOM_HURDLE_40 | 8Stk | TIME_DECAY_M,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_40,8,TIME_DECAY_MOMENTUM,4.29,16.35,-1.39,11.7,13.4,15.85,30.7,-7.69,12.56,-32.3,13.45,2.55,8.6
SIP_0525,SIP_0525: TACTICAL_MA | MOM_HURDLE_40 | 8Stk | TIME_DECAY_M,TACTICAL_MACRO_80_20,MOM_HURDLE_40,8,TIME_DECAY_MOMENTUM,4.29,16.35,-1.39,11.7,13.4,15.85,30.7,-7.69,12.56,-32.3,13.45,2.55,8.6
SIP_0150,SIP_0150: PURE_STOCKS | MULTI_LOOKBACK | 8Stk | TIME_DECAY_M,PURE_STOCKS,MULTI_LOOKBACK_BLEND,8,TIME_DECAY_MOMENTUM,4.27,-10.15,-27.9,-7.9,2.94,5.39,6.5,-16.62,3.63,14.5,13.93,1.85,9.7
SIP_0715,SIP_0715: MOMENTUM_RO | MOM_HURDLE_40 | 5Stk | TIME_DECAY_M,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_40,5,TIME_DECAY_MOMENTUM,4.26,19.05,1.31,13.5,14.13,16.58,32.5,-8.27,11.98,-34.5,11.44,2.15,7.8
SIP_0915,SIP_0915: MULTI_ASSET | MOM_HURDLE_40 | 5Stk | TIME_DECAY_M,MULTI_ASSET_BALANCED,MOM_HURDLE_40,5,TIME_DECAY_MOMENTUM,4.26,19.05,1.31,13.5,14.13,16.58,32.5,-8.27,11.98,-34.5,11.44,2.15,7.8
SIP_0515,SIP_0515: TACTICAL_MA | MOM_HURDLE_40 | 5Stk | TIME_DECAY_M,TACTICAL_MACRO_80_20,MOM_HURDLE_40,5,TIME_DECAY_MOMENTUM,4.26,19.05,1.31,13.5,14.13,16.58,32.5,-8.27,11.98,-34.5,11.44,2.15,7.8
SIP_0037,SIP_0037: PURE_STOCKS | CLENOW_HIGH_CO | 5Stk | SMART_STEPLA,PURE_STOCKS,CLENOW_HIGH_CONVICTION,5,SMART_STEPLADDER,4.25,-11.09,-28.84,-8.6,3.98,6.43,8.8,-14.1,6.15,14.5,13.75,2.21,5.6
