id,name,asset_mode,filter,basket_size,exit_protocol,booster,composite_score,full_ret,full_alpha,full_xirr,one_yr_ret,one_yr_alpha,one_yr_xirr,bear_ret,bear_alpha,bear_xirr,bull_ret,full_pr,full_dd
SIP_08701,SIP_08701: ASYMMETRIC | SECTOR_LEAD_ | 6Stk | VAN_THARP_ | FLAT_SIP_N,ASYMMETRIC_ALPHA_95_5,SECTOR_LEAD_ALPHA,6,VAN_THARP_3TIER,FLAT_SIP_NO_DIP,17.56,24.84,7.09,17.39,17.83,20.28,41.52,-17.37,2.88,14.5,17.5,0.36,6.74
SIP_07951,SIP_07951: ASYMMETRIC | MOM_HURDLE_2 | 6Stk | VAN_THARP_ | FLAT_SIP_N,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_25,6,VAN_THARP_3TIER,FLAT_SIP_NO_DIP,17.56,24.84,7.09,17.39,17.83,20.28,41.52,-17.81,2.44,14.5,17.5,0.36,6.74
SIP_00426,SIP_00426: PURE_STOCK | MOM_HURDLE_2 | 5Stk | VAN_THARP_ | FLAT_SIP_N,PURE_STOCKS,MOM_HURDLE_25,5,VAN_THARP_3TIER,FLAT_SIP_NO_DIP,17.55,26.48,8.73,18.45,14.76,17.21,34.01,-18.39,1.86,14.5,19.47,0.29,10.19
SIP_03694,SIP_03694: TACTICAL_M | SECTOR_LEAD_ | 5Stk | DYNAMIC_AT | STEPUP_20_,TACTICAL_MACRO_80_20,SECTOR_LEAD_ALPHA,5,DYNAMIC_ATR,STEPUP_20_PYRAMID,17.55,36.96,19.21,27.33,8.98,11.43,20.28,-19.77,0.48,14.5,11.14,2.62,11.44
SIP_01176,SIP_01176: PURE_STOCK | SECTOR_LEAD_ | 5Stk | VAN_THARP_ | FLAT_SIP_N,PURE_STOCKS,SECTOR_LEAD_ALPHA,5,VAN_THARP_3TIER,FLAT_SIP_NO_DIP,17.55,26.48,8.73,18.45,14.76,17.21,34.01,-18.39,1.86,14.5,19.47,0.29,10.19
SIP_08064,SIP_08064: ASYMMETRIC | MOM_HURDLE_3 | 5Stk | ADAPTIVE_S | STEPUP_20_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_30,5,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,17.55,33.15,15.41,24.74,9.85,12.3,22.32,-13.16,7.09,14.5,14.6,1.93,6.37
SIP_00919,SIP_00919: PURE_STOCK | MULTI_LOOKBA | 4Stk | DYNAMIC_AT | STEPUP_20_,PURE_STOCKS,MULTI_LOOKBACK_BLEND,4,DYNAMIC_ATR,STEPUP_20_PYRAMID,17.54,36.68,18.93,27.14,10.35,12.8,23.48,-23.07,-2.82,14.5,9.69,2.04,12.97
SIP_03744,SIP_03744: TACTICAL_M | SECTOR_LEAD_ | 8Stk | DYNAMIC_AT | STEPUP_20_,TACTICAL_MACRO_80_20,SECTOR_LEAD_ALPHA,8,DYNAMIC_ATR,STEPUP_20_PYRAMID,17.53,27.77,10.02,21.0,14.65,17.1,33.75,-20.29,-0.04,14.5,15.04,2.45,9.74
SIP_07880,SIP_07880: ASYMMETRIC | MOM_HURDLE_2 | 3Stk | VAN_THARP_ | STEPUP_10_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_25,3,VAN_THARP_3TIER,STEPUP_10_LIQUID_SWEEP,17.53,27.02,9.28,19.64,12.6,15.05,28.83,-17.02,3.23,14.5,19.97,0.3,13.91
SIP_08020,SIP_08020: ASYMMETRIC | MOM_HURDLE_3 | 3Stk | DYNAMIC_AT | STEPUP_10_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_30,3,DYNAMIC_ATR,STEPUP_10_LIQUID_SWEEP,17.52,26.65,8.9,19.38,14.49,16.94,33.36,-17.25,3.0,14.5,17.99,2.92,13.7
SIP_07769,SIP_07769: ASYMMETRIC | MOM_HURDLE_2 | 3Stk | DYNAMIC_AT | STEPUP_20_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_20,3,DYNAMIC_ATR,STEPUP_20_PYRAMID,17.51,32.03,14.28,23.96,11.77,14.22,26.84,-18.95,1.3,14.5,13.34,2.88,13.23
SIP_04091,SIP_04091: MOMENTUM_R | MOM_HURDLE_2 | 6Stk | DYNAMIC_AT | FLAT_SIP_N,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_20,6,DYNAMIC_ATR,FLAT_SIP_NO_DIP,17.51,23.63,5.88,16.59,18.69,21.14,43.63,-17.0,3.25,14.5,17.59,2.55,13.35
SIP_08703,SIP_08703: ASYMMETRIC | SECTOR_LEAD_ | 6Stk | VAN_THARP_ | STEPUP_15_,ASYMMETRIC_ALPHA_95_5,SECTOR_LEAD_ALPHA,6,VAN_THARP_3TIER,STEPUP_15_DIP_95_SKIM,17.5,23.54,5.79,17.63,17.26,19.71,40.12,-17.37,2.88,14.5,17.5,0.36,4.87
SIP_07953,SIP_07953: ASYMMETRIC | MOM_HURDLE_2 | 6Stk | VAN_THARP_ | STEPUP_15_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_25,6,VAN_THARP_3TIER,STEPUP_15_DIP_95_SKIM,17.5,23.54,5.79,17.63,17.26,19.71,40.12,-17.81,2.44,14.5,17.5,0.36,4.87
SIP_00641,SIP_00641: PURE_STOCK | MOM_HURDLE_3 | 3Stk | DYNAMIC_AT | FLAT_SIP_N,PURE_STOCKS,MOM_HURDLE_35,3,DYNAMIC_ATR,FLAT_SIP_NO_DIP,17.47,27.16,9.42,18.9,15.51,17.96,35.83,-17.77,2.49,14.5,17.34,2.89,14.93
SIP_01939,SIP_01939: TACTICAL_M | MOM_HURDLE_3 | 5Stk | ADAPTIVE_S | STEPUP_20_,TACTICAL_MACRO_90_10,MOM_HURDLE_35,5,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,17.47,34.94,17.19,25.96,7.96,10.41,17.91,-13.16,7.09,14.5,14.4,1.94,5.57
SIP_04092,SIP_04092: MOMENTUM_R | MOM_HURDLE_2 | 6Stk | DYNAMIC_AT | STEPUP_10_,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_20,6,DYNAMIC_ATR,STEPUP_10_DIP_95,17.46,22.86,5.11,16.79,18.21,20.66,42.47,-17.0,3.25,14.5,17.59,2.55,12.17
SIP_07952,SIP_07952: ASYMMETRIC | MOM_HURDLE_2 | 6Stk | VAN_THARP_ | STEPUP_10_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_25,6,VAN_THARP_3TIER,STEPUP_10_DIP_95,17.46,23.93,6.18,17.53,17.26,19.71,40.12,-17.81,2.44,14.5,17.5,0.36,5.5
SIP_06193,SIP_06193: MULTI_ASSE | SECTOR_LEAD_ | 5Stk | DYNAMIC_AT | STEPUP_15_,MULTI_ASSET_BALANCED,SECTOR_LEAD_ALPHA,5,DYNAMIC_ATR,STEPUP_15_DIP_95_SKIM,17.46,30.12,12.37,22.18,11.78,14.23,26.87,-17.93,2.32,14.5,16.18,2.62,13.9
SIP_02841,SIP_02841: TACTICAL_M | MOM_HURDLE_2 | 6Stk | DYNAMIC_AT | FLAT_SIP_N,TACTICAL_MACRO_80_20,MOM_HURDLE_20,6,DYNAMIC_ATR,FLAT_SIP_NO_DIP,17.46,21.49,3.75,15.17,20.69,23.14,48.64,-17.0,3.25,14.5,17.31,2.55,13.04
SIP_08702,SIP_08702: ASYMMETRIC | SECTOR_LEAD_ | 6Stk | VAN_THARP_ | STEPUP_10_,ASYMMETRIC_ALPHA_95_5,SECTOR_LEAD_ALPHA,6,VAN_THARP_3TIER,STEPUP_10_DIP_95,17.46,23.93,6.18,17.53,17.26,19.71,40.12,-17.37,2.88,14.5,17.5,0.36,5.5
SIP_01168,SIP_01168: PURE_STOCK | SECTOR_LEAD_ | 4Stk | DYNAMIC_AT | STEPUP_15_,PURE_STOCKS,SECTOR_LEAD_ALPHA,4,DYNAMIC_ATR,STEPUP_15_DIP_95_SKIM,17.44,27.42,9.68,20.33,15.56,18.01,35.94,-16.7,3.55,14.5,14.61,2.73,14.2
SIP_01890,SIP_01890: TACTICAL_M | MOM_HURDLE_3 | 3Stk | ADAPTIVE_S | STEPUP_10_,TACTICAL_MACRO_90_10,MOM_HURDLE_35,3,ADAPTIVE_STRUCTURAL,STEPUP_10_LIQUID_SWEEP,17.44,30.01,12.27,21.65,11.09,13.54,25.23,-17.19,3.06,14.5,17.88,1.99,7.46
SIP_01206,SIP_01206: PURE_STOCK | SECTOR_LEAD_ | 6Stk | SMART_STEP | FLAT_SIP_N,PURE_STOCKS,SECTOR_LEAD_ALPHA,6,SMART_STEPLADDER,FLAT_SIP_NO_DIP,17.44,25.38,7.64,17.74,17.07,19.52,39.66,-18.27,1.98,14.5,17.27,2.48,13.63
SIP_00643,SIP_00643: PURE_STOCK | MOM_HURDLE_3 | 3Stk | DYNAMIC_AT | STEPUP_15_,PURE_STOCKS,MOM_HURDLE_35,3,DYNAMIC_ATR,STEPUP_15_DIP_95_SKIM,17.44,25.46,7.72,18.97,15.21,17.66,35.1,-17.77,2.49,14.5,17.41,2.89,13.22
SIP_02842,SIP_02842: TACTICAL_M | MOM_HURDLE_2 | 6Stk | DYNAMIC_AT | STEPUP_10_,TACTICAL_MACRO_80_20,MOM_HURDLE_20,6,DYNAMIC_ATR,STEPUP_10_DIP_95,17.43,21.05,3.31,15.54,20.08,22.53,47.11,-17.0,3.25,14.5,17.31,2.55,11.82
SIP_07888,SIP_07888: ASYMMETRIC | MOM_HURDLE_2 | 3Stk | ADAPTIVE_S | STEPUP_15_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_25,3,ADAPTIVE_STRUCTURAL,STEPUP_15_DIP_95_SKIM,17.43,29.69,11.94,21.89,11.18,13.63,25.45,-17.02,3.23,14.5,17.29,2.08,16.26
SIP_03742,SIP_03742: TACTICAL_M | SECTOR_LEAD_ | 8Stk | DYNAMIC_AT | STEPUP_10_,TACTICAL_MACRO_80_20,SECTOR_LEAD_ALPHA,8,DYNAMIC_ATR,STEPUP_10_DIP_95,17.42,27.34,9.59,19.85,13.04,15.49,29.87,-17.51,2.74,14.5,18.49,2.45,12.02
SIP_05894,SIP_05894: MULTI_ASSE | MULTI_LOOKBA | 3Stk | DYNAMIC_AT | STEPUP_20_,MULTI_ASSET_BALANCED,MULTI_LOOKBACK_BLEND,3,DYNAMIC_ATR,STEPUP_20_PYRAMID,17.41,39.05,21.31,28.73,8.54,10.99,19.24,-24.58,-4.33,14.5,8.54,2.28,13.93
SIP_01181,SIP_01181: PURE_STOCK | SECTOR_LEAD_ | 5Stk | SMART_STEP | FLAT_SIP_N,PURE_STOCKS,SECTOR_LEAD_ALPHA,5,SMART_STEPLADDER,FLAT_SIP_NO_DIP,17.39,27.32,9.57,19.0,13.45,15.9,30.86,-18.93,1.33,14.5,19.32,2.23,15.06
SIP_01208,SIP_01208: PURE_STOCK | SECTOR_LEAD_ | 6Stk | SMART_STEP | STEPUP_15_,PURE_STOCKS,SECTOR_LEAD_ALPHA,6,SMART_STEPLADDER,STEPUP_15_DIP_95_SKIM,17.39,23.91,6.16,17.88,16.53,18.98,38.32,-18.27,1.98,14.5,17.45,2.48,11.88
SIP_08640,SIP_08640: ASYMMETRIC | SECTOR_LEAD_ | 3Stk | ADAPTIVE_S | STEPUP_10_,ASYMMETRIC_ALPHA_95_5,SECTOR_LEAD_ALPHA,3,ADAPTIVE_STRUCTURAL,STEPUP_10_LIQUID_SWEEP,17.39,31.07,13.33,22.36,10.8,13.25,24.55,-19.16,1.1,14.5,16.74,2.15,14.85
SIP_01568,SIP_01568: TACTICAL_M | MOM_HURDLE_2 | 5Stk | DYNAMIC_AT | STEPUP_15_,TACTICAL_MACRO_90_10,MOM_HURDLE_20,5,DYNAMIC_ATR,STEPUP_15_DIP_95_SKIM,17.38,27.62,9.87,20.47,13.79,16.24,31.67,-17.59,2.66,14.5,16.27,2.47,11.97
SIP_08439,SIP_08439: ASYMMETRIC | MULTI_LOOKBA | 5Stk | ADAPTIVE_S | STEPUP_20_,ASYMMETRIC_ALPHA_95_5,MULTI_LOOKBACK_BLEND,5,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,17.37,14.07,-3.68,11.03,27.35,29.8,65.68,-20.61,-0.36,14.5,15.8,1.66,8.7
SIP_08735,SIP_08735: ASYMMETRIC | SECTOR_LEAD_ | 8Stk | SMART_STEP | STEPUP_10_,ASYMMETRIC_ALPHA_95_5,SECTOR_LEAD_ALPHA,8,SMART_STEPLADDER,STEPUP_10_LIQUID_SWEEP,17.36,26.58,8.84,19.34,14.85,17.3,34.24,-18.19,2.06,14.5,16.83,2.57,11.89
SIP_00456,SIP_00456: PURE_STOCK | MOM_HURDLE_2 | 6Stk | SMART_STEP | FLAT_SIP_N,PURE_STOCKS,MOM_HURDLE_25,6,SMART_STEPLADDER,FLAT_SIP_NO_DIP,17.36,25.02,7.27,17.5,17.07,19.52,39.66,-18.7,1.55,14.5,17.27,2.46,14.13
SIP_01705,SIP_01705: TACTICAL_M | MOM_HURDLE_2 | 6Stk | VAN_THARP_ | STEPUP_10_,TACTICAL_MACRO_90_10,MOM_HURDLE_25,6,VAN_THARP_3TIER,STEPUP_10_LIQUID_SWEEP,17.35,23.34,5.59,17.12,16.85,19.3,39.12,-17.21,3.04,14.5,18.16,0.36,5.44
SIP_01167,SIP_01167: PURE_STOCK | SECTOR_LEAD_ | 4Stk | DYNAMIC_AT | STEPUP_10_,PURE_STOCKS,SECTOR_LEAD_ALPHA,4,DYNAMIC_ATR,STEPUP_10_DIP_95,17.35,27.7,9.95,20.1,15.56,18.01,35.94,-16.7,3.55,14.5,14.56,2.73,14.74
SIP_02455,SIP_02455: TACTICAL_M | SECTOR_LEAD_ | 6Stk | VAN_THARP_ | STEPUP_10_,TACTICAL_MACRO_90_10,SECTOR_LEAD_ALPHA,6,VAN_THARP_3TIER,STEPUP_10_LIQUID_SWEEP,17.35,23.34,5.59,17.12,16.85,19.3,39.12,-16.77,3.49,14.5,18.16,0.36,5.44
SIP_02394,SIP_02394: TACTICAL_M | SECTOR_LEAD_ | 3Stk | DYNAMIC_AT | STEPUP_20_,TACTICAL_MACRO_90_10,SECTOR_LEAD_ALPHA,3,DYNAMIC_ATR,STEPUP_20_PYRAMID,17.35,33.8,16.05,25.18,10.73,13.18,24.38,-21.44,-1.19,14.5,11.71,3.0,12.98
SIP_07886,SIP_07886: ASYMMETRIC | MOM_HURDLE_2 | 3Stk | ADAPTIVE_S | FLAT_SIP_N,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_25,3,ADAPTIVE_STRUCTURAL,FLAT_SIP_NO_DIP,17.35,31.45,13.7,21.65,11.24,13.69,25.57,-17.02,3.23,14.5,17.23,2.08,18.0
SIP_08139,SIP_08139: ASYMMETRIC | MOM_HURDLE_3 | 3Stk | ADAPTIVE_S | STEPUP_20_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_35,3,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,17.35,30.15,12.4,22.66,12.15,14.6,27.74,-19.51,0.74,14.5,14.33,1.99,6.67
SIP_04944,SIP_04944: MOMENTUM_R | SECTOR_LEAD_ | 5Stk | DYNAMIC_AT | STEPUP_20_,MOMENTUM_ROTATE_DYNAMIC,SECTOR_LEAD_ALPHA,5,DYNAMIC_ATR,STEPUP_20_PYRAMID,17.33,36.12,18.38,26.76,8.71,11.16,19.64,-19.77,0.48,14.5,11.35,2.62,11.85
SIP_01569,SIP_01569: TACTICAL_M | MOM_HURDLE_2 | 5Stk | DYNAMIC_AT | STEPUP_20_,TACTICAL_MACRO_90_10,MOM_HURDLE_20,5,DYNAMIC_ATR,STEPUP_20_PYRAMID,17.33,34.15,16.4,25.42,10.66,13.11,24.21,-19.49,0.76,14.5,11.27,2.47,10.4
SIP_00494,SIP_00494: PURE_STOCK | MOM_HURDLE_2 | 8Stk | DYNAMIC_AT | STEPUP_20_,PURE_STOCKS,MOM_HURDLE_25,8,DYNAMIC_ATR,STEPUP_20_PYRAMID,17.33,23.87,6.12,18.23,17.35,19.8,40.33,-20.29,-0.04,14.5,15.48,2.45,10.23
SIP_07887,SIP_07887: ASYMMETRIC | MOM_HURDLE_2 | 3Stk | ADAPTIVE_S | STEPUP_10_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_25,3,ADAPTIVE_STRUCTURAL,STEPUP_10_DIP_95,17.33,29.99,12.25,21.64,11.18,13.63,25.45,-17.02,3.23,14.5,17.23,2.08,16.85
SIP_00410,SIP_00410: PURE_STOCK | MOM_HURDLE_2 | 4Stk | SMART_STEP | STEPUP_10_,PURE_STOCKS,MOM_HURDLE_25,4,SMART_STEPLADDER,STEPUP_10_LIQUID_SWEEP,17.32,29.55,11.81,21.34,14.5,16.95,33.39,-17.41,2.84,14.5,13.59,2.38,14.02
SIP_00493,SIP_00493: PURE_STOCK | MOM_HURDLE_2 | 8Stk | DYNAMIC_AT | STEPUP_15_,PURE_STOCKS,MOM_HURDLE_25,8,DYNAMIC_ATR,STEPUP_15_DIP_95_SKIM,17.32,21.18,3.43,15.96,17.63,20.08,41.03,-17.51,2.74,14.5,19.06,2.45,11.82
SIP_00431,SIP_00431: PURE_STOCK | MOM_HURDLE_2 | 5Stk | SMART_STEP | FLAT_SIP_N,PURE_STOCKS,MOM_HURDLE_25,5,SMART_STEPLADDER,FLAT_SIP_NO_DIP,17.31,26.98,9.23,18.78,13.45,15.9,30.86,-18.93,1.33,14.5,19.32,2.21,15.55
SIP_00458,SIP_00458: PURE_STOCK | MOM_HURDLE_2 | 6Stk | SMART_STEP | STEPUP_15_,PURE_STOCKS,MOM_HURDLE_25,6,SMART_STEPLADDER,STEPUP_15_DIP_95_SKIM,17.3,23.51,5.77,17.61,16.53,18.98,38.32,-18.7,1.55,14.5,17.45,2.46,12.4
SIP_00642,SIP_00642: PURE_STOCK | MOM_HURDLE_3 | 3Stk | DYNAMIC_AT | STEPUP_10_,PURE_STOCKS,MOM_HURDLE_35,3,DYNAMIC_ATR,STEPUP_10_DIP_95,17.3,25.52,7.78,18.62,15.21,17.66,35.1,-17.77,2.49,14.5,17.34,2.89,13.78
SIP_00427,SIP_00427: PURE_STOCK | MOM_HURDLE_2 | 5Stk | VAN_THARP_ | STEPUP_10_,PURE_STOCKS,MOM_HURDLE_25,5,VAN_THARP_3TIER,STEPUP_10_DIP_95,17.3,24.6,6.85,17.99,14.4,16.85,33.13,-18.39,1.86,14.5,19.47,0.29,8.98
SIP_01177,SIP_01177: PURE_STOCK | SECTOR_LEAD_ | 5Stk | VAN_THARP_ | STEPUP_10_,PURE_STOCKS,SECTOR_LEAD_ALPHA,5,VAN_THARP_3TIER,STEPUP_10_DIP_95,17.3,24.6,6.85,17.99,14.4,16.85,33.13,-18.39,1.86,14.5,19.47,0.29,8.98
SIP_01178,SIP_01178: PURE_STOCK | SECTOR_LEAD_ | 5Stk | VAN_THARP_ | STEPUP_15_,PURE_STOCKS,SECTOR_LEAD_ALPHA,5,VAN_THARP_3TIER,STEPUP_15_DIP_95_SKIM,17.3,24.06,6.31,17.99,14.4,16.85,33.13,-18.39,1.86,14.5,19.47,0.29,8.4
SIP_00428,SIP_00428: PURE_STOCK | MOM_HURDLE_2 | 5Stk | VAN_THARP_ | STEPUP_15_,PURE_STOCKS,MOM_HURDLE_25,5,VAN_THARP_3TIER,STEPUP_15_DIP_95_SKIM,17.3,24.06,6.31,17.99,14.4,16.85,33.13,-18.39,1.86,14.5,19.47,0.29,8.4
SIP_04993,SIP_04993: MOMENTUM_R | SECTOR_LEAD_ | 8Stk | DYNAMIC_AT | STEPUP_15_,MOMENTUM_ROTATE_DYNAMIC,SECTOR_LEAD_ALPHA,8,DYNAMIC_ATR,STEPUP_15_DIP_95_SKIM,17.29,27.14,9.39,20.14,11.66,14.11,26.58,-17.51,2.74,14.5,19.06,2.45,11.82
SIP_06191,SIP_06191: MULTI_ASSE | SECTOR_LEAD_ | 5Stk | DYNAMIC_AT | FLAT_SIP_N,MULTI_ASSET_BALANCED,SECTOR_LEAD_ALPHA,5,DYNAMIC_ATR,FLAT_SIP_NO_DIP,17.29,31.51,13.76,21.69,12.17,14.62,27.78,-17.93,2.32,14.5,15.7,2.62,15.51
SIP_00405,SIP_00405: PURE_STOCK | MOM_HURDLE_2 | 4Stk | VAN_THARP_ | STEPUP_10_,PURE_STOCKS,MOM_HURDLE_25,4,VAN_THARP_3TIER,STEPUP_10_LIQUID_SWEEP,17.28,28.25,10.5,20.47,14.82,17.27,34.17,-16.47,3.78,14.5,14.5,0.31,13.5
SIP_05394,SIP_05394: MULTI_ASSE | MOM_HURDLE_2 | 3Stk | DYNAMIC_AT | STEPUP_20_,MULTI_ASSET_BALANCED,MOM_HURDLE_25,3,DYNAMIC_ATR,STEPUP_20_PYRAMID,17.28,33.13,15.38,24.72,9.81,12.26,22.23,-18.95,1.3,14.5,13.32,2.97,13.07
SIP_01155,SIP_01155: PURE_STOCK | SECTOR_LEAD_ | 4Stk | VAN_THARP_ | STEPUP_10_,PURE_STOCKS,SECTOR_LEAD_ALPHA,4,VAN_THARP_3TIER,STEPUP_10_LIQUID_SWEEP,17.28,28.25,10.5,20.47,14.82,17.27,34.17,-16.47,3.78,14.5,14.5,0.31,13.5
SIP_01166,SIP_01166: PURE_STOCK | SECTOR_LEAD_ | 4Stk | DYNAMIC_AT | FLAT_SIP_N,PURE_STOCKS,SECTOR_LEAD_ALPHA,4,DYNAMIC_ATR,FLAT_SIP_NO_DIP,17.28,28.67,10.93,19.87,15.61,18.06,36.06,-16.7,3.55,14.5,14.56,2.73,15.89
SIP_01160,SIP_01160: PURE_STOCK | SECTOR_LEAD_ | 4Stk | SMART_STEP | STEPUP_10_,PURE_STOCKS,SECTOR_LEAD_ALPHA,4,SMART_STEPLADDER,STEPUP_10_LIQUID_SWEEP,17.28,29.37,11.63,21.22,14.5,16.95,33.39,-17.41,2.84,14.5,13.59,2.3,14.3
SIP_00539,SIP_00539: PURE_STOCK | MOM_HURDLE_3 | 4Stk | ADAPTIVE_S | STEPUP_20_,PURE_STOCKS,MOM_HURDLE_30,4,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,17.27,38.85,21.1,28.59,6.24,8.69,13.94,-13.29,6.96,14.5,10.98,1.99,6.49
SIP_08069,SIP_08069: ASYMMETRIC | MOM_HURDLE_3 | 5Stk | DYNAMIC_AT | STEPUP_20_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_30,5,DYNAMIC_ATR,STEPUP_20_PYRAMID,17.27,33.17,15.43,24.75,11.34,13.79,25.82,-17.81,2.44,14.5,11.3,2.42,9.76
SIP_01207,SIP_01207: PURE_STOCK | SECTOR_LEAD_ | 6Stk | SMART_STEP | STEPUP_10_,PURE_STOCKS,SECTOR_LEAD_ALPHA,6,SMART_STEPLADDER,STEPUP_10_DIP_95,17.27,24.06,6.31,17.62,16.53,18.98,38.32,-18.27,1.98,14.5,17.27,2.48,12.44
SIP_01226,SIP_01226: PURE_STOCK | SECTOR_LEAD_ | 8Stk | VAN_THARP_ | FLAT_SIP_N,PURE_STOCKS,SECTOR_LEAD_ALPHA,8,VAN_THARP_3TIER,FLAT_SIP_NO_DIP,17.25,25.24,7.5,17.65,17.21,19.66,39.99,-19.57,0.68,14.5,16.3,0.41,4.98
SIP_01763,SIP_01763: TACTICAL_M | MOM_HURDLE_3 | 3Stk | ADAPTIVE_S | STEPUP_15_,TACTICAL_MACRO_90_10,MOM_HURDLE_30,3,ADAPTIVE_STRUCTURAL,STEPUP_15_DIP_95_SKIM,17.25,29.59,11.84,21.82,10.57,13.02,24.01,-17.66,2.59,14.5,17.27,1.99,7.19
SIP_00476,SIP_00476: PURE_STOCK | MOM_HURDLE_2 | 8Stk | VAN_THARP_ | FLAT_SIP_N,PURE_STOCKS,MOM_HURDLE_25,8,VAN_THARP_3TIER,FLAT_SIP_NO_DIP,17.25,25.24,7.5,17.65,17.21,19.66,39.99,-19.57,0.68,14.5,16.3,0.41,4.98
SIP_04991,SIP_04991: MOMENTUM_R | SECTOR_LEAD_ | 8Stk | DYNAMIC_AT | FLAT_SIP_N,MOMENTUM_ROTATE_DYNAMIC,SECTOR_LEAD_ALPHA,8,DYNAMIC_ATR,FLAT_SIP_NO_DIP,17.23,28.86,11.12,20.0,11.68,14.13,26.63,-17.51,2.74,14.5,18.97,2.45,13.73
SIP_08239,SIP_08239: ASYMMETRIC | MOM_HURDLE_3 | 8Stk | ADAPTIVE_S | STEPUP_20_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_35,8,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,17.23,29.87,12.12,22.47,14.01,16.46,32.21,-14.02,6.23,14.5,11.76,2.2,5.31
SIP_08680,SIP_08680: ASYMMETRIC | SECTOR_LEAD_ | 5Stk | VAN_THARP_ | STEPUP_10_,ASYMMETRIC_ALPHA_95_5,SECTOR_LEAD_ALPHA,5,VAN_THARP_3TIER,STEPUP_10_LIQUID_SWEEP,17.23,23.88,6.13,17.49,14.31,16.76,32.92,-17.66,2.6,14.5,20.1,0.29,8.9
SIP_07930,SIP_07930: ASYMMETRIC | MOM_HURDLE_2 | 5Stk | VAN_THARP_ | STEPUP_10_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_25,5,VAN_THARP_3TIER,STEPUP_10_LIQUID_SWEEP,17.23,23.88,6.13,17.49,14.31,16.76,32.92,-17.66,2.6,14.5,20.1,0.29,8.9
SIP_00275,SIP_00275: PURE_STOCK | MOM_HURDLE_2 | 3Stk | TIME_DECAY | STEPUP_10_,PURE_STOCKS,MOM_HURDLE_20,3,TIME_DECAY_MOMENTUM,STEPUP_10_LIQUID_SWEEP,17.22,27.97,10.22,20.28,11.27,13.72,25.65,-18.8,1.45,14.5,18.94,2.06,13.12
SIP_06192,SIP_06192: MULTI_ASSE | SECTOR_LEAD_ | 5Stk | DYNAMIC_AT | STEPUP_10_,MULTI_ASSET_BALANCED,SECTOR_LEAD_ALPHA,5,DYNAMIC_ATR,STEPUP_10_DIP_95,17.22,30.19,12.44,21.77,11.78,14.23,26.87,-17.93,2.32,14.5,15.7,2.62,14.3
SIP_00418,SIP_00418: PURE_STOCK | MOM_HURDLE_2 | 4Stk | DYNAMIC_AT | STEPUP_15_,PURE_STOCKS,MOM_HURDLE_25,4,DYNAMIC_ATR,STEPUP_15_DIP_95_SKIM,17.22,26.49,8.74,19.69,15.56,18.01,35.94,-16.7,3.55,14.5,14.61,2.77,14.76
SIP_00492,SIP_00492: PURE_STOCK | MOM_HURDLE_2 | 8Stk | DYNAMIC_AT | STEPUP_10_,PURE_STOCKS,MOM_HURDLE_25,8,DYNAMIC_ATR,STEPUP_10_DIP_95,17.2,21.23,3.49,15.66,17.63,20.08,41.03,-17.51,2.74,14.5,18.97,2.45,12.53
SIP_01566,SIP_01566: TACTICAL_M | MOM_HURDLE_2 | 5Stk | DYNAMIC_AT | FLAT_SIP_N,TACTICAL_MACRO_90_10,MOM_HURDLE_20,5,DYNAMIC_ATR,FLAT_SIP_NO_DIP,17.2,28.24,10.49,19.6,14.3,16.75,32.9,-17.59,2.66,14.5,16.24,2.47,13.79
SIP_01183,SIP_01183: PURE_STOCK | SECTOR_LEAD_ | 5Stk | SMART_STEP | STEPUP_15_,PURE_STOCKS,SECTOR_LEAD_ALPHA,5,SMART_STEPLADDER,STEPUP_15_DIP_95_SKIM,17.2,25.29,7.55,18.85,12.9,15.35,29.55,-18.93,1.33,14.5,19.32,2.23,13.37
