id,name,asset_mode,filter,basket_size,exit_protocol,booster,composite_score,full_ret,full_alpha,full_xirr,one_yr_ret,one_yr_alpha,one_yr_xirr,bear_ret,bear_alpha,bear_xirr,bull_ret,full_pr,full_dd
SIP_05789,SIP_05789: MULTI_ASSE | MOM_HURDLE_4 | 4Stk | ADAPTIVE_S | STEPUP_20_,MULTI_ASSET_BALANCED,MOM_HURDLE_40,4,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,17.2,37.4,19.65,27.62,7.23,9.68,16.22,-13.29,6.96,14.5,11.05,2.02,5.32
SIP_00964,SIP_00964: PURE_STOCK | MULTI_LOOKBA | 6Stk | ADAPTIVE_S | STEPUP_20_,PURE_STOCKS,MULTI_LOOKBACK_BLEND,6,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,17.19,17.22,-0.53,13.38,24.63,27.08,58.63,-17.34,2.91,14.5,14.18,1.72,8.21
SIP_07944,SIP_07944: ASYMMETRIC | MOM_HURDLE_2 | 5Stk | DYNAMIC_AT | STEPUP_20_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_25,5,DYNAMIC_ATR,STEPUP_20_PYRAMID,17.19,33.94,16.2,25.28,10.27,12.72,23.3,-19.77,0.48,14.5,11.3,2.57,11.46
SIP_02969,SIP_02969: TACTICAL_M | MOM_HURDLE_2 | 6Stk | DYNAMIC_AT | STEPUP_20_,TACTICAL_MACRO_80_20,MOM_HURDLE_25,6,DYNAMIC_ATR,STEPUP_20_PYRAMID,17.19,28.13,10.39,21.25,14.37,16.82,33.07,-19.52,0.73,14.5,13.23,2.61,10.39
SIP_08016,SIP_08016: ASYMMETRIC | MOM_HURDLE_3 | 3Stk | DYNAMIC_AT | FLAT_SIP_N,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_30,3,DYNAMIC_ATR,FLAT_SIP_NO_DIP,17.19,27.14,9.39,18.88,14.43,16.88,33.22,-17.77,2.49,14.5,17.32,2.92,14.85
SIP_00457,SIP_00457: PURE_STOCK | MOM_HURDLE_2 | 6Stk | SMART_STEP | STEPUP_10_,PURE_STOCKS,MOM_HURDLE_25,6,SMART_STEPLADDER,STEPUP_10_DIP_95,17.19,23.72,5.97,17.39,16.53,18.98,38.32,-18.7,1.55,14.5,17.27,2.46,12.94
SIP_08018,SIP_08018: ASYMMETRIC | MOM_HURDLE_3 | 3Stk | DYNAMIC_AT | STEPUP_15_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_30,3,DYNAMIC_ATR,STEPUP_15_DIP_95_SKIM,17.18,25.77,8.02,19.19,13.92,16.37,31.99,-17.77,2.49,14.5,17.37,2.92,13.12
SIP_01567,SIP_01567: TACTICAL_M | MOM_HURDLE_2 | 5Stk | DYNAMIC_AT | STEPUP_10_,TACTICAL_MACRO_90_10,MOM_HURDLE_20,5,DYNAMIC_ATR,STEPUP_10_DIP_95,17.17,27.4,9.65,19.9,13.79,16.24,31.67,-17.59,2.66,14.5,16.24,2.47,12.57
SIP_05344,SIP_05344: MULTI_ASSE | MOM_HURDLE_2 | 6Stk | DYNAMIC_AT | STEPUP_20_,MULTI_ASSET_BALANCED,MOM_HURDLE_20,6,DYNAMIC_ATR,STEPUP_20_PYRAMID,17.17,26.39,8.64,20.02,15.99,18.44,37.01,-19.27,0.98,14.5,13.26,2.55,9.66
SIP_04992,SIP_04992: MOMENTUM_R | SECTOR_LEAD_ | 8Stk | DYNAMIC_AT | STEPUP_10_,MOMENTUM_ROTATE_DYNAMIC,SECTOR_LEAD_ALPHA,8,DYNAMIC_ATR,STEPUP_10_DIP_95,17.16,27.28,9.53,19.82,11.65,14.1,26.56,-17.51,2.74,14.5,18.97,2.45,12.53
SIP_01182,SIP_01182: PURE_STOCK | SECTOR_LEAD_ | 5Stk | SMART_STEP | STEPUP_10_,PURE_STOCKS,SECTOR_LEAD_ALPHA,5,SMART_STEPLADDER,STEPUP_10_DIP_95,17.15,25.65,7.9,18.7,12.9,15.35,29.55,-18.93,1.33,14.5,19.32,2.23,13.91
SIP_06720,SIP_06720: CORE_SATEL | MOM_HURDLE_2 | 6Stk | DYNAMIC_AT | STEPUP_10_,CORE_SATELLITE_70_30,MOM_HURDLE_25,6,DYNAMIC_ATR,STEPUP_10_LIQUID_SWEEP,17.15,22.58,4.84,16.6,17.2,19.65,39.97,-16.72,3.53,14.5,17.62,2.61,12.75
SIP_08264,SIP_08264: ASYMMETRIC | MOM_HURDLE_4 | 3Stk | ADAPTIVE_S | STEPUP_20_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_40,3,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,17.15,31.46,13.71,23.57,10.09,12.54,22.87,-14.26,5.99,14.5,14.33,1.99,6.67
SIP_03314,SIP_03314: TACTICAL_M | MOM_HURDLE_4 | 5Stk | ADAPTIVE_S | STEPUP_20_,TACTICAL_MACRO_80_20,MOM_HURDLE_40,5,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,17.15,34.97,17.22,25.98,6.74,9.19,15.09,-13.16,7.09,14.5,14.31,1.83,6.16
SIP_09220,SIP_09220: DYNAMIC_RE | MOM_HURDLE_2 | 6Stk | DYNAMIC_AT | STEPUP_10_,DYNAMIC_REGIME_ROUTER,MOM_HURDLE_25,6,DYNAMIC_ATR,STEPUP_10_LIQUID_SWEEP,17.15,22.58,4.84,16.6,17.2,19.65,39.97,-16.72,3.53,14.5,17.62,2.61,12.75
SIP_01761,SIP_01761: TACTICAL_M | MOM_HURDLE_3 | 3Stk | ADAPTIVE_S | FLAT_SIP_N,TACTICAL_MACRO_90_10,MOM_HURDLE_30,3,ADAPTIVE_STRUCTURAL,FLAT_SIP_NO_DIP,17.15,31.29,13.55,21.55,10.63,13.08,24.15,-17.66,2.59,14.5,17.19,1.99,8.16
SIP_00433,SIP_00433: PURE_STOCK | MOM_HURDLE_2 | 5Stk | SMART_STEP | STEPUP_15_,PURE_STOCKS,MOM_HURDLE_25,5,SMART_STEPLADDER,STEPUP_15_DIP_95_SKIM,17.14,25.02,7.27,18.67,12.9,15.35,29.55,-18.93,1.33,14.5,19.32,2.21,13.85
SIP_00491,SIP_00491: PURE_STOCK | MOM_HURDLE_2 | 8Stk | DYNAMIC_AT | FLAT_SIP_N,PURE_STOCKS,MOM_HURDLE_25,8,DYNAMIC_ATR,FLAT_SIP_NO_DIP,17.14,21.75,4.0,15.34,17.86,20.31,41.59,-17.51,2.74,14.5,18.97,2.45,13.73
SIP_01762,SIP_01762: TACTICAL_M | MOM_HURDLE_3 | 3Stk | ADAPTIVE_S | STEPUP_10_,TACTICAL_MACRO_90_10,MOM_HURDLE_30,3,ADAPTIVE_STRUCTURAL,STEPUP_10_DIP_95,17.13,29.84,12.09,21.53,10.57,13.02,24.01,-17.66,2.59,14.5,17.19,1.99,7.47
SIP_00416,SIP_00416: PURE_STOCK | MOM_HURDLE_2 | 4Stk | DYNAMIC_AT | FLAT_SIP_N,PURE_STOCKS,MOM_HURDLE_25,4,DYNAMIC_ATR,FLAT_SIP_NO_DIP,17.12,27.98,10.23,19.42,15.61,18.06,36.06,-16.7,3.55,14.5,14.56,2.77,16.5
SIP_00440,SIP_00440: PURE_STOCK | MOM_HURDLE_2 | 5Stk | ADAPTIVE_S | STEPUP_10_,PURE_STOCKS,MOM_HURDLE_25,5,ADAPTIVE_STRUCTURAL,STEPUP_10_LIQUID_SWEEP,17.11,25.59,7.85,18.67,12.85,15.3,29.4,-17.73,2.52,14.5,19.25,2.0,14.0
SIP_00417,SIP_00417: PURE_STOCK | MOM_HURDLE_2 | 4Stk | DYNAMIC_AT | STEPUP_10_,PURE_STOCKS,MOM_HURDLE_25,4,DYNAMIC_ATR,STEPUP_10_DIP_95,17.1,26.67,8.92,19.4,15.56,18.01,35.94,-16.7,3.55,14.5,14.56,2.77,15.33
SIP_07589,SIP_07589: ASYMMETRIC | CLENOW_MOMEN | 6Stk | ADAPTIVE_S | STEPUP_20_,ASYMMETRIC_ALPHA_95_5,CLENOW_MOMENTUM,6,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,17.1,36.81,19.06,27.22,5.12,7.57,11.4,-19.27,0.98,14.5,13.88,1.79,7.9
SIP_04314,SIP_04314: MOMENTUM_R | MOM_HURDLE_3 | 5Stk | ADAPTIVE_S | STEPUP_20_,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_30,5,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,17.09,31.55,13.8,23.63,9.55,12.0,21.6,-13.16,7.09,14.5,14.59,1.93,6.55
SIP_08145,SIP_08145: ASYMMETRIC | MOM_HURDLE_3 | 3Stk | DYNAMIC_AT | STEPUP_10_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_35,3,DYNAMIC_ATR,STEPUP_10_LIQUID_SWEEP,17.09,24.86,7.11,18.17,14.49,16.94,33.36,-17.25,3.0,14.5,17.99,2.89,13.7
SIP_00370,SIP_00370: PURE_STOCK | MOM_HURDLE_2 | 8Stk | DYNAMIC_AT | STEPUP_10_,PURE_STOCKS,MOM_HURDLE_20,8,DYNAMIC_ATR,STEPUP_10_LIQUID_SWEEP,17.09,18.29,0.54,13.6,19.51,21.96,45.68,-16.57,3.68,14.5,19.7,2.45,10.88
SIP_01794,SIP_01794: TACTICAL_M | MOM_HURDLE_3 | 4Stk | DYNAMIC_AT | STEPUP_20_,TACTICAL_MACRO_90_10,MOM_HURDLE_30,4,DYNAMIC_ATR,STEPUP_20_PYRAMID,17.09,35.83,18.09,26.56,8.06,10.51,18.13,-17.98,2.27,14.5,11.31,2.74,10.82
SIP_08626,SIP_08626: ASYMMETRIC | SECTOR_LEAD_ | 3Stk | VAN_THARP_ | FLAT_SIP_N,ASYMMETRIC_ALPHA_95_5,SECTOR_LEAD_ALPHA,3,VAN_THARP_3TIER,FLAT_SIP_NO_DIP,17.08,28.38,10.63,19.69,12.26,14.71,28.01,-17.5,2.75,14.5,18.06,0.3,14.81
SIP_04439,SIP_04439: MOMENTUM_R | MOM_HURDLE_3 | 5Stk | ADAPTIVE_S | STEPUP_20_,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_35,5,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,17.08,34.25,16.5,25.49,6.91,9.36,15.48,-13.16,7.09,14.5,14.59,1.94,6.08
SIP_00432,SIP_00432: PURE_STOCK | MOM_HURDLE_2 | 5Stk | SMART_STEP | STEPUP_10_,PURE_STOCKS,MOM_HURDLE_25,5,SMART_STEPLADDER,STEPUP_10_DIP_95,17.07,25.3,7.55,18.47,12.9,15.35,29.55,-18.93,1.33,14.5,19.32,2.21,14.4
SIP_08731,SIP_08731: ASYMMETRIC | SECTOR_LEAD_ | 8Stk | SMART_STEP | FLAT_SIP_N,ASYMMETRIC_ALPHA_95_5,SECTOR_LEAD_ALPHA,8,SMART_STEPLADDER,FLAT_SIP_NO_DIP,17.06,27.11,9.36,18.86,14.89,17.34,34.32,-18.79,1.46,14.5,16.13,2.57,13.06
SIP_08017,SIP_08017: ASYMMETRIC | MOM_HURDLE_3 | 3Stk | DYNAMIC_AT | STEPUP_10_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_30,3,DYNAMIC_ATR,STEPUP_10_DIP_95,17.06,25.91,8.16,18.88,13.92,16.37,31.99,-17.77,2.49,14.5,17.32,2.92,13.7
SIP_09269,SIP_09269: DYNAMIC_RE | MOM_HURDLE_3 | 3Stk | DYNAMIC_AT | STEPUP_20_,DYNAMIC_REGIME_ROUTER,MOM_HURDLE_30,3,DYNAMIC_ATR,STEPUP_20_PYRAMID,17.06,32.72,14.97,24.44,9.35,11.8,21.13,-19.6,0.65,14.5,13.28,2.92,11.9
SIP_04269,SIP_04269: MOMENTUM_R | MOM_HURDLE_3 | 3Stk | DYNAMIC_AT | STEPUP_20_,MOMENTUM_ROTATE_DYNAMIC,MOM_HURDLE_30,3,DYNAMIC_ATR,STEPUP_20_PYRAMID,17.06,33.53,15.78,25.0,8.51,10.96,19.18,-19.6,0.65,14.5,13.35,2.92,12.34
SIP_06769,SIP_06769: CORE_SATEL | MOM_HURDLE_3 | 3Stk | DYNAMIC_AT | STEPUP_20_,CORE_SATELLITE_70_30,MOM_HURDLE_30,3,DYNAMIC_ATR,STEPUP_20_PYRAMID,17.06,32.72,14.97,24.44,9.35,11.8,21.13,-19.6,0.65,14.5,13.28,2.92,11.9
SIP_00465,SIP_00465: PURE_STOCK | MOM_HURDLE_2 | 6Stk | ADAPTIVE_S | STEPUP_10_,PURE_STOCKS,MOM_HURDLE_25,6,ADAPTIVE_STRUCTURAL,STEPUP_10_LIQUID_SWEEP,17.05,24.21,6.46,17.72,14.96,17.41,34.5,-17.26,2.99,14.5,17.99,1.93,12.29
SIP_03719,SIP_03719: TACTICAL_M | SECTOR_LEAD_ | 6Stk | DYNAMIC_AT | STEPUP_20_,TACTICAL_MACRO_80_20,SECTOR_LEAD_ALPHA,6,DYNAMIC_ATR,STEPUP_20_PYRAMID,17.05,27.96,10.21,21.13,13.98,16.43,32.12,-19.2,1.05,14.5,13.23,2.61,10.39
SIP_00490,SIP_00490: PURE_STOCK | MOM_HURDLE_2 | 8Stk | ADAPTIVE_S | STEPUP_10_,PURE_STOCKS,MOM_HURDLE_25,8,ADAPTIVE_STRUCTURAL,STEPUP_10_LIQUID_SWEEP,17.05,25.12,7.37,18.35,14.8,17.25,34.12,-20.6,-0.35,14.5,17.08,2.28,8.78
SIP_08670,SIP_08670: ASYMMETRIC | SECTOR_LEAD_ | 4Stk | DYNAMIC_AT | STEPUP_10_,ASYMMETRIC_ALPHA_95_5,SECTOR_LEAD_ALPHA,4,DYNAMIC_ATR,STEPUP_10_LIQUID_SWEEP,17.04,26.6,8.86,19.36,15.01,17.46,34.61,-16.21,4.04,14.5,14.99,2.73,14.52
SIP_02419,SIP_02419: TACTICAL_M | SECTOR_LEAD_ | 4Stk | DYNAMIC_AT | STEPUP_20_,TACTICAL_MACRO_90_10,SECTOR_LEAD_ALPHA,4,DYNAMIC_ATR,STEPUP_20_PYRAMID,17.04,35.14,17.39,26.09,8.55,11.0,19.27,-18.96,1.29,14.5,11.31,2.73,11.95
SIP_08169,SIP_08169: ASYMMETRIC | MOM_HURDLE_3 | 4Stk | DYNAMIC_AT | STEPUP_20_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_35,4,DYNAMIC_ATR,STEPUP_20_PYRAMID,17.03,36.12,18.37,26.76,7.62,10.07,17.11,-17.98,2.27,14.5,11.23,2.69,10.89
SIP_07876,SIP_07876: ASYMMETRIC | MOM_HURDLE_2 | 3Stk | VAN_THARP_ | FLAT_SIP_N,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_25,3,VAN_THARP_3TIER,FLAT_SIP_NO_DIP,17.03,27.09,9.34,18.85,12.26,14.71,28.01,-17.5,2.75,14.5,19.29,0.3,15.07
SIP_01888,SIP_01888: TACTICAL_M | MOM_HURDLE_3 | 3Stk | ADAPTIVE_S | STEPUP_15_,TACTICAL_MACRO_90_10,MOM_HURDLE_35,3,ADAPTIVE_STRUCTURAL,STEPUP_15_DIP_95_SKIM,17.03,28.68,10.93,21.19,10.57,13.02,24.01,-17.66,2.59,14.5,17.27,1.99,7.19
SIP_01227,SIP_01227: PURE_STOCK | SECTOR_LEAD_ | 8Stk | VAN_THARP_ | STEPUP_10_,PURE_STOCKS,SECTOR_LEAD_ALPHA,8,VAN_THARP_3TIER,STEPUP_10_DIP_95,17.02,23.92,6.18,17.53,16.45,18.9,38.12,-19.57,0.68,14.5,16.3,0.41,3.72
SIP_01240,SIP_01240: PURE_STOCK | SECTOR_LEAD_ | 8Stk | ADAPTIVE_S | STEPUP_10_,PURE_STOCKS,SECTOR_LEAD_ALPHA,8,ADAPTIVE_STRUCTURAL,STEPUP_10_LIQUID_SWEEP,17.02,25.01,7.26,18.27,14.8,17.25,34.12,-20.6,-0.35,14.5,17.08,2.35,8.78
SIP_07470,SIP_07470: CORE_SATEL | SECTOR_LEAD_ | 6Stk | DYNAMIC_AT | STEPUP_10_,CORE_SATELLITE_70_30,SECTOR_LEAD_ALPHA,6,DYNAMIC_ATR,STEPUP_10_LIQUID_SWEEP,17.02,22.42,4.67,16.49,16.85,19.3,39.11,-16.3,3.95,14.5,17.62,2.61,12.75
SIP_00477,SIP_00477: PURE_STOCK | MOM_HURDLE_2 | 8Stk | VAN_THARP_ | STEPUP_10_,PURE_STOCKS,MOM_HURDLE_25,8,VAN_THARP_3TIER,STEPUP_10_DIP_95,17.02,23.92,6.18,17.53,16.45,18.9,38.12,-19.57,0.68,14.5,16.3,0.41,3.72
SIP_00478,SIP_00478: PURE_STOCK | MOM_HURDLE_2 | 8Stk | VAN_THARP_ | STEPUP_15_,PURE_STOCKS,MOM_HURDLE_25,8,VAN_THARP_3TIER,STEPUP_15_DIP_95_SKIM,17.02,23.4,5.65,17.53,16.45,18.9,38.12,-19.57,0.68,14.5,16.3,0.41,3.11
SIP_09970,SIP_09970: DYNAMIC_RE | SECTOR_LEAD_ | 6Stk | DYNAMIC_AT | STEPUP_10_,DYNAMIC_REGIME_ROUTER,SECTOR_LEAD_ALPHA,6,DYNAMIC_ATR,STEPUP_10_LIQUID_SWEEP,17.02,22.42,4.67,16.49,16.85,19.3,39.11,-16.3,3.95,14.5,17.62,2.61,12.75
SIP_01228,SIP_01228: PURE_STOCK | SECTOR_LEAD_ | 8Stk | VAN_THARP_ | STEPUP_15_,PURE_STOCKS,SECTOR_LEAD_ALPHA,8,VAN_THARP_3TIER,STEPUP_15_DIP_95_SKIM,17.02,23.4,5.65,17.53,16.45,18.9,38.12,-19.57,0.68,14.5,16.3,0.41,3.11
SIP_08628,SIP_08628: ASYMMETRIC | SECTOR_LEAD_ | 3Stk | VAN_THARP_ | STEPUP_15_,ASYMMETRIC_ALPHA_95_5,SECTOR_LEAD_ALPHA,3,VAN_THARP_3TIER,STEPUP_15_DIP_95_SKIM,17.01,26.54,8.79,19.72,11.93,14.38,27.21,-17.5,2.75,14.5,18.06,0.3,13.17
SIP_01669,SIP_01669: TACTICAL_M | MOM_HURDLE_2 | 4Stk | DYNAMIC_AT | STEPUP_20_,TACTICAL_MACRO_90_10,MOM_HURDLE_25,4,DYNAMIC_ATR,STEPUP_20_PYRAMID,17.0,34.96,17.21,25.97,8.55,11.0,19.27,-18.96,1.29,14.5,11.31,2.77,12.63
SIP_08638,SIP_08638: ASYMMETRIC | SECTOR_LEAD_ | 3Stk | ADAPTIVE_S | STEPUP_15_,ASYMMETRIC_ALPHA_95_5,SECTOR_LEAD_ALPHA,3,ADAPTIVE_STRUCTURAL,STEPUP_15_DIP_95_SKIM,17.0,29.77,12.03,21.95,10.3,12.75,23.37,-19.67,0.58,14.5,16.13,2.15,14.29
SIP_00395,SIP_00395: PURE_STOCK | MOM_HURDLE_2 | 3Stk | DYNAMIC_AT | STEPUP_10_,PURE_STOCKS,MOM_HURDLE_25,3,DYNAMIC_ATR,STEPUP_10_LIQUID_SWEEP,17.0,26.83,9.08,19.51,12.23,14.68,27.95,-16.49,3.76,14.5,18.03,2.97,15.23
SIP_07878,SIP_07878: ASYMMETRIC | MOM_HURDLE_2 | 3Stk | VAN_THARP_ | STEPUP_15_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_25,3,VAN_THARP_3TIER,STEPUP_15_DIP_95_SKIM,16.99,25.43,7.69,18.95,11.93,14.38,27.21,-17.5,2.75,14.5,19.29,0.3,13.32
SIP_08627,SIP_08627: ASYMMETRIC | SECTOR_LEAD_ | 3Stk | VAN_THARP_ | STEPUP_10_,ASYMMETRIC_ALPHA_95_5,SECTOR_LEAD_ALPHA,3,VAN_THARP_3TIER,STEPUP_10_DIP_95,16.99,27.05,9.31,19.66,11.93,14.38,27.21,-17.5,2.75,14.5,18.06,0.3,13.7
SIP_07877,SIP_07877: ASYMMETRIC | MOM_HURDLE_2 | 3Stk | VAN_THARP_ | STEPUP_10_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_25,3,VAN_THARP_3TIER,STEPUP_10_DIP_95,16.98,25.98,8.23,18.93,11.93,14.38,27.21,-17.5,2.75,14.5,19.29,0.3,13.9
SIP_01814,SIP_01814: TACTICAL_M | MOM_HURDLE_3 | 5Stk | ADAPTIVE_S | STEPUP_20_,TACTICAL_MACRO_90_10,MOM_HURDLE_30,5,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,16.98,31.23,13.49,23.41,9.58,12.03,21.67,-13.16,7.09,14.5,14.4,1.93,6.07
SIP_01886,SIP_01886: TACTICAL_M | MOM_HURDLE_3 | 3Stk | ADAPTIVE_S | FLAT_SIP_N,TACTICAL_MACRO_90_10,MOM_HURDLE_35,3,ADAPTIVE_STRUCTURAL,FLAT_SIP_NO_DIP,16.98,30.51,12.77,21.05,10.63,13.08,24.15,-17.66,2.59,14.5,17.19,1.99,8.16
SIP_08164,SIP_08164: ASYMMETRIC | MOM_HURDLE_3 | 4Stk | ADAPTIVE_S | STEPUP_20_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_35,4,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,16.96,39.06,21.32,28.74,4.76,7.21,10.59,-13.29,6.96,14.5,11.01,2.03,6.13
SIP_01640,SIP_01640: TACTICAL_M | MOM_HURDLE_2 | 3Stk | ADAPTIVE_S | STEPUP_10_,TACTICAL_MACRO_90_10,MOM_HURDLE_25,3,ADAPTIVE_STRUCTURAL,STEPUP_10_LIQUID_SWEEP,16.96,28.37,10.62,20.55,10.73,13.18,24.38,-16.5,3.75,14.5,17.88,2.08,16.7
SIP_08730,SIP_08730: ASYMMETRIC | SECTOR_LEAD_ | 8Stk | VAN_THARP_ | STEPUP_10_,ASYMMETRIC_ALPHA_95_5,SECTOR_LEAD_ALPHA,8,VAN_THARP_3TIER,STEPUP_10_LIQUID_SWEEP,16.94,23.35,5.6,17.13,16.24,18.69,37.62,-19.13,1.12,14.5,16.84,0.41,3.66
SIP_07980,SIP_07980: ASYMMETRIC | MOM_HURDLE_2 | 8Stk | VAN_THARP_ | STEPUP_10_,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_25,8,VAN_THARP_3TIER,STEPUP_10_LIQUID_SWEEP,16.94,23.35,5.6,17.13,16.24,18.69,37.62,-19.13,1.12,14.5,16.84,0.41,3.66
SIP_00401,SIP_00401: PURE_STOCK | MOM_HURDLE_2 | 4Stk | VAN_THARP_ | FLAT_SIP_N,PURE_STOCKS,MOM_HURDLE_25,4,VAN_THARP_3TIER,FLAT_SIP_NO_DIP,16.94,29.03,11.28,20.1,14.49,16.94,33.37,-16.89,3.36,14.5,13.83,0.31,14.75
SIP_01151,SIP_01151: PURE_STOCK | SECTOR_LEAD_ | 4Stk | VAN_THARP_ | FLAT_SIP_N,PURE_STOCKS,SECTOR_LEAD_ALPHA,4,VAN_THARP_3TIER,FLAT_SIP_NO_DIP,16.94,29.03,11.28,20.1,14.49,16.94,33.37,-16.89,3.36,14.5,13.83,0.31,14.75
SIP_08676,SIP_08676: ASYMMETRIC | SECTOR_LEAD_ | 5Stk | VAN_THARP_ | FLAT_SIP_N,ASYMMETRIC_ALPHA_95_5,SECTOR_LEAD_ALPHA,5,VAN_THARP_3TIER,FLAT_SIP_NO_DIP,16.93,24.49,6.74,17.15,14.12,16.57,32.46,-18.39,1.86,14.5,19.4,0.29,10.12
SIP_00294,SIP_00294: PURE_STOCK | MOM_HURDLE_2 | 4Stk | DYNAMIC_AT | STEPUP_20_,PURE_STOCKS,MOM_HURDLE_20,4,DYNAMIC_ATR,STEPUP_20_PYRAMID,16.93,33.38,15.63,24.89,9.82,12.27,22.23,-18.73,1.52,14.5,11.26,2.69,12.54
SIP_07926,SIP_07926: ASYMMETRIC | MOM_HURDLE_2 | 5Stk | VAN_THARP_ | FLAT_SIP_N,ASYMMETRIC_ALPHA_95_5,MOM_HURDLE_25,5,VAN_THARP_3TIER,FLAT_SIP_NO_DIP,16.93,24.49,6.74,17.15,14.12,16.57,32.46,-18.39,1.86,14.5,19.4,0.29,10.12
SIP_01887,SIP_01887: TACTICAL_M | MOM_HURDLE_3 | 3Stk | ADAPTIVE_S | STEPUP_10_,TACTICAL_MACRO_90_10,MOM_HURDLE_35,3,ADAPTIVE_STRUCTURAL,STEPUP_10_DIP_95,16.93,28.98,11.23,20.96,10.57,13.02,24.01,-17.66,2.59,14.5,17.19,1.99,7.47
SIP_08733,SIP_08733: ASYMMETRIC | SECTOR_LEAD_ | 8Stk | SMART_STEP | STEPUP_15_,ASYMMETRIC_ALPHA_95_5,SECTOR_LEAD_ALPHA,8,SMART_STEPLADDER,STEPUP_15_DIP_95_SKIM,16.93,25.43,7.68,18.95,14.23,16.68,32.74,-18.79,1.46,14.5,16.15,2.57,11.34
SIP_01764,SIP_01764: TACTICAL_M | MOM_HURDLE_3 | 3Stk | ADAPTIVE_S | STEPUP_20_,TACTICAL_MACRO_90_10,MOM_HURDLE_30,3,ADAPTIVE_STRUCTURAL,STEPUP_20_PYRAMID,16.92,29.38,11.63,22.12,11.2,13.65,25.5,-19.51,0.74,14.5,14.31,1.99,6.36
SIP_00400,SIP_00400: PURE_STOCK | MOM_HURDLE_2 | 3Stk | TIME_DECAY | STEPUP_10_,PURE_STOCKS,MOM_HURDLE_25,3,TIME_DECAY_MOMENTUM,STEPUP_10_LIQUID_SWEEP,16.92,26.72,8.97,19.43,11.27,13.72,25.65,-18.8,1.45,14.5,18.94,2.13,13.12
SIP_08636,SIP_08636: ASYMMETRIC | SECTOR_LEAD_ | 3Stk | ADAPTIVE_S | FLAT_SIP_N,ASYMMETRIC_ALPHA_95_5,SECTOR_LEAD_ALPHA,3,ADAPTIVE_STRUCTURAL,FLAT_SIP_NO_DIP,16.92,31.52,13.77,21.69,10.36,12.81,23.52,-19.67,0.58,14.5,16.12,2.15,15.95
SIP_07519,SIP_07519: ASYMMETRIC | CLENOW_MOMEN | 3Stk | DYNAMIC_AT | STEPUP_20_,ASYMMETRIC_ALPHA_95_5,CLENOW_MOMENTUM,3,DYNAMIC_ATR,STEPUP_20_PYRAMID,16.92,28.13,10.38,21.25,20.67,23.12,48.57,-19.96,0.29,14.5,4.01,1.45,12.25
SIP_01770,SIP_01770: TACTICAL_M | MOM_HURDLE_3 | 3Stk | DYNAMIC_AT | STEPUP_10_,TACTICAL_MACRO_90_10,MOM_HURDLE_30,3,DYNAMIC_ATR,STEPUP_10_LIQUID_SWEEP,16.91,25.21,7.46,18.41,13.43,15.87,30.79,-17.25,3.0,14.5,17.97,2.92,13.63
SIP_01215,SIP_01215: PURE_STOCK | SECTOR_LEAD_ | 6Stk | ADAPTIVE_S | STEPUP_10_,PURE_STOCKS,SECTOR_LEAD_ALPHA,6,ADAPTIVE_STRUCTURAL,STEPUP_10_LIQUID_SWEEP,16.9,23.77,6.03,17.42,14.76,17.21,34.02,-16.84,3.41,14.5,17.99,1.99,12.29
SIP_05515,SIP_05515: MULTI_ASSE | MOM_HURDLE_3 | 3Stk | ADAPTIVE_S | STEPUP_10_,MULTI_ASSET_BALANCED,MOM_HURDLE_30,3,ADAPTIVE_STRUCTURAL,STEPUP_10_LIQUID_SWEEP,16.9,28.71,10.96,20.78,10.2,12.65,23.14,-17.19,3.06,14.5,17.84,1.99,7.4
SIP_08637,SIP_08637: ASYMMETRIC | SECTOR_LEAD_ | 3Stk | ADAPTIVE_S | STEPUP_10_,ASYMMETRIC_ALPHA_95_5,SECTOR_LEAD_ALPHA,3,ADAPTIVE_STRUCTURAL,STEPUP_10_DIP_95,16.9,30.05,12.3,21.68,10.3,12.75,23.37,-19.67,0.58,14.5,16.12,2.15,14.83
