id,name,entry_mode,slots,pyramid,exit_mode,defense_mode,composite_score,worst_bear_ret,worst_bear_xirr,worst_bear_pr,chop_ret,chop_xirr,chop_pr,bull_ret,avg_ret,cycle_ret,cycle_alpha,cycle_xirr,cycle_pr,cycle_pf,cycle_dd,cycle_wr
SW_01076,SW_01076: MULTI_LOOK | 3Sl | CONSERVA | SUPER_RUNN | RAW_EXEC,MULTI_LOOKBACK_HYPER,3,CONSERVATIVE_25,SUPER_RUNNER_15X,RAW_EXECUTION,111.23,-6.4,-12.48,0.47,39.69,334.91,0.98,85.87,26.31,69.7,76.27,69.7,0.66,1.87,23.09,74.3
SW_01079,SW_01079: MULTI_LOOK | 3Sl | CONSERVA | SUPER_RUNN | TIME_DEC,MULTI_LOOKBACK_HYPER,3,CONSERVATIVE_25,SUPER_RUNNER_15X,TIME_DECAY_STOP_7D,111.23,-6.4,-12.48,0.47,39.69,334.91,0.98,85.87,26.31,69.7,76.27,69.7,0.66,1.87,23.09,74.3
SW_00030,SW_00030: MULTI_LOOK | 3Sl | NONE | CHANDELIER | COMPREHE,MULTI_LOOKBACK,3,NONE,CHANDELIER_RUNNER,COMPREHENSIVE_FORTRESS,110.73,-5.69,-11.14,0.55,39.77,335.98,1.32,73.45,38.21,70.57,77.13,70.57,0.99,1.93,15.51,66.7
SW_00028,SW_00028: MULTI_LOOK | 3Sl | NONE | CHANDELIER | REGIME_S,MULTI_LOOKBACK,3,NONE,CHANDELIER_RUNNER,REGIME_SHIELD_AND_SWEEP,110.73,-5.69,-11.14,0.55,39.77,335.98,1.32,73.45,38.21,70.57,77.13,70.57,0.99,1.93,15.51,66.7
SW_00266,SW_00266: MULTI_LOOK | 4Sl | CONSERVA | CHANDELIER | RAW_EXEC,MULTI_LOOKBACK,4,CONSERVATIVE_25,CHANDELIER_RUNNER,RAW_EXECUTION,109.37,-21.11,-38.01,0.48,41.43,359.17,1.01,83.95,40.62,60.95,67.51,60.95,0.85,1.71,18.09,66.7
SW_00269,SW_00269: MULTI_LOOK | 4Sl | CONSERVA | CHANDELIER | TIME_DEC,MULTI_LOOKBACK,4,CONSERVATIVE_25,CHANDELIER_RUNNER,TIME_DECAY_STOP_7D,109.37,-21.11,-38.01,0.48,41.43,359.17,1.01,83.95,40.62,60.95,67.51,60.95,0.85,1.71,18.09,66.7
SW_00027,SW_00027: MULTI_LOOK | 3Sl | NONE | CHANDELIER | REGIME_S,MULTI_LOOKBACK,3,NONE,CHANDELIER_RUNNER,REGIME_SHIELD_50,108.84,-4.96,-9.75,0.59,39.32,329.91,1.32,71.57,37.21,68.44,75.01,68.44,0.99,1.92,15.62,66.7
SW_01156,SW_01156: MULTI_LOOK | 3Sl | AGGRESSI | SUPER_RUNN | RAW_EXEC,MULTI_LOOKBACK_HYPER,3,AGGRESSIVE_75,SUPER_RUNNER_15X,RAW_EXECUTION,107.6,-15.13,-28.16,0.43,40.88,351.37,1.08,58.33,35.27,80.18,86.75,80.18,0.8,1.95,20.09,71.3
SW_01159,SW_01159: MULTI_LOOK | 3Sl | AGGRESSI | SUPER_RUNN | TIME_DEC,MULTI_LOOKBACK_HYPER,3,AGGRESSIVE_75,SUPER_RUNNER_15X,TIME_DECAY_STOP_7D,107.6,-15.13,-28.16,0.43,40.88,351.37,1.08,58.33,35.27,80.18,86.75,80.18,0.8,1.95,20.09,71.3
SW_00316,SW_00316: MULTI_LOOK | 4Sl | LIVERMOR | SUPER_RUNN | RAW_EXEC,MULTI_LOOKBACK,4,LIVERMORE_50,SUPER_RUNNER_15X,RAW_EXECUTION,107.21,-17.66,-32.42,0.45,43.0,382.07,0.74,45.81,42.3,46.95,53.52,46.95,0.67,1.47,26.98,68.3
SW_00319,SW_00319: MULTI_LOOK | 4Sl | LIVERMOR | SUPER_RUNN | TIME_DEC,MULTI_LOOKBACK,4,LIVERMORE_50,SUPER_RUNNER_15X,TIME_DECAY_STOP_7D,107.21,-17.66,-32.42,0.45,43.0,382.07,0.74,45.81,42.3,46.95,53.52,46.95,0.67,1.47,26.98,68.3
SW_00267,SW_00267: MULTI_LOOK | 4Sl | CONSERVA | CHANDELIER | REGIME_S,MULTI_LOOKBACK,4,CONSERVATIVE_25,CHANDELIER_RUNNER,REGIME_SHIELD_50,106.6,-10.5,-20.05,0.56,38.97,325.08,0.98,83.95,38.2,64.98,71.54,64.98,0.89,1.8,15.39,66.4
SW_01359,SW_01359: MULTI_LOOK | 4Sl | AGGRESSI | SUPER_RUNN | TIME_DEC,MULTI_LOOKBACK_HYPER,4,AGGRESSIVE_75,SUPER_RUNNER_15X,TIME_DECAY_STOP_7D,106.2,-8.51,-16.42,0.47,40.28,343.02,1.09,72.84,8.43,59.82,66.39,59.82,0.81,1.75,22.8,69.0
SW_01356,SW_01356: MULTI_LOOK | 4Sl | AGGRESSI | SUPER_RUNN | RAW_EXEC,MULTI_LOOKBACK_HYPER,4,AGGRESSIVE_75,SUPER_RUNNER_15X,RAW_EXECUTION,106.2,-8.51,-16.42,0.47,40.28,343.02,1.09,72.84,8.43,59.82,66.39,59.82,0.81,1.75,22.8,69.0
SW_01059,SW_01059: MULTI_LOOK | 3Sl | CONSERVA | ASYMMETRIC | TIME_DEC,MULTI_LOOKBACK_HYPER,3,CONSERVATIVE_25,ASYMMETRIC_RUNNER,TIME_DECAY_STOP_7D,106.0,-3.08,-6.11,0.6,39.13,327.22,1.15,55.2,26.82,75.45,82.02,75.45,0.92,1.82,17.52,66.1
SW_01039,SW_01039: MULTI_LOOK | 3Sl | NONE | SUPER_RUNN | TIME_DEC,MULTI_LOOKBACK_HYPER,3,NONE,SUPER_RUNNER_15X,TIME_DECAY_STOP_7D,105.23,-9.48,-18.2,0.48,39.01,325.64,1.08,75.0,27.43,70.36,76.93,70.36,0.73,1.84,20.54,71.9
SW_01036,SW_01036: MULTI_LOOK | 3Sl | NONE | SUPER_RUNN | RAW_EXEC,MULTI_LOOKBACK_HYPER,3,NONE,SUPER_RUNNER_15X,RAW_EXECUTION,105.23,-9.48,-18.2,0.48,39.01,325.64,1.08,75.0,27.43,70.36,76.93,70.36,0.73,1.84,20.54,71.9
SW_01099,SW_01099: MULTI_LOOK | 3Sl | LIVERMOR | ASYMMETRIC | TIME_DEC,MULTI_LOOKBACK_HYPER,3,LIVERMORE_50,ASYMMETRIC_RUNNER,TIME_DECAY_STOP_7D,105.11,-16.72,-30.85,0.43,40.17,341.52,1.29,72.32,12.34,82.03,88.6,82.03,1.0,1.92,17.53,65.8
SW_00320,SW_00320: MULTI_LOOK | 4Sl | LIVERMOR | SUPER_RUNN | COMPREHE,MULTI_LOOKBACK,4,LIVERMORE_50,SUPER_RUNNER_15X,COMPREHENSIVE_FORTRESS,104.48,-8.13,-15.71,0.54,40.25,342.65,0.78,47.08,41.43,59.89,66.45,59.89,0.79,1.66,19.33,66.2
SW_00318,SW_00318: MULTI_LOOK | 4Sl | LIVERMOR | SUPER_RUNN | REGIME_S,MULTI_LOOKBACK,4,LIVERMORE_50,SUPER_RUNNER_15X,REGIME_SHIELD_AND_SWEEP,104.48,-8.13,-15.71,0.54,40.25,342.65,0.78,47.08,41.43,59.89,66.45,59.89,0.79,1.66,19.33,66.2
SW_01096,SW_01096: MULTI_LOOK | 3Sl | LIVERMOR | ASYMMETRIC | RAW_EXEC,MULTI_LOOKBACK_HYPER,3,LIVERMORE_50,ASYMMETRIC_RUNNER,RAW_EXECUTION,104.37,-19.58,-35.56,0.43,40.17,341.52,1.29,71.2,13.35,87.32,93.88,87.32,1.04,2.06,19.03,66.7
SW_00029,SW_00029: MULTI_LOOK | 3Sl | NONE | CHANDELIER | TIME_DEC,MULTI_LOOKBACK,3,NONE,CHANDELIER_RUNNER,TIME_DECAY_STOP_7D,103.8,-24.71,-43.57,0.52,41.13,354.89,1.3,71.57,37.01,60.97,67.53,60.97,0.85,1.64,21.67,66.1
SW_00026,SW_00026: MULTI_LOOK | 3Sl | NONE | CHANDELIER | RAW_EXEC,MULTI_LOOKBACK,3,NONE,CHANDELIER_RUNNER,RAW_EXECUTION,103.8,-24.71,-43.57,0.52,41.13,354.89,1.3,71.57,37.01,60.97,67.53,60.97,0.85,1.64,21.67,66.1
SW_01056,SW_01056: MULTI_LOOK | 3Sl | CONSERVA | ASYMMETRIC | RAW_EXEC,MULTI_LOOKBACK_HYPER,3,CONSERVATIVE_25,ASYMMETRIC_RUNNER,RAW_EXECUTION,103.02,-11.77,-22.32,0.54,39.13,327.22,1.15,61.5,26.82,79.66,86.22,79.66,0.94,1.97,18.72,67.5
SW_00317,SW_00317: MULTI_LOOK | 4Sl | LIVERMOR | SUPER_RUNN | REGIME_S,MULTI_LOOKBACK,4,LIVERMORE_50,SUPER_RUNNER_15X,REGIME_SHIELD_50,102.2,-8.95,-17.24,0.53,39.9,337.79,0.78,45.81,39.83,58.63,65.2,58.63,0.79,1.66,19.46,66.2
SW_01309,SW_01309: MULTI_LOOK | 4Sl | LIVERMOR | CHANDELIER | TIME_DEC,MULTI_LOOKBACK_HYPER,4,LIVERMORE_50,CHANDELIER_RUNNER,TIME_DECAY_STOP_7D,101.15,-8.06,-15.59,0.51,37.63,307.34,1.2,78.79,28.55,62.64,69.21,62.64,0.94,1.74,19.23,64.9
SW_01306,SW_01306: MULTI_LOOK | 4Sl | LIVERMOR | CHANDELIER | RAW_EXEC,MULTI_LOOKBACK_HYPER,4,LIVERMORE_50,CHANDELIER_RUNNER,RAW_EXECUTION,101.15,-8.06,-15.59,0.51,37.63,307.34,1.2,78.79,28.55,62.64,69.21,62.64,0.94,1.74,19.23,64.9
SW_00310,SW_00310: MULTI_LOOK | 4Sl | LIVERMOR | CHANDELIER | COMPREHE,MULTI_LOOKBACK,4,LIVERMORE_50,CHANDELIER_RUNNER,COMPREHENSIVE_FORTRESS,100.69,-2.9,-5.76,0.61,36.53,293.32,0.99,79.37,34.56,58.51,65.08,58.51,0.92,1.63,17.23,62.6
SW_00308,SW_00308: MULTI_LOOK | 4Sl | LIVERMOR | CHANDELIER | REGIME_S,MULTI_LOOKBACK,4,LIVERMORE_50,CHANDELIER_RUNNER,REGIME_SHIELD_AND_SWEEP,100.69,-2.9,-5.76,0.61,36.53,293.32,0.99,79.37,34.56,58.51,65.08,58.51,0.92,1.63,17.23,62.6
SW_00307,SW_00307: MULTI_LOOK | 4Sl | LIVERMOR | CHANDELIER | REGIME_S,MULTI_LOOKBACK,4,LIVERMORE_50,CHANDELIER_RUNNER,REGIME_SHIELD_50,99.75,-3.86,-7.63,0.61,36.62,294.46,0.99,77.57,33.73,57.0,63.56,57.0,0.92,1.63,17.35,62.6
SW_01560,SW_01560: MULTI_LOOK | 5Sl | AGGRESSI | SUPER_RUNN | COMPREHE,MULTI_LOOKBACK_HYPER,5,AGGRESSIVE_75,SUPER_RUNNER_15X,COMPREHENSIVE_FORTRESS,98.5,-9.51,-18.26,0.32,39.09,326.8,1.35,59.55,24.04,46.56,53.12,46.56,0.82,1.61,19.25,66.7
SW_01558,SW_01558: MULTI_LOOK | 5Sl | AGGRESSI | SUPER_RUNN | REGIME_S,MULTI_LOOKBACK_HYPER,5,AGGRESSIVE_75,SUPER_RUNNER_15X,REGIME_SHIELD_AND_SWEEP,98.5,-9.51,-18.26,0.32,39.09,326.8,1.35,59.55,24.04,46.56,53.12,46.56,0.82,1.61,19.25,66.7
SW_01339,SW_01339: MULTI_LOOK | 4Sl | AGGRESSI | ASYMMETRIC | TIME_DEC,MULTI_LOOKBACK_HYPER,4,AGGRESSIVE_75,ASYMMETRIC_RUNNER,TIME_DECAY_STOP_7D,95.11,-9.22,-17.73,0.66,36.83,297.08,1.22,73.39,19.86,56.72,63.29,56.72,0.94,1.69,19.07,65.0
SW_01115,SW_01115: MULTI_LOOK | 3Sl | LIVERMOR | MOMENTUM_E | COMPREHE,MULTI_LOOKBACK_HYPER,3,LIVERMORE_50,MOMENTUM_EXPONENTIAL,COMPREHENSIVE_FORTRESS,94.8,-11.22,-21.35,0.48,35.01,274.32,1.02,86.88,12.19,87.0,93.56,87.0,0.93,1.98,17.41,68.1
SW_01113,SW_01113: MULTI_LOOK | 3Sl | LIVERMOR | MOMENTUM_E | REGIME_S,MULTI_LOOKBACK_HYPER,3,LIVERMORE_50,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_AND_SWEEP,94.8,-11.22,-21.35,0.48,35.01,274.32,1.02,86.88,12.19,87.0,93.56,87.0,0.93,1.98,17.41,68.1
SW_00476,SW_00476: MULTI_LOOK | 5Sl | CONSERVA | SUPER_RUNN | RAW_EXEC,MULTI_LOOKBACK,5,CONSERVATIVE_25,SUPER_RUNNER_15X,RAW_EXECUTION,94.8,-17.41,-32.01,0.45,39.26,329.09,0.65,55.51,22.46,51.98,58.54,51.98,0.68,1.65,19.88,70.7
SW_00479,SW_00479: MULTI_LOOK | 5Sl | CONSERVA | SUPER_RUNN | TIME_DEC,MULTI_LOOKBACK,5,CONSERVATIVE_25,SUPER_RUNNER_15X,TIME_DECAY_STOP_7D,94.8,-17.41,-32.01,0.45,39.26,329.09,0.65,55.51,22.46,51.98,58.54,51.98,0.68,1.65,19.88,70.7
SW_01557,SW_01557: MULTI_LOOK | 5Sl | AGGRESSI | SUPER_RUNN | REGIME_S,MULTI_LOOKBACK_HYPER,5,AGGRESSIVE_75,SUPER_RUNNER_15X,REGIME_SHIELD_50,94.49,-15.15,-28.19,0.3,39.03,325.99,1.35,58.22,23.43,43.19,49.75,43.19,0.83,1.52,19.99,65.1
SW_01279,SW_01279: MULTI_LOOK | 4Sl | CONSERVA | SUPER_RUNN | TIME_DEC,MULTI_LOOKBACK_HYPER,4,CONSERVATIVE_25,SUPER_RUNNER_15X,TIME_DECAY_STOP_7D,93.81,-4.98,-9.78,0.48,36.96,298.71,0.97,63.48,12.8,47.4,53.96,47.4,0.69,1.57,24.52,69.7
SW_01276,SW_01276: MULTI_LOOK | 4Sl | CONSERVA | SUPER_RUNN | RAW_EXEC,MULTI_LOOKBACK_HYPER,4,CONSERVATIVE_25,SUPER_RUNNER_15X,RAW_EXECUTION,93.81,-4.98,-9.78,0.48,36.96,298.71,0.97,63.48,12.8,47.4,53.96,47.4,0.69,1.57,24.52,69.7
SW_00478,SW_00478: MULTI_LOOK | 5Sl | CONSERVA | SUPER_RUNN | REGIME_S,MULTI_LOOKBACK,5,CONSERVATIVE_25,SUPER_RUNNER_15X,REGIME_SHIELD_AND_SWEEP,93.33,-3.97,-7.84,0.5,36.78,296.37,0.67,57.0,20.5,47.72,54.29,47.72,0.7,1.58,17.66,67.8
SW_00480,SW_00480: MULTI_LOOK | 5Sl | CONSERVA | SUPER_RUNN | COMPREHE,MULTI_LOOKBACK,5,CONSERVATIVE_25,SUPER_RUNNER_15X,COMPREHENSIVE_FORTRESS,93.33,-3.97,-7.84,0.5,36.78,296.37,0.67,57.0,20.5,47.72,54.29,47.72,0.7,1.58,17.66,67.8
SW_01316,SW_01316: MULTI_LOOK | 4Sl | LIVERMOR | SUPER_RUNN | RAW_EXEC,MULTI_LOOKBACK_HYPER,4,LIVERMORE_50,SUPER_RUNNER_15X,RAW_EXECUTION,93.16,-2.98,-5.91,0.53,36.34,290.83,1.0,69.06,9.29,43.31,49.87,43.31,0.74,1.45,23.73,65.9
SW_01319,SW_01319: MULTI_LOOK | 4Sl | LIVERMOR | SUPER_RUNN | TIME_DEC,MULTI_LOOKBACK_HYPER,4,LIVERMORE_50,SUPER_RUNNER_15X,TIME_DECAY_STOP_7D,93.16,-2.98,-5.91,0.53,36.34,290.83,1.0,69.06,9.29,43.31,49.87,43.31,0.74,1.45,23.73,65.9
SW_01068,SW_01068: MULTI_LOOK | 3Sl | CONSERVA | CHANDELIER | REGIME_S,MULTI_LOOKBACK_HYPER,3,CONSERVATIVE_25,CHANDELIER_RUNNER,REGIME_SHIELD_AND_SWEEP,93.06,-5.95,-11.64,0.53,33.81,260.0,1.17,77.37,23.87,84.7,91.26,84.7,0.99,1.89,17.94,65.5
SW_01070,SW_01070: MULTI_LOOK | 3Sl | CONSERVA | CHANDELIER | COMPREHE,MULTI_LOOKBACK_HYPER,3,CONSERVATIVE_25,CHANDELIER_RUNNER,COMPREHENSIVE_FORTRESS,93.06,-5.95,-11.64,0.53,33.81,260.0,1.17,77.37,23.87,84.7,91.26,84.7,0.99,1.89,17.94,65.5
SW_00239,SW_00239: MULTI_LOOK | 4Sl | NONE | SUPER_RUNN | TIME_DEC,MULTI_LOOKBACK,4,NONE,SUPER_RUNNER_15X,TIME_DECAY_STOP_7D,92.01,-15.27,-28.4,0.41,37.89,310.82,0.66,58.35,33.78,45.27,51.84,45.27,0.67,1.46,24.92,68.8
SW_00236,SW_00236: MULTI_LOOK | 4Sl | NONE | SUPER_RUNN | RAW_EXEC,MULTI_LOOKBACK,4,NONE,SUPER_RUNNER_15X,RAW_EXECUTION,92.01,-15.27,-28.4,0.41,37.89,310.82,0.66,58.35,33.78,45.27,51.84,45.27,0.67,1.46,24.92,68.8
SW_00350,SW_00350: MULTI_LOOK | 4Sl | AGGRESSI | CHANDELIER | COMPREHE,MULTI_LOOKBACK,4,AGGRESSIVE_75,CHANDELIER_RUNNER,COMPREHENSIVE_FORTRESS,91.52,-6.19,-12.09,0.52,34.78,271.56,1.57,61.49,40.76,65.96,72.53,65.96,0.93,1.82,17.77,62.7
SW_00348,SW_00348: MULTI_LOOK | 4Sl | AGGRESSI | CHANDELIER | REGIME_S,MULTI_LOOKBACK,4,AGGRESSIVE_75,CHANDELIER_RUNNER,REGIME_SHIELD_AND_SWEEP,91.52,-6.19,-12.09,0.52,34.78,271.56,1.57,61.49,40.76,65.96,72.53,65.96,0.93,1.82,17.77,62.7
SW_01336,SW_01336: MULTI_LOOK | 4Sl | AGGRESSI | ASYMMETRIC | RAW_EXEC,MULTI_LOOKBACK_HYPER,4,AGGRESSIVE_75,ASYMMETRIC_RUNNER,RAW_EXECUTION,91.2,-13.94,-26.12,0.61,36.83,297.08,1.22,74.18,16.67,48.54,55.1,48.54,0.92,1.52,19.75,61.8
SW_01269,SW_01269: MULTI_LOOK | 4Sl | CONSERVA | CHANDELIER | TIME_DEC,MULTI_LOOKBACK_HYPER,4,CONSERVATIVE_25,CHANDELIER_RUNNER,TIME_DECAY_STOP_7D,91.17,5.2,10.76,0.58,33.09,251.52,1.11,76.15,18.82,46.46,53.02,46.46,0.91,1.46,24.08,62.9
SW_01266,SW_01266: MULTI_LOOK | 4Sl | CONSERVA | CHANDELIER | RAW_EXEC,MULTI_LOOKBACK_HYPER,4,CONSERVATIVE_25,CHANDELIER_RUNNER,RAW_EXECUTION,91.17,5.2,10.76,0.58,33.09,251.52,1.11,76.15,18.82,46.46,53.02,46.46,0.91,1.46,24.08,62.9
SW_01314,SW_01314: MULTI_LOOK | 4Sl | LIVERMOR | MOMENTUM_E | TIME_DEC,MULTI_LOOKBACK_HYPER,4,LIVERMORE_50,MOMENTUM_EXPONENTIAL,TIME_DECAY_STOP_7D,90.93,-3.22,-6.39,0.5,34.26,265.26,1.08,70.73,13.46,67.03,73.59,67.03,0.89,1.77,18.88,65.7
SW_01311,SW_01311: MULTI_LOOK | 4Sl | LIVERMOR | MOMENTUM_E | RAW_EXEC,MULTI_LOOKBACK_HYPER,4,LIVERMORE_50,MOMENTUM_EXPONENTIAL,RAW_EXECUTION,90.93,-3.22,-6.39,0.5,34.26,265.26,1.08,70.73,13.46,67.03,73.59,67.03,0.89,1.77,18.88,65.7
SW_00477,SW_00477: MULTI_LOOK | 5Sl | CONSERVA | SUPER_RUNN | REGIME_S,MULTI_LOOKBACK,5,CONSERVATIVE_25,SUPER_RUNNER_15X,REGIME_SHIELD_50,90.92,-4.89,-9.62,0.5,36.36,291.12,0.67,55.51,19.91,46.34,52.91,46.34,0.7,1.58,17.88,67.8
SW_01516,SW_01516: MULTI_LOOK | 5Sl | LIVERMOR | SUPER_RUNN | RAW_EXEC,MULTI_LOOKBACK_HYPER,5,LIVERMORE_50,SUPER_RUNNER_15X,RAW_EXECUTION,90.87,-4.15,-8.2,0.42,35.01,274.35,1.05,68.64,21.53,52.52,59.08,52.52,0.83,1.65,22.43,67.5
SW_01519,SW_01519: MULTI_LOOK | 5Sl | LIVERMOR | SUPER_RUNN | TIME_DEC,MULTI_LOOKBACK_HYPER,5,LIVERMORE_50,SUPER_RUNNER_15X,TIME_DECAY_STOP_7D,90.87,-4.15,-8.2,0.42,35.01,274.35,1.05,68.64,21.53,52.52,59.08,52.52,0.83,1.65,22.43,67.5
SW_00271,SW_00271: MULTI_LOOK | 4Sl | CONSERVA | MOMENTUM_E | RAW_EXEC,MULTI_LOOKBACK,4,CONSERVATIVE_25,MOMENTUM_EXPONENTIAL,RAW_EXECUTION,90.54,-18.67,-34.07,0.5,37.47,305.32,0.92,66.21,44.55,38.35,44.91,38.35,0.74,1.38,27.44,64.7
SW_00274,SW_00274: MULTI_LOOK | 4Sl | CONSERVA | MOMENTUM_E | TIME_DEC,MULTI_LOOKBACK,4,CONSERVATIVE_25,MOMENTUM_EXPONENTIAL,TIME_DECAY_STOP_7D,90.54,-18.67,-34.07,0.5,37.47,305.32,0.92,66.21,44.55,38.35,44.91,38.35,0.74,1.38,27.44,64.7
SW_00349,SW_00349: MULTI_LOOK | 4Sl | AGGRESSI | CHANDELIER | TIME_DEC,MULTI_LOOKBACK,4,AGGRESSIVE_75,CHANDELIER_RUNNER,TIME_DECAY_STOP_7D,90.52,-18.34,-33.55,0.46,37.03,299.61,1.38,58.98,43.84,56.8,63.37,56.8,0.91,1.64,17.46,64.0
SW_00346,SW_00346: MULTI_LOOK | 4Sl | AGGRESSI | CHANDELIER | RAW_EXEC,MULTI_LOOKBACK,4,AGGRESSIVE_75,CHANDELIER_RUNNER,RAW_EXECUTION,90.52,-18.34,-33.55,0.46,37.03,299.61,1.38,58.98,43.84,56.8,63.37,56.8,0.91,1.64,17.46,64.0
SW_01067,SW_01067: MULTI_LOOK | 3Sl | CONSERVA | CHANDELIER | REGIME_S,MULTI_LOOKBACK_HYPER,3,CONSERVATIVE_25,CHANDELIER_RUNNER,REGIME_SHIELD_50,90.44,-5.78,-11.31,0.54,33.41,255.27,1.17,75.67,23.17,77.23,83.79,77.23,1.0,1.79,20.92,64.9
SW_00238,SW_00238: MULTI_LOOK | 4Sl | NONE | SUPER_RUNN | REGIME_S,MULTI_LOOKBACK,4,NONE,SUPER_RUNNER_15X,REGIME_SHIELD_AND_SWEEP,90.04,-8.73,-16.82,0.39,35.61,281.71,0.73,59.95,36.42,53.62,60.18,53.62,0.75,1.61,20.24,68.5
SW_00240,SW_00240: MULTI_LOOK | 4Sl | NONE | SUPER_RUNN | COMPREHE,MULTI_LOOKBACK,4,NONE,SUPER_RUNNER_15X,COMPREHENSIVE_FORTRESS,90.04,-8.73,-16.82,0.39,35.61,281.71,0.73,59.95,36.42,53.62,60.18,53.62,0.75,1.61,20.24,68.5
SW_00560,SW_00560: MULTI_LOOK | 5Sl | AGGRESSI | SUPER_RUNN | COMPREHE,MULTI_LOOKBACK,5,AGGRESSIVE_75,SUPER_RUNNER_15X,COMPREHENSIVE_FORTRESS,89.46,-6.67,-13.0,0.48,35.46,279.87,0.83,65.44,12.81,53.63,60.19,53.63,0.76,1.72,17.38,67.1
SW_01112,SW_01112: MULTI_LOOK | 3Sl | LIVERMOR | MOMENTUM_E | REGIME_S,MULTI_LOOKBACK_HYPER,3,LIVERMORE_50,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_50,89.46,-12.23,-23.12,0.48,34.55,268.8,1.02,85.08,11.41,67.02,73.58,67.02,0.92,1.7,17.57,65.8
SW_00558,SW_00558: MULTI_LOOK | 5Sl | AGGRESSI | SUPER_RUNN | REGIME_S,MULTI_LOOKBACK,5,AGGRESSIVE_75,SUPER_RUNNER_15X,REGIME_SHIELD_AND_SWEEP,89.46,-6.67,-13.0,0.48,35.46,279.87,0.83,65.44,12.81,53.63,60.19,53.63,0.76,1.72,17.38,67.1
SW_00033,SW_00033: MULTI_LOOK | 3Sl | NONE | MOMENTUM_E | REGIME_S,MULTI_LOOKBACK,3,NONE,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_AND_SWEEP,89.12,-5.26,-10.33,0.56,35.56,281.17,0.8,52.19,40.17,43.22,49.78,43.22,0.73,1.51,22.27,66.3
SW_00035,SW_00035: MULTI_LOOK | 3Sl | NONE | MOMENTUM_E | COMPREHE,MULTI_LOOKBACK,3,NONE,MOMENTUM_EXPONENTIAL,COMPREHENSIVE_FORTRESS,89.12,-5.26,-10.33,0.56,35.56,281.17,0.8,52.19,40.17,43.22,49.78,43.22,0.73,1.51,22.27,66.3
SW_00311,SW_00311: MULTI_LOOK | 4Sl | LIVERMOR | MOMENTUM_E | RAW_EXEC,MULTI_LOOKBACK,4,LIVERMORE_50,MOMENTUM_EXPONENTIAL,RAW_EXECUTION,88.87,-15.34,-28.52,0.55,36.49,292.73,0.84,61.31,42.8,44.75,51.32,44.75,0.73,1.48,23.33,66.7
SW_00314,SW_00314: MULTI_LOOK | 4Sl | LIVERMOR | MOMENTUM_E | TIME_DEC,MULTI_LOOKBACK,4,LIVERMORE_50,MOMENTUM_EXPONENTIAL,TIME_DECAY_STOP_7D,88.87,-15.34,-28.52,0.55,36.49,292.73,0.84,61.31,42.8,44.75,51.32,44.75,0.73,1.48,23.33,66.7
SW_01299,SW_01299: MULTI_LOOK | 4Sl | LIVERMOR | ASYMMETRIC | TIME_DEC,MULTI_LOOKBACK_HYPER,4,LIVERMORE_50,ASYMMETRIC_RUNNER,TIME_DECAY_STOP_7D,87.84,-9.18,-17.66,0.69,34.55,268.83,1.2,60.03,16.51,75.29,81.85,75.29,0.94,1.96,16.53,67.6
SW_01029,SW_01029: MULTI_LOOK | 3Sl | NONE | CHANDELIER | TIME_DEC,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_RUNNER,TIME_DECAY_STOP_7D,87.79,-10.19,-19.49,0.59,33.73,259.01,1.05,83.43,17.66,62.97,69.54,62.97,0.95,1.58,23.38,62.6
SW_01026,SW_01026: MULTI_LOOK | 3Sl | NONE | CHANDELIER | RAW_EXEC,MULTI_LOOKBACK_HYPER,3,NONE,CHANDELIER_RUNNER,RAW_EXECUTION,87.79,-10.19,-19.49,0.59,33.73,259.01,1.05,83.43,17.66,62.97,69.54,62.97,0.95,1.58,23.38,62.6
SW_00237,SW_00237: MULTI_LOOK | 4Sl | NONE | SUPER_RUNN | REGIME_S,MULTI_LOOKBACK,4,NONE,SUPER_RUNNER_15X,REGIME_SHIELD_50,87.69,-9.45,-18.14,0.39,35.19,276.59,0.73,58.35,35.52,51.83,58.39,51.83,0.75,1.6,20.38,68.5
SW_01296,SW_01296: MULTI_LOOK | 4Sl | LIVERMOR | ASYMMETRIC | RAW_EXEC,MULTI_LOOKBACK_HYPER,4,LIVERMORE_50,ASYMMETRIC_RUNNER,RAW_EXECUTION,87.16,-11.48,-21.81,0.58,34.55,268.83,1.2,64.22,14.15,75.02,81.58,75.02,1.01,1.92,16.64,65.5
SW_00557,SW_00557: MULTI_LOOK | 5Sl | AGGRESSI | SUPER_RUNN | REGIME_S,MULTI_LOOKBACK,5,AGGRESSIVE_75,SUPER_RUNNER_15X,REGIME_SHIELD_50,86.95,-7.41,-14.38,0.48,35.12,275.66,0.83,64.11,12.24,48.81,55.37,48.81,0.74,1.62,17.56,65.8
SW_00559,SW_00559: MULTI_LOOK | 5Sl | AGGRESSI | SUPER_RUNN | TIME_DEC,MULTI_LOOKBACK,5,AGGRESSIVE_75,SUPER_RUNNER_15X,TIME_DECAY_STOP_7D,86.89,-14.5,-27.1,0.42,36.53,293.25,0.79,64.11,16.95,41.41,47.97,41.41,0.66,1.48,21.88,68.6
