id,name,entry_mode,slots,pyramid,exit_mode,defense_mode,composite_score,worst_bear_ret,worst_bear_xirr,worst_bear_pr,chop_ret,chop_xirr,chop_pr,bull_ret,avg_ret,cycle_ret,cycle_alpha,cycle_xirr,cycle_pr,cycle_pf,cycle_dd,cycle_wr
SW_06229,SW_06229: SECTOR_LEA | 4Sl | NONE | CHANDELIER | TIME_DEC,SECTOR_LEAD_RS,4,NONE,CHANDELIER_RUNNER,TIME_DECAY_STOP_7D,36.13,-18.91,-34.47,0.73,17.52,103.4,0.71,58.5,30.57,32.56,39.12,32.56,0.75,1.41,22.06,65.4
SW_06226,SW_06226: SECTOR_LEA | 4Sl | NONE | CHANDELIER | RAW_EXEC,SECTOR_LEAD_RS,4,NONE,CHANDELIER_RUNNER,RAW_EXECUTION,36.13,-18.91,-34.47,0.73,17.52,103.4,0.71,58.5,30.57,32.56,39.12,32.56,0.75,1.41,22.06,65.4
SW_01100,SW_01100: MULTI_LOOK | 3Sl | LIVERMOR | ASYMMETRIC | COMPREHE,MULTI_LOOKBACK_HYPER,3,LIVERMORE_50,ASYMMETRIC_RUNNER,COMPREHENSIVE_FORTRESS,36.11,-7.85,-15.2,0.41,8.28,41.88,0.91,73.97,12.53,87.77,94.34,87.77,1.07,2.01,18.6,65.2
SW_01748,SW_01748: MULTI_LOOK | 6Sl | AGGRESSI | CHANDELIER | REGIME_S,MULTI_LOOKBACK_HYPER,6,AGGRESSIVE_75,CHANDELIER_RUNNER,REGIME_SHIELD_AND_SWEEP,36.11,-5.91,-11.56,0.59,11.67,62.49,0.9,76.5,15.15,41.01,47.58,41.01,0.82,1.56,15.13,64.4
SW_01750,SW_01750: MULTI_LOOK | 6Sl | AGGRESSI | CHANDELIER | COMPREHE,MULTI_LOOKBACK_HYPER,6,AGGRESSIVE_75,CHANDELIER_RUNNER,COMPREHENSIVE_FORTRESS,36.11,-5.91,-11.56,0.59,11.67,62.49,0.9,76.5,15.15,41.01,47.58,41.01,0.82,1.56,15.13,64.4
SW_01523,SW_01523: MULTI_LOOK | 5Sl | AGGRESSI | SCALPER_TI | REGIME_S,MULTI_LOOKBACK_HYPER,5,AGGRESSIVE_75,SCALPER_TIGHT,REGIME_SHIELD_AND_SWEEP,36.08,-15.41,-28.65,0.69,18.05,107.44,1.45,51.1,21.85,29.51,36.08,29.51,0.95,1.24,15.8,57.1
SW_01263,SW_01263: MULTI_LOOK | 4Sl | CONSERVA | REGIME_ADA | REGIME_S,MULTI_LOOKBACK_HYPER,4,CONSERVATIVE_25,REGIME_ADAPTIVE,REGIME_SHIELD_AND_SWEEP,36.08,-15.02,-27.98,0.68,13.33,73.4,0.93,80.29,31.57,39.5,46.06,39.5,0.85,1.46,14.12,63.6
SW_01208,SW_01208: MULTI_LOOK | 4Sl | NONE | THREE_TIER | REGIME_S,MULTI_LOOKBACK_HYPER,4,NONE,THREE_TIER_STANDARD,REGIME_SHIELD_AND_SWEEP,36.06,-8.81,-16.97,0.84,14.79,83.43,0.84,66.8,18.33,27.46,34.02,27.46,0.92,1.22,20.08,57.2
SW_06115,SW_06115: SECTOR_LEA | 3Sl | LIVERMOR | MOMENTUM_E | COMPREHE,SECTOR_LEAD_RS,3,LIVERMORE_50,MOMENTUM_EXPONENTIAL,COMPREHENSIVE_FORTRESS,36.04,-13.71,-25.73,0.47,11.06,58.61,0.31,88.22,24.02,53.83,60.4,53.83,0.65,1.83,15.72,73.5
SW_00787,SW_00787: MULTI_LOOK | 6Sl | INVERSE_ | CHANDELIER | REGIME_S,MULTI_LOOKBACK,6,INVERSE_VOL_SIZING,CHANDELIER_RUNNER,REGIME_SHIELD_50,36.04,-6.83,-13.3,0.57,17.6,104.02,0.86,39.33,13.95,25.18,31.74,25.18,0.79,1.43,12.66,63.2
SW_06113,SW_06113: SECTOR_LEA | 3Sl | LIVERMOR | MOMENTUM_E | REGIME_S,SECTOR_LEAD_RS,3,LIVERMORE_50,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_AND_SWEEP,36.04,-13.71,-25.73,0.47,11.06,58.61,0.31,88.22,24.02,53.83,60.4,53.83,0.65,1.83,15.72,73.5
SW_00081,SW_00081: MULTI_LOOK | 3Sl | LIVERMOR | SCALPER_TI | RAW_EXEC,MULTI_LOOKBACK,3,LIVERMORE_50,SCALPER_TIGHT,RAW_EXECUTION,36.03,-18.79,-34.28,0.94,17.84,105.8,1.14,52.5,51.16,21.75,28.31,21.75,1.0,1.15,28.84,52.9
SW_06328,SW_06328: SECTOR_LEA | 4Sl | AGGRESSI | THREE_TIER | REGIME_S,SECTOR_LEAD_RS,4,AGGRESSIVE_75,THREE_TIER_STANDARD,REGIME_SHIELD_AND_SWEEP,36.03,-8.66,-16.7,0.73,10.36,54.24,0.67,88.97,32.89,36.06,42.62,36.06,0.73,1.46,16.5,64.6
SW_01728,SW_01728: MULTI_LOOK | 6Sl | AGGRESSI | THREE_TIER | REGIME_S,MULTI_LOOKBACK_HYPER,6,AGGRESSIVE_75,THREE_TIER_STANDARD,REGIME_SHIELD_AND_SWEEP,36.01,-12.58,-23.75,0.66,13.47,74.3,1.14,79.15,19.7,38.52,45.08,38.52,0.87,1.43,18.86,62.5
SW_09098,SW_09098: MULTI_FACT | 3Sl | LIVERMOR | ASYMMETRIC | REGIME_S,MULTI_FACTOR_APEX,3,LIVERMORE_50,ASYMMETRIC_RUNNER,REGIME_SHIELD_AND_SWEEP,35.96,-17.58,-32.28,0.66,17.72,104.92,0.84,43.16,39.2,39.22,45.78,39.22,0.98,1.38,17.57,58.9
SW_01505,SW_01505: MULTI_LOOK | 5Sl | LIVERMOR | REGIME_ADA | COMPREHE,MULTI_LOOKBACK_HYPER,5,LIVERMORE_50,REGIME_ADAPTIVE,COMPREHENSIVE_FORTRESS,35.95,-15.63,-29.02,0.51,14.77,83.27,0.85,77.09,22.39,34.62,41.18,34.62,0.84,1.41,16.26,62.5
SW_01675,SW_01675: MULTI_LOOK | 6Sl | CONSERVA | MOMENTUM_E | COMPREHE,MULTI_LOOKBACK_HYPER,6,CONSERVATIVE_25,MOMENTUM_EXPONENTIAL,COMPREHENSIVE_FORTRESS,35.93,-0.23,-0.46,0.69,12.16,65.67,0.91,54.48,15.31,41.59,48.15,41.59,0.77,1.51,16.03,65.4
SW_01734,SW_01734: MULTI_LOOK | 6Sl | AGGRESSI | THREE_TIER | TIME_DEC,MULTI_LOOKBACK_HYPER,6,AGGRESSIVE_75,THREE_TIER_WIDE,TIME_DECAY_STOP_7D,35.93,-13.92,-26.08,0.65,16.61,96.59,1.12,61.61,2.42,40.4,46.96,40.4,0.89,1.49,19.3,62.4
SW_01673,SW_01673: MULTI_LOOK | 6Sl | CONSERVA | MOMENTUM_E | REGIME_S,MULTI_LOOKBACK_HYPER,6,CONSERVATIVE_25,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_AND_SWEEP,35.93,-0.23,-0.46,0.69,12.16,65.67,0.91,54.48,15.31,41.59,48.15,41.59,0.77,1.51,16.03,65.4
SW_01731,SW_01731: MULTI_LOOK | 6Sl | AGGRESSI | THREE_TIER | RAW_EXEC,MULTI_LOOKBACK_HYPER,6,AGGRESSIVE_75,THREE_TIER_WIDE,RAW_EXECUTION,35.93,-13.92,-26.08,0.65,16.61,96.59,1.12,61.61,2.42,40.4,46.96,40.4,0.89,1.49,19.3,62.4
SW_09696,SW_09696: MULTI_FACT | 6Sl | LIVERMOR | ASYMMETRIC | RAW_EXEC,MULTI_FACTOR_APEX,6,LIVERMORE_50,ASYMMETRIC_RUNNER,RAW_EXECUTION,35.84,-21.48,-38.6,0.62,21.06,131.76,1.06,47.82,31.89,4.92,11.48,4.92,0.84,0.98,22.26,54.0
SW_09596,SW_09596: MULTI_FACT | 5Sl | INVERSE_ | SUPER_RUNN | RAW_EXEC,MULTI_FACTOR_APEX,5,INVERSE_VOL_SIZING,SUPER_RUNNER_15X,RAW_EXECUTION,35.84,-13.46,-25.29,0.67,21.21,133.02,0.79,20.84,15.79,22.91,29.47,22.91,0.74,1.37,14.07,65.0
SW_06460,SW_06460: SECTOR_LEA | 5Sl | CONSERVA | ASYMMETRIC | COMPREHE,SECTOR_LEAD_RS,5,CONSERVATIVE_25,ASYMMETRIC_RUNNER,COMPREHENSIVE_FORTRESS,35.84,-9.66,-18.53,0.83,15.65,89.56,0.62,55.38,28.38,27.43,34.0,27.43,0.71,1.37,17.61,66.3
SW_09599,SW_09599: MULTI_FACT | 5Sl | INVERSE_ | SUPER_RUNN | TIME_DEC,MULTI_FACTOR_APEX,5,INVERSE_VOL_SIZING,SUPER_RUNNER_15X,TIME_DECAY_STOP_7D,35.84,-13.46,-25.29,0.67,21.21,133.02,0.79,20.84,15.79,22.91,29.47,22.91,0.74,1.37,14.07,65.0
SW_09644,SW_09644: MULTI_FACT | 6Sl | CONSERVA | SCALPER_TI | TIME_DEC,MULTI_FACTOR_APEX,6,CONSERVATIVE_25,SCALPER_TIGHT,TIME_DECAY_STOP_7D,35.82,-16.95,-31.24,0.87,20.61,127.97,1.01,30.32,24.63,24.58,31.14,24.58,0.9,1.24,17.87,57.8
SW_00370,SW_00370: MULTI_LOOK | 4Sl | INVERSE_ | THREE_TIER | COMPREHE,MULTI_LOOKBACK,4,INVERSE_VOL_SIZING,THREE_TIER_STANDARD,COMPREHENSIVE_FORTRESS,35.81,-6.86,-13.35,0.7,15.65,89.51,0.78,47.05,29.52,27.26,33.83,27.26,0.81,1.33,14.51,61.0
SW_00705,SW_00705: MULTI_LOOK | 6Sl | LIVERMOR | REGIME_ADA | COMPREHE,MULTI_LOOKBACK,6,LIVERMORE_50,REGIME_ADAPTIVE,COMPREHENSIVE_FORTRESS,35.77,-7.18,-13.95,0.64,13.95,77.57,0.75,57.7,25.79,36.4,42.97,36.4,0.82,1.4,15.37,60.6
SW_00701,SW_00701: MULTI_LOOK | 6Sl | LIVERMOR | REGIME_ADA | RAW_EXEC,MULTI_LOOKBACK,6,LIVERMORE_50,REGIME_ADAPTIVE,RAW_EXECUTION,35.74,-14.85,-27.68,0.7,17.42,102.65,0.89,52.33,22.94,30.95,37.51,30.95,0.84,1.31,18.47,60.8
SW_01852,SW_01852: MULTI_LOOK | 8Sl | CONSERVA | THREE_TIER | REGIME_S,MULTI_LOOKBACK_HYPER,8,CONSERVATIVE_25,THREE_TIER_WIDE,REGIME_SHIELD_50,35.72,-0.79,-1.59,0.76,14.88,84.07,0.94,44.46,8.63,29.58,36.14,29.58,0.86,1.39,12.92,61.7
SW_06128,SW_06128: SECTOR_LEA | 3Sl | AGGRESSI | THREE_TIER | REGIME_S,SECTOR_LEAD_RS,3,AGGRESSIVE_75,THREE_TIER_STANDARD,REGIME_SHIELD_AND_SWEEP,35.72,-12.11,-22.91,0.63,11.21,59.58,0.54,83.68,37.47,41.55,48.11,41.55,0.75,1.5,17.82,65.9
SW_00404,SW_00404: MULTI_LOOK | 5Sl | NONE | SCALPER_TI | TIME_DEC,MULTI_LOOKBACK,5,NONE,SCALPER_TIGHT,TIME_DECAY_STOP_7D,35.72,-16.01,-29.66,0.76,18.35,109.79,0.91,43.94,26.76,31.46,38.02,31.46,0.89,1.29,19.26,58.8
SW_06251,SW_06251: SECTOR_LEA | 4Sl | CONSERVA | THREE_TIER | RAW_EXEC,SECTOR_LEAD_RS,4,CONSERVATIVE_25,THREE_TIER_WIDE,RAW_EXECUTION,35.71,-16.19,-29.96,0.78,15.83,90.84,0.71,61.38,46.17,27.42,33.98,27.42,0.79,1.31,21.5,62.9
SW_06254,SW_06254: SECTOR_LEA | 4Sl | CONSERVA | THREE_TIER | TIME_DEC,SECTOR_LEAD_RS,4,CONSERVATIVE_25,THREE_TIER_WIDE,TIME_DECAY_STOP_7D,35.71,-16.19,-29.96,0.78,15.83,90.84,0.71,61.38,46.17,27.42,33.98,27.42,0.79,1.31,21.5,62.9
SW_09470,SW_09470: MULTI_FACT | 5Sl | CONSERVA | CHANDELIER | COMPREHE,MULTI_FACTOR_APEX,5,CONSERVATIVE_25,CHANDELIER_RUNNER,COMPREHENSIVE_FORTRESS,35.7,-7.27,-14.12,0.63,17.22,101.12,0.92,29.55,24.59,35.35,41.91,35.35,0.89,1.43,13.97,61.4
SW_09468,SW_09468: MULTI_FACT | 5Sl | CONSERVA | CHANDELIER | REGIME_S,MULTI_FACTOR_APEX,5,CONSERVATIVE_25,CHANDELIER_RUNNER,REGIME_SHIELD_AND_SWEEP,35.7,-7.27,-14.12,0.63,17.22,101.12,0.92,29.55,24.59,35.35,41.91,35.35,0.89,1.43,13.97,61.4
SW_01952,SW_01952: MULTI_LOOK | 8Sl | AGGRESSI | MOMENTUM_E | REGIME_S,MULTI_LOOKBACK_HYPER,8,AGGRESSIVE_75,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_50,35.67,-2.97,-5.9,0.58,15.56,88.92,0.9,57.43,4.08,15.56,22.12,15.56,0.69,1.2,18.84,63.6
SW_06472,SW_06472: SECTOR_LEA | 5Sl | CONSERVA | MOMENTUM_E | REGIME_S,SECTOR_LEAD_RS,5,CONSERVATIVE_25,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_50,35.67,-15.56,-28.9,0.52,18.82,113.49,0.74,36.28,25.36,34.63,41.19,34.63,0.65,1.63,15.89,71.9
SW_06435,SW_06435: SECTOR_LEA | 5Sl | NONE | MOMENTUM_E | COMPREHE,SECTOR_LEAD_RS,5,NONE,MOMENTUM_EXPONENTIAL,COMPREHENSIVE_FORTRESS,35.66,-13.6,-25.54,0.54,15.84,90.88,0.64,59.83,29.94,31.08,37.64,31.08,0.62,1.5,18.23,70.6
SW_00896,SW_00896: MULTI_LOOK | 8Sl | LIVERMOR | ASYMMETRIC | RAW_EXEC,MULTI_LOOKBACK,8,LIVERMORE_50,ASYMMETRIC_RUNNER,RAW_EXECUTION,35.66,-10.31,-19.7,0.65,15.44,88.05,0.85,59.78,23.82,28.26,34.82,28.26,0.87,1.29,19.18,59.8
SW_06433,SW_06433: SECTOR_LEA | 5Sl | NONE | MOMENTUM_E | REGIME_S,SECTOR_LEAD_RS,5,NONE,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_AND_SWEEP,35.66,-13.6,-25.54,0.54,15.84,90.88,0.64,59.83,29.94,31.08,37.64,31.08,0.62,1.5,18.23,70.6
SW_09674,SW_09674: MULTI_FACT | 6Sl | CONSERVA | MOMENTUM_E | TIME_DEC,MULTI_FACTOR_APEX,6,CONSERVATIVE_25,MOMENTUM_EXPONENTIAL,TIME_DECAY_STOP_7D,35.66,-13.14,-24.72,0.72,19.29,117.23,1.0,38.52,19.67,20.75,27.32,20.75,0.76,1.21,19.34,61.3
SW_01207,SW_01207: MULTI_LOOK | 4Sl | NONE | THREE_TIER | REGIME_S,MULTI_LOOKBACK_HYPER,4,NONE,THREE_TIER_STANDARD,REGIME_SHIELD_50,35.66,-9.73,-18.65,0.82,14.92,84.35,0.92,64.62,17.45,30.09,36.65,30.09,0.92,1.26,20.7,57.8
SW_09671,SW_09671: MULTI_FACT | 6Sl | CONSERVA | MOMENTUM_E | RAW_EXEC,MULTI_FACTOR_APEX,6,CONSERVATIVE_25,MOMENTUM_EXPONENTIAL,RAW_EXECUTION,35.66,-13.14,-24.72,0.72,19.29,117.23,1.0,38.52,19.67,20.75,27.32,20.75,0.76,1.21,19.34,61.3
SW_00282,SW_00282: MULTI_LOOK | 4Sl | LIVERMOR | SCALPER_TI | REGIME_S,MULTI_LOOKBACK,4,LIVERMORE_50,SCALPER_TIGHT,REGIME_SHIELD_50,35.65,-13.86,-25.98,0.75,14.54,81.68,1.03,62.81,44.55,33.48,40.04,33.48,1.09,1.29,17.32,53.1
SW_01667,SW_01667: MULTI_LOOK | 6Sl | CONSERVA | CHANDELIER | REGIME_S,MULTI_LOOKBACK_HYPER,6,CONSERVATIVE_25,CHANDELIER_RUNNER,REGIME_SHIELD_50,35.63,-3.7,-7.31,0.62,11.59,62.0,1.05,67.49,14.33,42.72,49.28,42.72,0.82,1.56,14.94,65.4
SW_00889,SW_00889: MULTI_LOOK | 8Sl | LIVERMOR | THREE_TIER | TIME_DEC,MULTI_LOOKBACK,8,LIVERMORE_50,THREE_TIER_STANDARD,TIME_DECAY_STOP_7D,35.62,-12.65,-23.86,0.66,18.25,108.97,0.88,49.06,20.01,18.23,24.79,18.23,0.82,1.15,21.13,59.2
SW_01302,SW_01302: MULTI_LOOK | 4Sl | LIVERMOR | REGIME_ADA | REGIME_S,MULTI_LOOKBACK_HYPER,4,LIVERMORE_50,REGIME_ADAPTIVE,REGIME_SHIELD_50,35.62,-18.59,-33.95,0.52,14.32,80.16,0.9,83.52,26.26,36.37,42.93,36.37,0.89,1.38,15.18,61.4
SW_09736,SW_09736: MULTI_FACT | 6Sl | AGGRESSI | ASYMMETRIC | RAW_EXEC,MULTI_FACTOR_APEX,6,AGGRESSIVE_75,ASYMMETRIC_RUNNER,RAW_EXECUTION,35.6,-15.88,-29.43,0.7,17.25,101.34,0.96,56.54,32.53,23.65,30.22,23.65,0.96,1.21,18.21,55.5
SW_05110,SW_05110: OVERSOLD_S | 3Sl | LIVERMOR | CHANDELIER | COMPREHE,OVERSOLD_SPRINGBOARD,3,LIVERMORE_50,CHANDELIER_RUNNER,COMPREHENSIVE_FORTRESS,35.6,-8.94,-17.2,0.78,16.34,94.53,2.83,65.53,1.77,19.09,25.66,19.09,1.14,1.39,11.31,56.3
SW_05108,SW_05108: OVERSOLD_S | 3Sl | LIVERMOR | CHANDELIER | REGIME_S,OVERSOLD_SPRINGBOARD,3,LIVERMORE_50,CHANDELIER_RUNNER,REGIME_SHIELD_AND_SWEEP,35.6,-8.94,-17.2,0.78,16.34,94.53,2.83,65.53,1.77,19.09,25.66,19.09,1.14,1.39,11.31,56.3
SW_00181,SW_00181: MULTI_LOOK | 3Sl | INVERSE_ | REGIME_ADA | RAW_EXEC,MULTI_LOOKBACK,3,INVERSE_VOL_SIZING,REGIME_ADAPTIVE,RAW_EXECUTION,35.6,-9.61,-18.43,0.68,14.76,83.18,0.79,48.99,40.81,36.47,43.04,36.47,0.91,1.59,11.83,63.1
SW_09880,SW_09880: MULTI_FACT | 8Sl | CONSERVA | SUPER_RUNN | COMPREHE,MULTI_FACTOR_APEX,8,CONSERVATIVE_25,SUPER_RUNNER_15X,COMPREHENSIVE_FORTRESS,35.58,-9.15,-17.59,0.8,16.65,96.86,1.03,46.73,25.17,25.31,31.87,25.31,0.8,1.33,18.81,64.3
SW_09878,SW_09878: MULTI_FACT | 8Sl | CONSERVA | SUPER_RUNN | REGIME_S,MULTI_FACTOR_APEX,8,CONSERVATIVE_25,SUPER_RUNNER_15X,REGIME_SHIELD_AND_SWEEP,35.58,-9.15,-17.59,0.8,16.65,96.86,1.03,46.73,25.17,25.31,31.87,25.31,0.8,1.33,18.81,64.3
SW_01580,SW_01580: MULTI_LOOK | 5Sl | INVERSE_ | ASYMMETRIC | COMPREHE,MULTI_LOOKBACK_HYPER,5,INVERSE_VOL_SIZING,ASYMMETRIC_RUNNER,COMPREHENSIVE_FORTRESS,35.56,0.61,1.23,0.76,14.83,83.72,1.16,38.5,7.85,31.97,38.54,31.97,0.87,1.53,8.95,63.1
SW_01674,SW_01674: MULTI_LOOK | 6Sl | CONSERVA | MOMENTUM_E | TIME_DEC,MULTI_LOOKBACK_HYPER,6,CONSERVATIVE_25,MOMENTUM_EXPONENTIAL,TIME_DECAY_STOP_7D,35.55,1.32,2.68,0.65,10.95,57.92,0.85,53.01,14.6,48.1,54.67,48.1,0.83,1.63,13.62,66.3
SW_01671,SW_01671: MULTI_LOOK | 6Sl | CONSERVA | MOMENTUM_E | RAW_EXEC,MULTI_LOOKBACK_HYPER,6,CONSERVATIVE_25,MOMENTUM_EXPONENTIAL,RAW_EXECUTION,35.55,1.32,2.68,0.65,10.95,57.92,0.85,53.01,14.6,48.1,54.67,48.1,0.83,1.63,13.62,66.3
SW_00855,SW_00855: MULTI_LOOK | 8Sl | CONSERVA | THREE_TIER | COMPREHE,MULTI_LOOKBACK,8,CONSERVATIVE_25,THREE_TIER_WIDE,COMPREHENSIVE_FORTRESS,35.53,-9.71,-18.62,0.68,16.92,98.87,0.79,55.59,13.09,19.88,26.45,19.88,0.83,1.19,17.14,58.8
SW_00853,SW_00853: MULTI_LOOK | 8Sl | CONSERVA | THREE_TIER | REGIME_S,MULTI_LOOKBACK,8,CONSERVATIVE_25,THREE_TIER_WIDE,REGIME_SHIELD_AND_SWEEP,35.53,-9.71,-18.62,0.68,16.92,98.87,0.79,55.59,13.09,19.88,26.45,19.88,0.83,1.19,17.14,58.8
SW_01658,SW_01658: MULTI_LOOK | 6Sl | CONSERVA | ASYMMETRIC | REGIME_S,MULTI_LOOKBACK_HYPER,6,CONSERVATIVE_25,ASYMMETRIC_RUNNER,REGIME_SHIELD_AND_SWEEP,35.5,-7.39,-14.34,0.69,14.04,78.21,1.03,56.76,11.29,45.2,51.76,45.2,0.92,1.59,13.45,63.1
SW_06088,SW_06088: SECTOR_LEA | 3Sl | LIVERMOR | THREE_TIER | REGIME_S,SECTOR_LEAD_RS,3,LIVERMORE_50,THREE_TIER_STANDARD,REGIME_SHIELD_AND_SWEEP,35.49,-13.16,-24.76,0.74,11.76,63.08,0.54,83.88,34.38,39.65,46.21,39.65,0.73,1.47,17.9,65.9
SW_01418,SW_01418: MULTI_LOOK | 5Sl | NONE | ASYMMETRIC | REGIME_S,MULTI_LOOKBACK_HYPER,5,NONE,ASYMMETRIC_RUNNER,REGIME_SHIELD_AND_SWEEP,35.49,-7.12,-13.85,0.68,15.38,87.63,1.03,51.25,4.76,40.16,46.73,40.16,0.86,1.47,12.69,62.6
SW_01422,SW_01422: MULTI_LOOK | 5Sl | NONE | REGIME_ADA | REGIME_S,MULTI_LOOKBACK_HYPER,5,NONE,REGIME_ADAPTIVE,REGIME_SHIELD_50,35.49,-8.08,-15.62,0.76,15.47,88.22,0.94,53.42,15.52,32.68,39.24,32.68,0.87,1.38,14.0,60.8
SW_00444,SW_00444: MULTI_LOOK | 5Sl | CONSERVA | SCALPER_TI | TIME_DEC,MULTI_LOOKBACK,5,CONSERVATIVE_25,SCALPER_TIGHT,TIME_DECAY_STOP_7D,35.47,-13.16,-24.77,0.82,16.69,97.11,0.92,49.69,26.13,33.94,40.5,33.94,0.93,1.29,20.32,58.2
SW_00688,SW_00688: MULTI_LOOK | 6Sl | LIVERMOR | THREE_TIER | REGIME_S,MULTI_LOOKBACK,6,LIVERMORE_50,THREE_TIER_STANDARD,REGIME_SHIELD_AND_SWEEP,35.46,-14.26,-26.67,0.64,14.9,84.22,0.94,68.19,29.69,32.12,38.68,32.12,0.83,1.31,16.52,61.5
SW_06547,SW_06547: SECTOR_LEA | 5Sl | AGGRESSI | CHANDELIER | REGIME_S,SECTOR_LEAD_RS,5,AGGRESSIVE_75,CHANDELIER_RUNNER,REGIME_SHIELD_50,35.44,-8.85,-17.04,0.6,14.54,81.65,0.72,56.36,30.21,32.42,38.98,32.42,0.69,1.49,19.36,66.9
SW_09936,SW_09936: MULTI_FACT | 8Sl | AGGRESSI | ASYMMETRIC | RAW_EXEC,MULTI_FACTOR_APEX,8,AGGRESSIVE_75,ASYMMETRIC_RUNNER,RAW_EXECUTION,35.43,-15.51,-28.81,0.69,17.27,101.51,1.27,51.62,30.93,28.64,35.21,28.64,0.98,1.31,14.15,57.5
SW_00699,SW_00699: MULTI_LOOK | 6Sl | LIVERMOR | ASYMMETRIC | TIME_DEC,MULTI_LOOKBACK,6,LIVERMORE_50,ASYMMETRIC_RUNNER,TIME_DECAY_STOP_7D,35.42,-10.68,-20.37,0.59,18.19,108.51,0.84,40.48,23.79,19.64,26.2,19.64,0.78,1.14,22.36,59.3
SW_00874,SW_00874: MULTI_LOOK | 8Sl | CONSERVA | MOMENTUM_E | TIME_DEC,MULTI_LOOKBACK,8,CONSERVATIVE_25,MOMENTUM_EXPONENTIAL,TIME_DECAY_STOP_7D,35.37,-14.96,-27.87,0.49,17.78,105.37,0.76,55.48,16.42,24.44,31.0,24.44,0.71,1.25,17.41,64.2
SW_00871,SW_00871: MULTI_LOOK | 8Sl | CONSERVA | MOMENTUM_E | RAW_EXEC,MULTI_LOOKBACK,8,CONSERVATIVE_25,MOMENTUM_EXPONENTIAL,RAW_EXECUTION,35.37,-14.96,-27.87,0.49,17.78,105.37,0.76,55.48,16.42,24.44,31.0,24.44,0.71,1.25,17.41,64.2
SW_06232,SW_06232: SECTOR_LEA | 4Sl | NONE | MOMENTUM_E | REGIME_S,SECTOR_LEAD_RS,4,NONE,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_50,35.37,-16.85,-31.07,0.49,16.87,98.49,0.64,51.92,31.92,36.71,43.27,36.71,0.66,1.52,21.09,70.2
SW_00424,SW_00424: MULTI_LOOK | 5Sl | NONE | REGIME_ADA | TIME_DEC,MULTI_LOOKBACK,5,NONE,REGIME_ADAPTIVE,TIME_DECAY_STOP_7D,35.37,-13.88,-26.01,0.63,15.91,91.41,0.83,63.11,30.17,24.63,31.2,24.63,0.82,1.21,23.11,60.1
SW_00847,SW_00847: MULTI_LOOK | 8Sl | CONSERVA | THREE_TIER | REGIME_S,MULTI_LOOKBACK,8,CONSERVATIVE_25,THREE_TIER_STANDARD,REGIME_SHIELD_50,35.35,-7.13,-13.85,0.81,16.18,93.42,1.1,54.24,10.24,21.97,28.53,21.97,0.86,1.23,15.2,58.5
SW_01166,SW_01166: MULTI_LOOK | 3Sl | INVERSE_ | THREE_TIER | RAW_EXEC,MULTI_LOOKBACK_HYPER,3,INVERSE_VOL_SIZING,THREE_TIER_STANDARD,RAW_EXECUTION,35.31,5.26,10.88,0.91,11.87,63.75,0.82,46.18,22.64,24.17,30.74,24.17,0.84,1.32,16.47,60.9
SW_09396,SW_09396: MULTI_FACT | 4Sl | INVERSE_ | SUPER_RUNN | RAW_EXEC,MULTI_FACTOR_APEX,4,INVERSE_VOL_SIZING,SUPER_RUNNER_15X,RAW_EXECUTION,35.27,-13.67,-25.65,0.75,21.18,132.77,0.75,17.2,15.39,25.36,31.93,25.36,0.74,1.39,16.17,65.1
SW_09399,SW_09399: MULTI_FACT | 4Sl | INVERSE_ | SUPER_RUNN | TIME_DEC,MULTI_FACTOR_APEX,4,INVERSE_VOL_SIZING,SUPER_RUNNER_15X,TIME_DECAY_STOP_7D,35.27,-13.67,-25.65,0.75,21.18,132.77,0.75,17.2,15.39,25.36,31.93,25.36,0.74,1.39,16.17,65.1
SW_01288,SW_01288: MULTI_LOOK | 4Sl | LIVERMOR | THREE_TIER | REGIME_S,MULTI_LOOKBACK_HYPER,4,LIVERMORE_50,THREE_TIER_STANDARD,REGIME_SHIELD_AND_SWEEP,35.26,-15.53,-28.85,0.44,13.91,77.28,0.57,72.79,30.12,40.3,46.86,40.3,0.94,1.41,18.37,60.7
SW_00632,SW_00632: MULTI_LOOK | 6Sl | NONE | MOMENTUM_E | REGIME_S,MULTI_LOOKBACK,6,NONE,MOMENTUM_EXPONENTIAL,REGIME_SHIELD_50,35.24,-9.27,-17.8,0.49,16.64,96.79,0.67,42.82,23.39,29.96,36.53,29.96,0.72,1.34,15.91,65.1
SW_00852,SW_00852: MULTI_LOOK | 8Sl | CONSERVA | THREE_TIER | REGIME_S,MULTI_LOOKBACK,8,CONSERVATIVE_25,THREE_TIER_WIDE,REGIME_SHIELD_50,35.23,-10.27,-19.64,0.68,16.53,95.93,0.79,54.17,12.44,27.16,33.72,27.16,0.85,1.3,15.77,60.5
